dag_id,allocation,total_human_share,target_concentration,actual_concentration,concentration_error,minimum_task_human_share,maximum_task_human_share,total_h_preserved,bounds_hold
exp08_development_n32_wide_layered_homogeneous_02,low,0.120,0.30,0.3,0.00,0.1033333333333333333333333333,0.192,true,true
exp08_development_n32_wide_layered_homogeneous_02,high,0.120,0.70,0.7,0.00,0.04425,0.448,true,true
exp08_development_n32_wide_layered_homogeneous_03,low,0.120,0.30,0.3,0.00,0.1033333333333333333333333333,0.192,true,true
exp08_development_n32_wide_layered_homogeneous_03,high,0.120,0.70,0.7,0.00,0.04425,0.448,true,true
exp08_development_n32_wide_layered_homogeneous_04,low,0.120,0.30,0.3,0.00,0.1033333333333333333333333333,0.192,true,true
exp08_development_n32_wide_layered_homogeneous_04,high,0.120,0.70,0.7,0.00,0.04425,0.448,true,true
exp08_development_n32_wide_layered_homogeneous_05,low,0.120,0.30,0.3,0.00,0.1033333333333333333333333333,0.192,true,true
exp08_development_n32_wide_layered_homogeneous_05,high,0.120,0.70,0.7,0.00,0.04425,0.448,true,true
exp08_development_n32_wide_layered_homogeneous_06,low,0.120,0.30,0.3,0.00,0.1033333333333333333333333333,0.192,true,true
exp08_development_n32_wide_layered_homogeneous_06,high,0.120,0.70,0.7,0.00,0.04425,0.448,true,true
exp08_development_n32_wide_layered_homogeneous_07,low,0.120,0.30,0.3,0.00,0.1033333333333333333333333333,0.192,true,true
exp08_development_n32_wide_layered_homogeneous_07,high,0.120,0.70,0.7,0.00,0.04425,0.448,true,true
exp08_development_n32_wide_layered_homogeneous_08,low,0.120,0.30,0.3,0.00,0.1033333333333333333333333333,0.192,true,true
exp08_development_n32_wide_layered_homogeneous_08,high,0.120,0.70,0.7,0.00,0.04425,0.448,true,true
exp08_development_n32_wide_layered_homogeneous_09,low,0.120,0.30,0.3,0.00,0.1033333333333333333333333333,0.192,true,true
exp08_development_n32_wide_layered_homogeneous_09,high,0.120,0.70,0.7,0.00,0.04425,0.448,true,true
exp08_development_n32_wide_layered_lognormal_00,low,0.120,0.30,0.3,0.00,0.1130555555555555555555555556,0.140,true,true
exp08_development_n32_wide_layered_lognormal_00,high,0.120,0.70,0.7,0.00,0.04841666666666666666666666667,0.3266666666666666666666666667,true,true
exp08_development_n32_wide_layered_lognormal_01,low,0.120,0.30,0.3,0.00,0.1134583333333333333333333333,0.1386111111111111111111111111,true,true
exp08_development_n32_wide_layered_lognormal_01,high,0.120,0.70,0.7,0.00,0.04858333333333333333333333333,0.3234166666666666666666666667,true,true
exp08_development_n32_wide_layered_lognormal_02,low,0.120,0.30,0.3,0.00,0.11825,0.1242083333333333333333333333,true,true
exp08_development_n32_wide_layered_lognormal_02,high,0.120,0.70,0.7,0.00,0.05066666666666666666666666667,0.2898055555555555555555555556,true,true
exp08_development_n32_wide_layered_lognormal_03,low,0.120,0.30,0.3,0.00,0.1109166666666666666666666667,0.14825,true,true
exp08_development_n32_wide_layered_lognormal_03,high,0.120,0.70,0.7,0.00,0.0475,0.3459166666666666666666666667,true,true
exp08_development_n32_wide_layered_lognormal_04,low,0.120,0.30,0.3,0.00,0.1125,0.1421111111111111111111111111,true,true
exp08_development_n32_wide_layered_lognormal_04,high,0.120,0.70,0.7,0.00,0.04816666666666666666666666667,0.3315833333333333333333333333,true,true
exp08_development_n32_wide_layered_lognormal_05,low,0.120,0.30,0.3,0.00,0.117,0.1276458333333333333333333333,true,true
exp08_development_n32_wide_layered_lognormal_05,high,0.120,0.70,0.7,0.00,0.050125,0.2978333333333333333333333333,true,true
exp08_development_n32_wide_layered_lognormal_06,low,0.120,0.30,0.3,0.00,0.1156666666666666666666666667,0.1314166666666666666666666667,true,true
exp08_development_n32_wide_layered_lognormal_06,high,0.120,0.70,0.7,0.00,0.04958333333333333333333333333,0.3066111111111111111111111111,true,true
exp08_development_n32_wide_layered_lognormal_07,low,0.120,0.30,0.3,0.00,0.1150833333333333333333333333,0.1332083333333333333333333333,true,true
exp08_development_n32_wide_layered_lognormal_07,high,0.120,0.70,0.7,0.00,0.04933333333333333333333333333,0.3108125,true,true
exp08_development_n32_wide_layered_lognormal_08,low,0.120,0.30,0.3,0.00,0.1182083333333333333333333333,0.124375,true,true
exp08_development_n32_wide_layered_lognormal_08,high,0.120,0.70,0.7,0.00,0.05066666666666666666666666667,0.2901944444444444444444444444,true,true
exp08_development_n32_wide_layered_lognormal_09,low,0.120,0.30,0.3,0.00,0.1146666666666666666666666667,0.1345416666666666666666666667,true,true
exp08_development_n32_wide_layered_lognormal_09,high,0.120,0.70,0.7,0.00,0.049125,0.3139166666666666666666666667,true,true
exp08_development_n32_mixed_homogeneous_00,low,0.120,0.30,0.3,0.00,0.08225,0.1493333333333333333333333333,true,true
exp08_development_n32_mixed_homogeneous_00,high,0.120,0.70,0.7,0.00,0.064,0.192,true,true
exp08_development_n32_mixed_homogeneous_01,low,0.120,0.30,0.3,0.00,0.08225,0.1493333333333333333333333333,true,true
exp08_development_n32_mixed_homogeneous_01,high,0.120,0.70,0.7,0.00,0.064,0.192,true,true
exp08_development_n32_mixed_homogeneous_02,low,0.120,0.30,0.3,0.00,0.08225,0.1493333333333333333333333333,true,true
exp08_development_n32_mixed_homogeneous_02,high,0.120,0.70,0.7,0.00,0.064,0.192,true,true
exp08_development_n32_mixed_homogeneous_03,low,0.120,0.30,0.3,0.00,0.08225,0.1493333333333333333333333333,true,true
exp08_development_n32_mixed_homogeneous_03,high,0.120,0.70,0.7,0.00,0.064,0.192,true,true
exp08_development_n32_mixed_homogeneous_04,low,0.120,0.30,0.3,0.00,0.08225,0.1493333333333333333333333333,true,true
exp08_development_n32_mixed_homogeneous_04,high,0.120,0.70,0.7,0.00,0.064,0.192,true,true
exp08_development_n32_mixed_homogeneous_05,low,0.120,0.30,0.3,0.00,0.08225,0.1493333333333333333333333333,true,true
exp08_development_n32_mixed_homogeneous_05,high,0.120,0.70,0.7,0.00,0.064,0.192,true,true
exp08_development_n32_mixed_homogeneous_06,low,0.120,0.30,0.3,0.00,0.08225,0.1493333333333333333333333333,true,true
exp08_development_n32_mixed_homogeneous_06,high,0.120,0.70,0.7,0.00,0.064,0.192,true,true
exp08_development_n32_mixed_homogeneous_07,low,0.120,0.30,0.3,0.00,0.08225,0.1493333333333333333333333333,true,true
exp08_development_n32_mixed_homogeneous_07,high,0.120,0.70,0.7,0.00,0.064,0.192,true,true
exp08_development_n32_mixed_homogeneous_08,low,0.120,0.30,0.3,0.00,0.08225,0.1493333333333333333333333333,true,true
exp08_development_n32_mixed_homogeneous_08,high,0.120,0.70,0.7,0.00,0.064,0.192,true,true
exp08_development_n32_mixed_homogeneous_09,low,0.120,0.30,0.3,0.00,0.08225,0.1493333333333333333333333333,true,true
exp08_development_n32_mixed_homogeneous_09,high,0.120,0.70,0.7,0.00,0.064,0.192,true,true
exp08_development_n32_mixed_lognormal_00,low,0.120,0.30,0.3,0.00,0.06906944444444444444444444444,0.1754166666666666666666666667,true,true
exp08_development_n32_mixed_lognormal_00,high,0.120,0.70,0.7,0.00,0.07516666666666666666666666667,0.1612083333333333333333333333,true,true
exp08_development_n32_mixed_lognormal_01,low,0.120,0.30,0.3,0.00,0.06952777777777777777777777778,0.1741666666666666666666666667,true,true
exp08_development_n32_mixed_lognormal_01,high,0.120,0.70,0.7,0.00,0.07458333333333333333333333333,0.1622916666666666666666666667,true,true
exp08_development_n32_mixed_lognormal_02,low,0.120,0.30,0.3,0.00,0.07408333333333333333333333333,0.1633333333333333333333333333,true,true
exp08_development_n32_mixed_lognormal_02,high,0.120,0.70,0.7,0.00,0.070,0.1729583333333333333333333333,true,true
exp08_development_n32_mixed_lognormal_03,low,0.120,0.30,0.3,0.00,0.07608333333333333333333333333,0.1594166666666666666666666667,true,true
exp08_development_n32_mixed_lognormal_03,high,0.120,0.70,0.7,0.00,0.06829166666666666666666666667,0.177625,true,true
exp08_development_n32_mixed_lognormal_04,low,0.120,0.30,0.3,0.00,0.06552777777777777777777777778,0.1864166666666666666666666667,true,true
exp08_development_n32_mixed_lognormal_04,high,0.120,0.70,0.7,0.00,0.07983333333333333333333333333,0.1529375,true,true
exp08_development_n32_mixed_lognormal_05,low,0.120,0.30,0.3,0.00,0.06808333333333333333333333333,0.1782083333333333333333333333,true,true
exp08_development_n32_mixed_lognormal_05,high,0.120,0.70,0.7,0.00,0.07633333333333333333333333333,0.1589305555555555555555555556,true,true
exp08_development_n32_mixed_lognormal_06,low,0.120,0.30,0.3,0.00,0.0710625,0.17025,true,true
exp08_development_n32_mixed_lognormal_06,high,0.120,0.70,0.7,0.00,0.07291666666666666666666666667,0.1658611111111111111111111111,true,true
exp08_development_n32_mixed_lognormal_07,low,0.120,0.30,0.3,0.00,0.07314583333333333333333333333,0.1654166666666666666666666667,true,true
exp08_development_n32_mixed_lognormal_07,high,0.120,0.70,0.7,0.00,0.07083333333333333333333333333,0.17075,true,true
exp08_development_n32_mixed_lognormal_08,low,0.120,0.30,0.3,0.00,0.07008333333333333333333333333,0.1726666666666666666666666667,true,true
exp08_development_n32_mixed_lognormal_08,high,0.120,0.70,0.7,0.00,0.074,0.1635833333333333333333333333,true,true
exp08_development_n32_mixed_lognormal_09,low,0.120,0.30,0.3,0.00,0.06941666666666666666666666667,0.1745,true,true
exp08_development_n32_mixed_lognormal_09,high,0.120,0.70,0.7,0.00,0.07475,0.162,true,true
exp08_development_n32_chain_like_homogeneous_00,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n32_chain_like_homogeneous_00,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n32_chain_like_homogeneous_01,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n32_chain_like_homogeneous_01,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n32_chain_like_homogeneous_02,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n32_chain_like_homogeneous_02,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n32_chain_like_homogeneous_03,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n32_chain_like_homogeneous_03,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n32_chain_like_homogeneous_04,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n32_chain_like_homogeneous_04,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n32_chain_like_homogeneous_05,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n32_chain_like_homogeneous_05,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n32_chain_like_homogeneous_06,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n32_chain_like_homogeneous_06,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n32_chain_like_homogeneous_07,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n32_chain_like_homogeneous_07,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n32_chain_like_homogeneous_08,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n32_chain_like_homogeneous_08,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n32_chain_like_homogeneous_09,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n32_chain_like_homogeneous_09,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n32_chain_like_lognormal_00,low,0.120,0.30,0.3,0.00,0.04920833333333333333333333333,0.3126666666666666666666666667,true,true
exp08_development_n32_chain_like_lognormal_00,high,0.120,0.70,0.7,0.00,0.1148333333333333333333333333,0.134,true,true
exp08_development_n32_chain_like_lognormal_01,low,0.120,0.30,0.3,0.00,0.0455,0.4006666666666666666666666667,true,true
exp08_development_n32_chain_like_lognormal_01,high,0.120,0.70,0.7,0.00,0.10625,0.1717083333333333333333333333,true,true
exp08_development_n32_chain_like_lognormal_02,low,0.120,0.30,0.3,0.00,0.04589583333333333333333333333,0.3890833333333333333333333333,true,true
exp08_development_n32_chain_like_lognormal_02,high,0.120,0.70,0.7,0.00,0.1070833333333333333333333333,0.16675,true,true
exp08_development_n32_chain_like_lognormal_03,low,0.120,0.30,0.3,0.00,0.04425,0.450,true,true
exp08_development_n32_chain_like_lognormal_03,high,0.120,0.70,0.7,0.00,0.10325,0.192875,true,true
exp08_development_n32_chain_like_lognormal_04,low,0.120,0.30,0.3,0.00,0.04475,0.4293333333333333333333333333,true,true
exp08_development_n32_chain_like_lognormal_04,high,0.120,0.70,0.7,0.00,0.1044166666666666666666666667,0.184,true,true
exp08_development_n32_chain_like_lognormal_05,low,0.120,0.30,0.3,0.00,0.047,0.3584166666666666666666666667,true,true
exp08_development_n32_chain_like_lognormal_05,high,0.120,0.70,0.7,0.00,0.1096666666666666666666666667,0.153625,true,true
exp08_development_n32_chain_like_lognormal_06,low,0.120,0.30,0.3,0.00,0.04266666666666666666666666667,0.5345833333333333333333333333,true,true
exp08_development_n32_chain_like_lognormal_06,high,0.120,0.70,0.7,0.00,0.09964583333333333333333333333,0.229125,true,true
exp08_development_n32_chain_like_lognormal_07,low,0.120,0.30,0.3,0.00,0.04695833333333333333333333333,0.3593333333333333333333333333,true,true
exp08_development_n32_chain_like_lognormal_07,high,0.120,0.70,0.7,0.00,0.1095833333333333333333333333,0.154,true,true
exp08_development_n32_chain_like_lognormal_08,low,0.120,0.30,0.3,0.00,0.04666666666666666666666666667,0.3675,true,true
exp08_development_n32_chain_like_lognormal_08,high,0.120,0.70,0.7,0.00,0.1088333333333333333333333333,0.1575,true,true
exp08_development_n32_chain_like_lognormal_09,low,0.120,0.30,0.3,0.00,0.044625,0.434,true,true
exp08_development_n32_chain_like_lognormal_09,high,0.120,0.70,0.7,0.00,0.1041388888888888888888888889,0.186,true,true
exp08_development_n64_wide_layered_homogeneous_00,low,0.120,0.30,0.3,0.00,0.1053333333333333333333333333,0.17725,true,true
exp08_development_n64_wide_layered_homogeneous_00,high,0.120,0.70,0.7,0.00,0.04516666666666666666666666667,0.4135833333333333333333333333,true,true
exp08_development_n64_wide_layered_homogeneous_01,low,0.120,0.30,0.3,0.00,0.1053333333333333333333333333,0.17725,true,true
exp08_development_n64_wide_layered_homogeneous_01,high,0.120,0.70,0.7,0.00,0.04516666666666666666666666667,0.4135833333333333333333333333,true,true
exp08_development_n64_wide_layered_homogeneous_02,low,0.120,0.30,0.3,0.00,0.1053333333333333333333333333,0.17725,true,true
exp08_development_n64_wide_layered_homogeneous_02,high,0.120,0.70,0.7,0.00,0.04516666666666666666666666667,0.4135833333333333333333333333,true,true
exp08_development_n64_wide_layered_homogeneous_03,low,0.120,0.30,0.3,0.00,0.1053333333333333333333333333,0.17725,true,true
exp08_development_n64_wide_layered_homogeneous_03,high,0.120,0.70,0.7,0.00,0.04516666666666666666666666667,0.4135833333333333333333333333,true,true
exp08_development_n64_wide_layered_homogeneous_04,low,0.120,0.30,0.3,0.00,0.1053333333333333333333333333,0.17725,true,true
exp08_development_n64_wide_layered_homogeneous_04,high,0.120,0.70,0.7,0.00,0.04516666666666666666666666667,0.4135833333333333333333333333,true,true
exp08_development_n64_wide_layered_homogeneous_05,low,0.120,0.30,0.3,0.00,0.1053333333333333333333333333,0.17725,true,true
exp08_development_n64_wide_layered_homogeneous_05,high,0.120,0.70,0.7,0.00,0.04516666666666666666666666667,0.4135833333333333333333333333,true,true
exp08_development_n64_wide_layered_homogeneous_06,low,0.120,0.30,0.3,0.00,0.1053333333333333333333333333,0.17725,true,true
exp08_development_n64_wide_layered_homogeneous_06,high,0.120,0.70,0.7,0.00,0.04516666666666666666666666667,0.4135833333333333333333333333,true,true
exp08_development_n64_wide_layered_homogeneous_07,low,0.120,0.30,0.3,0.00,0.1053333333333333333333333333,0.17725,true,true
exp08_development_n64_wide_layered_homogeneous_07,high,0.120,0.70,0.7,0.00,0.04516666666666666666666666667,0.4135833333333333333333333333,true,true
exp08_development_n64_wide_layered_homogeneous_08,low,0.120,0.30,0.3,0.00,0.1053333333333333333333333333,0.17725,true,true
exp08_development_n64_wide_layered_homogeneous_08,high,0.120,0.70,0.7,0.00,0.04516666666666666666666666667,0.4135833333333333333333333333,true,true
exp08_development_n64_wide_layered_homogeneous_09,low,0.120,0.30,0.3,0.00,0.1053333333333333333333333333,0.17725,true,true
exp08_development_n64_wide_layered_homogeneous_09,high,0.120,0.70,0.7,0.00,0.04516666666666666666666666667,0.4135833333333333333333333333,true,true
exp08_development_n64_wide_layered_lognormal_00,low,0.120,0.30,0.3,0.00,0.118375,0.1239166666666666666666666667,true,true
exp08_development_n64_wide_layered_lognormal_00,high,0.120,0.70,0.7,0.00,0.05072222222222222222222222222,0.289125,true,true
exp08_development_n64_wide_layered_lognormal_01,low,0.120,0.30,0.3,0.00,0.1165,0.129,true,true
exp08_development_n64_wide_layered_lognormal_01,high,0.120,0.70,0.7,0.00,0.04991666666666666666666666667,0.301,true,true
exp08_development_n64_wide_layered_lognormal_02,low,0.120,0.30,0.3,0.00,0.11725,0.1269166666666666666666666667,true,true
exp08_development_n64_wide_layered_lognormal_02,high,0.120,0.70,0.7,0.00,0.05025,0.2961111111111111111111111111,true,true
exp08_development_n64_wide_layered_lognormal_03,low,0.120,0.30,0.3,0.00,0.1166666666666666666666666667,0.1285,true,true
exp08_development_n64_wide_layered_lognormal_03,high,0.120,0.70,0.7,0.00,0.050,0.29975,true,true
exp08_development_n64_wide_layered_lognormal_04,low,0.120,0.30,0.3,0.00,0.1193333333333333333333333333,0.1215,true,true
exp08_development_n64_wide_layered_lognormal_04,high,0.120,0.70,0.7,0.00,0.05113888888888888888888888889,0.2835,true,true
exp08_development_n64_wide_layered_lognormal_05,low,0.120,0.30,0.3,0.00,0.1159166666666666666666666667,0.1307083333333333333333333333,true,true
exp08_development_n64_wide_layered_lognormal_05,high,0.120,0.70,0.7,0.00,0.04966666666666666666666666667,0.305,true,true
exp08_development_n64_wide_layered_lognormal_06,low,0.120,0.30,0.3,0.00,0.1171388888888888888888888889,0.1272083333333333333333333333,true,true
exp08_development_n64_wide_layered_lognormal_06,high,0.120,0.70,0.7,0.00,0.05016666666666666666666666667,0.2968125,true,true
exp08_development_n64_wide_layered_lognormal_07,low,0.120,0.30,0.3,0.00,0.1179166666666666666666666667,0.1251666666666666666666666667,true,true
exp08_development_n64_wide_layered_lognormal_07,high,0.120,0.70,0.7,0.00,0.0505,0.292,true,true
exp08_development_n64_wide_layered_lognormal_08,low,0.120,0.30,0.3,0.00,0.1140416666666666666666666667,0.136625,true,true
exp08_development_n64_wide_layered_lognormal_08,high,0.120,0.70,0.7,0.00,0.04883333333333333333333333333,0.3187916666666666666666666667,true,true
exp08_development_n64_wide_layered_lognormal_09,low,0.120,0.30,0.3,0.00,0.1159166666666666666666666667,0.1307083333333333333333333333,true,true
exp08_development_n64_wide_layered_lognormal_09,high,0.120,0.70,0.7,0.00,0.04966666666666666666666666667,0.305,true,true
exp08_development_n64_mixed_homogeneous_00,low,0.120,0.30,0.3,0.00,0.07941666666666666666666666667,0.1536666666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_00,high,0.120,0.70,0.7,0.00,0.06575,0.1854166666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_01,low,0.120,0.30,0.3,0.00,0.07941666666666666666666666667,0.1536666666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_01,high,0.120,0.70,0.7,0.00,0.06575,0.1854166666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_02,low,0.120,0.30,0.3,0.00,0.07941666666666666666666666667,0.1536666666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_02,high,0.120,0.70,0.7,0.00,0.06575,0.1854166666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_03,low,0.120,0.30,0.3,0.00,0.07941666666666666666666666667,0.1536666666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_03,high,0.120,0.70,0.7,0.00,0.06575,0.1854166666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_04,low,0.120,0.30,0.3,0.00,0.07941666666666666666666666667,0.1536666666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_04,high,0.120,0.70,0.7,0.00,0.06575,0.1854166666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_05,low,0.120,0.30,0.3,0.00,0.07941666666666666666666666667,0.1536666666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_05,high,0.120,0.70,0.7,0.00,0.06575,0.1854166666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_06,low,0.120,0.30,0.3,0.00,0.07941666666666666666666666667,0.1536666666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_06,high,0.120,0.70,0.7,0.00,0.06575,0.1854166666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_07,low,0.120,0.30,0.3,0.00,0.07941666666666666666666666667,0.1536666666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_07,high,0.120,0.70,0.7,0.00,0.06575,0.1854166666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_08,low,0.120,0.30,0.3,0.00,0.07941666666666666666666666667,0.1536666666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_08,high,0.120,0.70,0.7,0.00,0.06575,0.1854166666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_09,low,0.120,0.30,0.3,0.00,0.07941666666666666666666666667,0.1536666666666666666666666667,true,true
exp08_development_n64_mixed_homogeneous_09,high,0.120,0.70,0.7,0.00,0.06575,0.1854166666666666666666666667,true,true
exp08_development_n64_mixed_lognormal_00,low,0.120,0.30,0.3,0.00,0.06902777777777777777777777778,0.1755416666666666666666666667,true,true
exp08_development_n64_mixed_lognormal_00,high,0.120,0.70,0.7,0.00,0.07520833333333333333333333333,0.1611111111111111111111111111,true,true
exp08_development_n64_mixed_lognormal_01,low,0.120,0.30,0.3,0.00,0.07416666666666666666666666667,0.1631666666666666666666666667,true,true
exp08_development_n64_mixed_lognormal_01,high,0.120,0.70,0.7,0.00,0.06989583333333333333333333333,0.1731833333333333333333333333,true,true
exp08_development_n64_mixed_lognormal_02,low,0.120,0.30,0.3,0.00,0.06358333333333333333333333333,0.1935,true,true
exp08_development_n64_mixed_lognormal_02,high,0.120,0.70,0.7,0.00,0.08288888888888888888888888889,0.1485,true,true
exp08_development_n64_mixed_lognormal_03,low,0.120,0.30,0.3,0.00,0.06641666666666666666666666667,0.1834166666666666666666666667,true,true
exp08_development_n64_mixed_lognormal_03,high,0.120,0.70,0.7,0.00,0.07858333333333333333333333333,0.155,true,true
exp08_development_n64_mixed_lognormal_04,low,0.120,0.30,0.3,0.00,0.06425,0.1909166666666666666666666667,true,true
exp08_development_n64_mixed_lognormal_04,high,0.120,0.70,0.7,0.00,0.08179166666666666666666666667,0.150,true,true
exp08_development_n64_mixed_lognormal_05,low,0.120,0.30,0.3,0.00,0.06729166666666666666666666667,0.180625,true,true
exp08_development_n64_mixed_lognormal_05,high,0.120,0.70,0.7,0.00,0.077375,0.1570555555555555555555555556,true,true
exp08_development_n64_mixed_lognormal_06,low,0.120,0.30,0.3,0.00,0.06533333333333333333333333333,0.187,true,true
exp08_development_n64_mixed_lognormal_06,high,0.120,0.70,0.7,0.00,0.08008333333333333333333333333,0.1525416666666666666666666667,true,true
exp08_development_n64_mixed_lognormal_07,low,0.120,0.30,0.3,0.00,0.06816666666666666666666666667,0.1779583333333333333333333333,true,true
exp08_development_n64_mixed_lognormal_07,high,0.120,0.70,0.7,0.00,0.07625,0.159125,true,true
exp08_development_n64_mixed_lognormal_08,low,0.120,0.30,0.3,0.00,0.06758333333333333333333333333,0.1796666666666666666666666667,true,true
exp08_development_n64_mixed_lognormal_08,high,0.120,0.70,0.7,0.00,0.07695833333333333333333333333,0.1577916666666666666666666667,true,true
exp08_development_n64_mixed_lognormal_09,low,0.120,0.30,0.3,0.00,0.06625,0.1838333333333333333333333333,true,true
exp08_development_n64_mixed_lognormal_09,high,0.120,0.70,0.7,0.00,0.07875,0.1547083333333333333333333333,true,true
exp08_development_n64_chain_like_homogeneous_00,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n64_chain_like_homogeneous_00,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n64_chain_like_homogeneous_01,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n64_chain_like_homogeneous_01,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n64_chain_like_homogeneous_02,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n64_chain_like_homogeneous_02,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n64_chain_like_homogeneous_03,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n64_chain_like_homogeneous_03,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n64_chain_like_homogeneous_04,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n64_chain_like_homogeneous_04,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n64_chain_like_homogeneous_05,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n64_chain_like_homogeneous_05,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n64_chain_like_homogeneous_06,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n64_chain_like_homogeneous_06,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n64_chain_like_homogeneous_07,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n64_chain_like_homogeneous_07,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n64_chain_like_homogeneous_08,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n64_chain_like_homogeneous_08,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n64_chain_like_homogeneous_09,low,0.120,0.30,0.3,0.00,0.048,0.336,true,true
exp08_development_n64_chain_like_homogeneous_09,high,0.120,0.70,0.7,0.00,0.112,0.144,true,true
exp08_development_n64_chain_like_lognormal_00,low,0.120,0.30,0.3,0.00,0.046,0.3859166666666666666666666667,true,true
exp08_development_n64_chain_like_lognormal_00,high,0.120,0.70,0.7,0.00,0.1073333333333333333333333333,0.1654166666666666666666666667,true,true
exp08_development_n64_chain_like_lognormal_01,low,0.120,0.30,0.3,0.00,0.046,0.3864166666666666666666666667,true,true
exp08_development_n64_chain_like_lognormal_01,high,0.120,0.70,0.7,0.00,0.1073333333333333333333333333,0.165625,true,true
exp08_development_n64_chain_like_lognormal_02,low,0.120,0.30,0.3,0.00,0.0445,0.4394166666666666666666666667,true,true
exp08_development_n64_chain_like_lognormal_02,high,0.120,0.70,0.7,0.00,0.1038333333333333333333333333,0.1883333333333333333333333333,true,true
exp08_development_n64_chain_like_lognormal_03,low,0.120,0.30,0.3,0.00,0.04433333333333333333333333333,0.445875,true,true
exp08_development_n64_chain_like_lognormal_03,high,0.120,0.70,0.7,0.00,0.1035,0.1910833333333333333333333333,true,true
exp08_development_n64_chain_like_lognormal_04,low,0.120,0.30,0.3,0.00,0.04391666666666666666666666667,0.4637083333333333333333333333,true,true
exp08_development_n64_chain_like_lognormal_04,high,0.120,0.70,0.7,0.00,0.1025833333333333333333333333,0.19875,true,true
exp08_development_n64_chain_like_lognormal_05,low,0.120,0.30,0.3,0.00,0.04566666666666666666666666667,0.3968333333333333333333333333,true,true
exp08_development_n64_chain_like_lognormal_05,high,0.120,0.70,0.7,0.00,0.1065416666666666666666666667,0.1700833333333333333333333333,true,true
