experiment_id,stream,namespace,dag_id,cell_id,task_count,topology_family,weight_type,target_rho_l_bin,observation_index,attempt,raw_seed,accepted,reason,rho_l,longest_path_count,rho_h_low,rho_h_high
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_02,n8_mixed_lognormal,8,mixed,lognormal,medium,2,0,16081932079488885078,true,accepted_all_structural_and_allocator_checks,0.5,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_03,n8_mixed_lognormal,8,mixed,lognormal,medium,3,0,8525096700530711205,false,rho_l_outside_target_bin,0.7777777777777777777777777778,1,,
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_03,n8_mixed_lognormal,8,mixed,lognormal,medium,3,1,13807832589214129371,true,accepted_all_structural_and_allocator_checks,0.5555555555555555555555555556,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_04,n8_mixed_lognormal,8,mixed,lognormal,medium,4,0,6210123594186349050,false,rho_l_outside_target_bin,0.625,2,,
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_04,n8_mixed_lognormal,8,mixed,lognormal,medium,4,1,16730600645408066043,true,accepted_all_structural_and_allocator_checks,0.5714285714285714285714285714,2,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_05,n8_mixed_lognormal,8,mixed,lognormal,medium,5,0,15944478877620279905,false,rho_l_outside_target_bin,0.6086956521739130434782608696,1,,
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_05,n8_mixed_lognormal,8,mixed,lognormal,medium,5,1,14798454247445441236,false,rho_l_outside_target_bin,0.6111111111111111111111111111,1,,
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_05,n8_mixed_lognormal,8,mixed,lognormal,medium,5,2,224873315816080321,false,rho_l_outside_target_bin,0.68,1,,
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_05,n8_mixed_lognormal,8,mixed,lognormal,medium,5,3,1308676871831966353,false,rho_l_outside_target_bin,0.6666666666666666666666666667,1,,
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_05,n8_mixed_lognormal,8,mixed,lognormal,medium,5,4,15123517192358557673,false,rho_l_outside_target_bin,0.7058823529411764705882352941,1,,
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_05,n8_mixed_lognormal,8,mixed,lognormal,medium,5,5,8744123860844565020,false,rho_l_outside_target_bin,0.6111111111111111111111111111,1,,
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_05,n8_mixed_lognormal,8,mixed,lognormal,medium,5,6,13573300830393658564,false,rho_l_outside_target_bin,0.6,1,,
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_05,n8_mixed_lognormal,8,mixed,lognormal,medium,5,7,10524546991614976545,true,accepted_all_structural_and_allocator_checks,0.5882352941176470588235294118,2,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_06,n8_mixed_lognormal,8,mixed,lognormal,medium,6,0,14476619058624966154,false,rho_l_outside_target_bin,0.6,1,,
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_06,n8_mixed_lognormal,8,mixed,lognormal,medium,6,1,16379216521400931660,false,rho_l_outside_target_bin,0.6538461538461538461538461538,1,,
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_06,n8_mixed_lognormal,8,mixed,lognormal,medium,6,2,10183651641230216620,true,accepted_all_structural_and_allocator_checks,0.5238095238095238095238095238,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_07,n8_mixed_lognormal,8,mixed,lognormal,medium,7,0,7205474305872875195,true,accepted_all_structural_and_allocator_checks,0.5625,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_08,n8_mixed_lognormal,8,mixed,lognormal,medium,8,0,2714947435473021489,true,accepted_all_structural_and_allocator_checks,0.5789473684210526315789473684,3,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_mixed_lognormal_09,n8_mixed_lognormal,8,mixed,lognormal,medium,9,0,7938070307976812967,true,accepted_all_structural_and_allocator_checks,0.5,2,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_homogeneous_00,n8_chain_like_homogeneous,8,chain_like,homogeneous,high,0,0,5639462065765306986,true,accepted_all_structural_and_allocator_checks,0.75,3,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_homogeneous_01,n8_chain_like_homogeneous,8,chain_like,homogeneous,high,1,0,14761790222540108989,true,accepted_all_structural_and_allocator_checks,0.75,2,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_homogeneous_02,n8_chain_like_homogeneous,8,chain_like,homogeneous,high,2,0,8270906502198142684,true,accepted_all_structural_and_allocator_checks,0.75,2,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_homogeneous_03,n8_chain_like_homogeneous,8,chain_like,homogeneous,high,3,0,9025520170199067094,true,accepted_all_structural_and_allocator_checks,0.75,2,0.3,0.7
