experiment_id,block,dag_id,cell_id,task_count,topology_family,weight_type,path_multiplicity,longest_path_count,observation_index,raw_seed,allocation,actual_rho_h_p0,phase_profile,P,C,gamma,H,W4,L4,B4,active_branches,critical_path,reference_path,reference_path_length,policy_makespan,policy_queue,policy_blocked_any
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_13,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,13,5582676014110116177,high,0.7,io,4,1,1,20.160,168.000,132.000,132.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t05->t06->t07->t08,132.000,133.008,3.940,3.940
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_13,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,13,5582676014110116177,low,0.3,io,8,1,1,20.160,168.000,132.000,132.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t05->t06->t07->t08,132.000,137.254,5.804,5.804
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_13,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,13,5582676014110116177,high,0.7,io,8,1,1,20.160,168.000,132.000,132.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t05->t06->t07->t08,132.000,133.008,3.940,3.940
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_13,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,13,5582676014110116177,low,0.3,equal_alternating,1,1,1,20.160,168.000,132.000,168.000,work,t01->t02->t05->t06->t07->t08,t01->t02->t05->t06->t07->t08,132.000,168.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_13,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,13,5582676014110116177,high,0.7,equal_alternating,1,1,1,20.160,168.000,132.000,168.000,work,t01->t02->t05->t06->t07->t08,t01->t02->t05->t06->t07->t08,132.000,168.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_13,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,13,5582676014110116177,low,0.3,equal_alternating,4,1,1,20.160,168.000,132.000,132.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t05->t06->t07->t08,132.000,134.628,3.099,3.099
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_13,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,13,5582676014110116177,high,0.7,equal_alternating,4,1,1,20.160,168.000,132.000,132.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t05->t06->t07->t08,132.000,132.504,2.337,2.337
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_13,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,13,5582676014110116177,low,0.3,equal_alternating,8,1,1,20.160,168.000,132.000,132.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t05->t06->t07->t08,132.000,134.628,3.099,3.099
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_13,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,13,5582676014110116177,high,0.7,equal_alternating,8,1,1,20.160,168.000,132.000,132.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t05->t06->t07->t08,132.000,132.504,2.337,2.337
EXP-08,C,exp08_confirmatory_n8_chain_like_lognormal_13,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,13,5582676014110116177,low,0.3,io,4,1,1.3,20.160,174.0480,133.8144,133.8144,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t05->t06->t07->t08,133.8144,,,
EXP-08,C,exp08_confirmatory_n8_chain_like_lognormal_13,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,13,5582676014110116177,high,0.7,io,4,1,1.3,20.160,174.0480,136.2336,136.2336,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t05->t06->t07->t08,136.2336,,,
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,low,0.3,io,1,1,1,23.040,192.000,144.000,192.000,work,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,144.000,192.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,high,0.7,io,1,1,1,23.040,192.000,144.000,192.000,work,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,144.000,192.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,low,0.3,io,4,1,1,23.040,192.000,144.000,144.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,144.000,148.608,4.608,4.608
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,high,0.7,io,4,1,1,23.040,192.000,144.000,144.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,144.000,147.072,3.072,3.072
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,low,0.3,io,8,1,1,23.040,192.000,144.000,144.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,144.000,148.608,4.608,4.608
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,high,0.7,io,8,1,1,23.040,192.000,144.000,144.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,144.000,147.072,3.072,3.072
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,low,0.3,equal_alternating,1,1,1,23.040,192.000,144.000,192.000,work,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,144.000,192.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,high,0.7,equal_alternating,1,1,1,23.040,192.000,144.000,192.000,work,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,144.000,192.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,low,0.3,equal_alternating,4,1,1,23.040,192.000,144.000,144.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,144.000,146.304,2.304,2.304
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,high,0.7,equal_alternating,4,1,1,23.040,192.000,144.000,144.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,144.000,145.536,1.536,1.536
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,low,0.3,equal_alternating,8,1,1,23.040,192.000,144.000,144.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,144.000,146.304,2.304,2.304
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,high,0.7,equal_alternating,8,1,1,23.040,192.000,144.000,144.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,144.000,145.536,1.536,1.536
EXP-08,C,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,low,0.3,io,4,1,1.3,23.040,198.9120,150.2208,150.2208,critical_path,t01->t02->t04->t06->t07->t08,t01->t03->t05->t06->t07->t08,146.0736,,,
EXP-08,C,exp08_confirmatory_n8_chain_like_lognormal_14,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,14,8252104377885368717,high,0.7,io,4,1,1.3,23.040,198.9120,149.2992,149.2992,critical_path,t01->t02->t04->t06->t07->t08,t01->t03->t05->t06->t07->t08,148.8384,,,
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,low,0.3,io,1,1,1,28.800,240.000,204.000,240.000,work,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,204.000,240.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,high,0.7,io,1,1,1,28.800,240.000,204.000,240.000,work,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,204.000,240.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,low,0.3,io,4,1,1,28.800,240.000,204.000,204.000,critical_path,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,204.000,208.376,5.392,5.392
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,high,0.7,io,4,1,1,28.800,240.000,204.000,204.000,critical_path,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,204.000,207.812,6.184,6.184
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,low,0.3,io,8,1,1,28.800,240.000,204.000,204.000,critical_path,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,204.000,208.376,5.392,5.392
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,high,0.7,io,8,1,1,28.800,240.000,204.000,204.000,critical_path,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,204.000,207.812,6.184,6.184
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,low,0.3,equal_alternating,1,1,1,28.800,240.000,204.000,240.000,work,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,204.000,240.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,high,0.7,equal_alternating,1,1,1,28.800,240.000,204.000,240.000,work,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,204.000,240.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,low,0.3,equal_alternating,4,1,1,28.800,240.000,204.000,204.000,critical_path,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,204.000,206.579,3.008,3.008
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,high,0.7,equal_alternating,4,1,1,28.800,240.000,204.000,204.000,critical_path,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,204.000,205.440,2.315,2.315
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,low,0.3,equal_alternating,8,1,1,28.800,240.000,204.000,204.000,critical_path,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,204.000,206.579,3.008,3.008
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,high,0.7,equal_alternating,8,1,1,28.800,240.000,204.000,204.000,critical_path,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,204.000,205.440,2.315,2.315
EXP-08,C,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,low,0.3,io,4,1,1.3,28.800,248.6400,210.3192,210.3192,critical_path,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,206.5920,,,
EXP-08,C,exp08_confirmatory_n8_chain_like_lognormal_15,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,15,6612887952664596483,high,0.7,io,4,1,1.3,28.800,248.6400,211.0644,211.0644,critical_path,t01->t03->t04->t06->t07->t08,t01->t02->t04->t06->t07->t08,210.0480,,,
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,low,0.3,io,1,1,1,36.000,300.000,240.000,300.000,work,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,240.000,300.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,high,0.7,io,1,1,1,36.000,300.000,240.000,300.000,work,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,240.000,300.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,low,0.3,io,4,1,1,36.000,300.000,240.000,240.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,240.000,240.000,2.430,2.430
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,high,0.7,io,4,1,1,36.000,300.000,240.000,240.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,240.000,240.000,5.670,5.670
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,low,0.3,io,8,1,1,36.000,300.000,240.000,240.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,240.000,240.000,2.430,2.430
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,high,0.7,io,8,1,1,36.000,300.000,240.000,240.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,240.000,240.000,5.670,5.670
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,low,0.3,equal_alternating,1,1,1,36.000,300.000,240.000,300.000,work,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,240.000,300.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,high,0.7,equal_alternating,1,1,1,36.000,300.000,240.000,300.000,work,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,240.000,300.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,low,0.3,equal_alternating,4,1,1,36.000,300.000,240.000,240.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,240.000,243.015,4.230,4.230
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,high,0.7,equal_alternating,4,1,1,36.000,300.000,240.000,240.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,240.000,240.000,3.735,3.735
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,low,0.3,equal_alternating,8,1,1,36.000,300.000,240.000,240.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,240.000,243.015,4.230,4.230
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,high,0.7,equal_alternating,8,1,1,36.000,300.000,240.000,240.000,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,240.000,240.000,3.735,3.735
EXP-08,C,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,low,0.3,io,4,1,1.3,36.000,310.8000,243.2400,243.2400,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,243.2400,,,
EXP-08,C,exp08_confirmatory_n8_chain_like_lognormal_16,n8_chain_like_lognormal,8,chain_like,lognormal,unique,1,16,3945305051735467792,high,0.7,io,4,1,1.3,36.000,310.8000,247.5600,247.5600,critical_path,t01->t03->t05->t06->t07->t08,t01->t03->t05->t06->t07->t08,247.5600,,,
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,low,0.3,io,1,1,1,25.920,216.000,180.000,216.000,work,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,180.000,216.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,high,0.7,io,1,1,1,25.920,216.000,180.000,216.000,work,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,180.000,216.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,low,0.3,io,4,1,1,25.920,216.000,180.000,180.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,180.000,180.519,2.074,2.074
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,high,0.7,io,4,1,1,25.920,216.000,180.000,180.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,180.000,181.210,4.839,4.839
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,low,0.3,io,8,1,1,25.920,216.000,180.000,180.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,180.000,180.519,2.074,2.074
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,high,0.7,io,8,1,1,25.920,216.000,180.000,180.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,180.000,181.210,4.839,4.839
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,low,0.3,equal_alternating,1,1,1,25.920,216.000,180.000,216.000,work,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,180.000,216.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,high,0.7,equal_alternating,1,1,1,25.920,216.000,180.000,216.000,work,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,180.000,216.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,low,0.3,equal_alternating,4,1,1,25.920,216.000,180.000,180.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,180.000,181.181,1.958,1.958
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,high,0.7,equal_alternating,4,1,1,25.920,216.000,180.000,180.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,180.000,180.648,2.160,2.160
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,low,0.3,equal_alternating,8,1,1,25.920,216.000,180.000,180.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,180.000,181.181,1.958,1.958
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,high,0.7,equal_alternating,8,1,1,25.920,216.000,180.000,180.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,180.000,180.648,2.160,2.160
EXP-08,C,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,low,0.3,io,4,1,1.3,25.920,223.7760,183.9915,183.9915,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,182.3328,,,
EXP-08,C,exp08_confirmatory_n8_chain_like_lognormal_17,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,17,3074656468855769240,high,0.7,io,4,1,1.3,25.920,223.7760,185.8578,185.8578,critical_path,t01->t02->t05->t06->t07->t08,t01->t02->t04->t06->t07->t08,185.4432,,,
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,low,0.3,io,1,1,1,17.280,144.000,108.000,144.000,work,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,108.000,144.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,high,0.7,io,1,1,1,17.280,144.000,108.000,144.000,work,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,108.000,144.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,low,0.3,io,4,1,1,17.280,144.000,108.000,108.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,108.000,112.032,4.032,4.032
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,high,0.7,io,4,1,1,17.280,144.000,108.000,108.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,108.000,110.208,2.208,2.208
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,low,0.3,io,8,1,1,17.280,144.000,108.000,108.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,108.000,112.032,4.032,4.032
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,high,0.7,io,8,1,1,17.280,144.000,108.000,108.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,108.000,110.208,2.208,2.208
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,low,0.3,equal_alternating,1,1,1,17.280,144.000,108.000,144.000,work,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,108.000,144.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,high,0.7,equal_alternating,1,1,1,17.280,144.000,108.000,144.000,work,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,108.000,144.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,low,0.3,equal_alternating,4,1,1,17.280,144.000,108.000,108.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,108.000,110.016,2.016,2.016
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,high,0.7,equal_alternating,4,1,1,17.280,144.000,108.000,108.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,108.000,109.104,1.104,1.104
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,low,0.3,equal_alternating,8,1,1,17.280,144.000,108.000,108.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,108.000,110.016,2.016,2.016
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,high,0.7,equal_alternating,8,1,1,17.280,144.000,108.000,108.000,critical_path,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,108.000,109.104,1.104,1.104
EXP-08,C,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,low,0.3,io,4,1,1.3,17.280,149.1840,112.6656,112.6656,critical_path,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,109.5552,,,
EXP-08,C,exp08_confirmatory_n8_chain_like_lognormal_18,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,18,10654672125473044400,high,0.7,io,4,1,1.3,17.280,149.1840,111.9744,111.9744,critical_path,t01->t02->t05->t06->t07->t08,t01->t03->t04->t06->t07->t08,111.6288,,,
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_19,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,19,10466630520885840321,low,0.3,io,1,1,1,24.480,204.000,168.000,204.000,work,t01->t03->t04->t06->t07->t08,t01->t03->t04->t06->t07->t08,168.000,204.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_19,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,19,10466630520885840321,high,0.7,io,1,1,1,24.480,204.000,168.000,204.000,work,t01->t03->t04->t06->t07->t08,t01->t03->t04->t06->t07->t08,168.000,204.000,0,0
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_19,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,19,10466630520885840321,low,0.3,io,4,1,1,24.480,204.000,168.000,168.000,critical_path,t01->t03->t04->t06->t07->t08,t01->t03->t04->t06->t07->t08,168.000,173.712,5.712,5.712
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_19,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,19,10466630520885840321,high,0.7,io,4,1,1,24.480,204.000,168.000,168.000,critical_path,t01->t03->t04->t06->t07->t08,t01->t03->t04->t06->t07->t08,168.000,170.448,2.448,2.448
EXP-08,AB,exp08_confirmatory_n8_chain_like_lognormal_19,n8_chain_like_lognormal,8,chain_like,lognormal,tied,2,19,10466630520885840321,low,0.3,io,8,1,1,24.480,204.000,168.000,168.000,critical_path,t01->t03->t04->t06->t07->t08,t01->t03->t04->t06->t07->t08,168.000,173.712,5.712,5.712
