experiment_id,scenario_id,semantic_sha256,P,m,overhead_rate,lambda_h,alias_count,aliases,policy_id,task_count,total_overhead,human_overhead,agent_overhead,useful_W4,useful_H,W4,H,L4,W4_over_P,gamma_H,B4,active_branches,critical_path,solver_status,T_star,incumbent_makespan,solver_best_bound,solver_gap,solver_wall_time_seconds,incumbent_gap_to_B4,exact_critical_chain,baseline_gap_to_optimum,exact_makespan,exact_queue,exact_blocked_any,exact_full_agent_stop,exact_maximum_queue_length,baseline_makespan,baseline_queue,baseline_blocked_any,baseline_full_agent_stop,baseline_maximum_queue_length,canonical_scenario_id,analysis_overhead_rate,analysis_lambda_h,decomposition_gain_at_P,decomposition_gain_at_P1,interaction_contrast
EXP-05,exp05_p01_m06_ro000_lh00,c627f4ab36ca3169e0c8681cd7d34262d481f3e0a092884d3f1b3949a046e379,1,6,0,0,2,"P=1,m=6,r_o=0,lambda_h=0;P=1,m=6,r_o=0,lambda_h=0.5",bottom_level_fcfs_v1,10,0,0,0,60.00,15.00,60.00,15.00,30.00,60.00,15.00,60.00,work,t02->t03,OPTIMAL,60.00000,60.00000,60.000000,0.0,0.002094,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [human] t01.human_1 -> [task] t01.agent_1 -> [task] t01.human_2 -> [precedence] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2 -> [human] t04_part_04.specification -> [task] t04_part_04.implementation -> [agent] t04_part_05.specification -> [task] t04_part_05.implementation -> [agent] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [agent] t04_part_06.specification -> [task] t04_part_06.implementation -> [agent] t04_part_03.specification -> [task] t04_part_03.implementation -> [precedence] t04_join.acceptance,0.00000,60.00000,0,0,15.00000,0,60.00,0,0,15.00,0,exp05_p01_m06_ro000_lh00,0,shared,0.00000,0.00000,0.00000
EXP-05,exp05_p01_m06_ro050_lh00,656b77f35becc2d7bf84969ca762e22375667968e703a9e361775ea75d243e72,1,6,0.05,0,1,"P=1,m=6,r_o=0.05,lambda_h=0",bottom_level_fcfs_v1,10,6.00,0.00,6.00,60.00,15.00,66.00,15.00,30.00,66.00,15.00,66.00,work,t02->t03,OPTIMAL,66.00000,66.00000,66.000000,0.0,0.001761,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [human] t01.human_1 -> [task] t01.agent_1 -> [task] t01.human_2 -> [precedence] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2 -> [human] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_04.specification -> [task] t04_part_04.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [agent] t04_part_03.specification -> [task] t04_part_03.implementation -> [agent] t04_part_05.specification -> [task] t04_part_05.implementation -> [agent] t04_part_06.specification -> [task] t04_part_06.implementation -> [precedence] t04_join.integration -> [task] t04_join.acceptance,0.00000,66.00000,0,0,15.00000,0,66.00,0,0,15.00,0,exp05_p01_m06_ro050_lh00,0.05,0,-6.00000,-6.00000,0.00000
EXP-05,exp05_p01_m06_ro050_lh05,9caa9c19c25df48ba619ff2762e47ff9869fe1feeddbaa729792078ec7cfb35e,1,6,0.05,0.5,1,"P=1,m=6,r_o=0.05,lambda_h=0.5",bottom_level_fcfs_v1,10,6.00,3.000,3.000,60.00,15.00,66.000,18.000,30.00,66.000,18.000,66.000,work,t02->t03,OPTIMAL,66.00000,66.00000,66.000000,0.0,0.001661,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [human] t01.human_1 -> [task] t01.agent_1 -> [task] t01.human_2 -> [precedence] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2 -> [human] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_04.specification -> [task] t04_part_04.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [agent] t04_part_03.specification -> [task] t04_part_03.implementation -> [agent] t04_part_05.specification -> [task] t04_part_05.implementation -> [agent] t04_part_06.specification -> [task] t04_part_06.implementation -> [precedence] t04_join.integration -> [task] t04_join.acceptance,0.00000,66.00000,0,0,18.00000,0,66.000,0,0,18.000,0,exp05_p01_m06_ro050_lh05,0.05,0.5,-6.00000,-6.00000,0.00000
EXP-05,exp05_p01_m06_ro100_lh00,408635e19666ed212f209b088c42983361852948e6b0ef977f366134c943ee6e,1,6,0.10,0,1,"P=1,m=6,r_o=0.10,lambda_h=0",bottom_level_fcfs_v1,10,12.00,0.00,12.00,60.00,15.00,72.00,15.00,30.00,72.00,15.00,72.00,work,t02->t03,OPTIMAL,72.00000,72.00000,72.000000,0.0,0.001663,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [human] t01.human_1 -> [task] t01.agent_1 -> [task] t01.human_2 -> [precedence] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2 -> [human] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_04.specification -> [task] t04_part_04.implementation -> [agent] t04_part_05.specification -> [task] t04_part_05.implementation -> [agent] t04_part_06.specification -> [task] t04_part_06.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [agent] t04_part_03.specification -> [task] t04_part_03.implementation -> [precedence] t04_join.integration -> [task] t04_join.acceptance,0.00000,72.00000,0,0,15.00000,0,72.00,0,0,15.00,0,exp05_p01_m06_ro100_lh00,0.10,0,-12.00000,-12.00000,0.00000
EXP-05,exp05_p01_m06_ro100_lh05,1409a4c321f649d07227d9b69ca2c3672e8a3d1e1f4fffe99b10c9365609a9dd,1,6,0.10,0.5,1,"P=1,m=6,r_o=0.10,lambda_h=0.5",bottom_level_fcfs_v1,10,12.00,6.000,6.000,60.00,15.00,72.000,21.000,30.00,72.000,21.000,72.000,work,t02->t03,OPTIMAL,72.00000,72.00000,72.000000,0.0,0.001776,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [human] t01.human_1 -> [task] t01.agent_1 -> [task] t01.human_2 -> [precedence] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2 -> [human] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_04.specification -> [task] t04_part_04.implementation -> [agent] t04_part_05.specification -> [task] t04_part_05.implementation -> [agent] t04_part_06.specification -> [task] t04_part_06.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [agent] t04_part_03.specification -> [task] t04_part_03.implementation -> [precedence] t04_join.integration -> [task] t04_join.acceptance,0.00000,72.00000,0,0,21.00000,0,72.000,0,0,21.000,0,exp05_p01_m06_ro100_lh05,0.10,0.5,-12.00000,-12.00000,0.00000
EXP-05,exp05_p01_m08_ro000_lh00,f60573082c00cc34903d39a3aba3bb25b04309b70422ee4c8a0947551e7793bd,1,8,0,0,2,"P=1,m=8,r_o=0,lambda_h=0;P=1,m=8,r_o=0,lambda_h=0.5",bottom_level_fcfs_v1,12,0,0,0,60.000,15.000,60.000,15.000,30.00,60.000,15.000,60.000,work,t02->t03,OPTIMAL,60.00000,60.00000,60.000000,0.0,0.002393,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [human] t01.human_1 -> [task] t01.agent_1 -> [task] t01.human_2 -> [precedence] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2 -> [human] t04_part_04.specification -> [task] t04_part_04.implementation -> [agent] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_08.specification -> [task] t04_part_08.implementation -> [agent] t04_part_07.specification -> [task] t04_part_07.implementation -> [agent] t04_part_06.specification -> [task] t04_part_06.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [agent] t04_part_03.specification -> [task] t04_part_03.implementation -> [agent] t04_part_05.specification -> [task] t04_part_05.implementation -> [precedence] t04_join.acceptance,0.00000,60.00000,0,0,15.00000,0,60.000,0,0,15.000,0,exp05_p01_m08_ro000_lh00,0,shared,0.00000,0.00000,0.00000
EXP-05,exp05_p01_m08_ro050_lh00,483251ad5d7829560a2acbfd294539ae0c1179f2257a158e07f27d9d5b9ade8e,1,8,0.05,0,1,"P=1,m=8,r_o=0.05,lambda_h=0",bottom_level_fcfs_v1,12,8.40,0.00,8.40,60.000,15.000,68.400,15.000,30.00,68.400,15.000,68.400,work,t02->t03,OPTIMAL,68.40000,68.40000,68.400000,0.0,0.002332,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [human] t01.human_1 -> [task] t01.agent_1 -> [task] t01.human_2 -> [precedence] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2 -> [human] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_08.specification -> [task] t04_part_08.implementation -> [agent] t04_part_07.specification -> [task] t04_part_07.implementation -> [agent] t04_part_06.specification -> [task] t04_part_06.implementation -> [agent] t04_part_04.specification -> [task] t04_part_04.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [agent] t04_part_03.specification -> [task] t04_part_03.implementation -> [agent] t04_part_05.specification -> [task] t04_part_05.implementation -> [precedence] t04_join.integration -> [task] t04_join.acceptance,0.00000,68.40000,0,0,15.00000,0,68.400,0,0,15.000,0,exp05_p01_m08_ro050_lh00,0.05,0,-8.40000,-8.40000,0.00000
EXP-05,exp05_p01_m08_ro050_lh05,1ed728348073b3da892da8ee93407f7f5451018c2c65e2ae567cbde11bf75fa2,1,8,0.05,0.5,1,"P=1,m=8,r_o=0.05,lambda_h=0.5",bottom_level_fcfs_v1,12,8.40,4.200,4.200,60.000,15.000,68.4000,19.2000,30.00,68.4000,19.2000,68.4000,work,t02->t03,OPTIMAL,68.40000,68.40000,68.400000,0.0,0.002078,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [human] t01.human_1 -> [task] t01.agent_1 -> [task] t01.human_2 -> [precedence] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2 -> [human] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_08.specification -> [task] t04_part_08.implementation -> [agent] t04_part_07.specification -> [task] t04_part_07.implementation -> [agent] t04_part_06.specification -> [task] t04_part_06.implementation -> [agent] t04_part_04.specification -> [task] t04_part_04.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [agent] t04_part_03.specification -> [task] t04_part_03.implementation -> [agent] t04_part_05.specification -> [task] t04_part_05.implementation -> [precedence] t04_join.integration -> [task] t04_join.acceptance,0.00000,68.40000,0,0,19.20000,0,68.4000,0,0,19.2000,0,exp05_p01_m08_ro050_lh05,0.05,0.5,-8.40000,-8.40000,0.00000
EXP-05,exp05_p01_m08_ro100_lh00,8ed18dd43b6318d38f7dfa2e614f68191281e91427e15a3856cbda9562ca5224,1,8,0.10,0,1,"P=1,m=8,r_o=0.10,lambda_h=0",bottom_level_fcfs_v1,12,16.80,0.00,16.80,60.000,15.000,76.800,15.000,30.00,76.800,15.000,76.800,work,t02->t03,OPTIMAL,76.80000,76.80000,76.800000,0.0,0.001971,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [human] t01.human_1 -> [task] t01.agent_1 -> [task] t01.human_2 -> [precedence] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2 -> [human] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_08.specification -> [task] t04_part_08.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [agent] t04_part_05.specification -> [task] t04_part_05.implementation -> [agent] t04_part_07.specification -> [task] t04_part_07.implementation -> [agent] t04_part_03.specification -> [task] t04_part_03.implementation -> [agent] t04_part_04.specification -> [task] t04_part_04.implementation -> [agent] t04_part_06.specification -> [task] t04_part_06.implementation -> [precedence] t04_join.integration -> [task] t04_join.acceptance,0.00000,76.80000,0,0,15.00000,0,76.800,0,0,15.000,0,exp05_p01_m08_ro100_lh00,0.10,0,-16.80000,-16.80000,0.00000
EXP-05,exp05_p01_m08_ro100_lh05,7709c073ff35e0c2b0086827728a29fd349c0e44b399d71012c9cf6eb112b104,1,8,0.10,0.5,1,"P=1,m=8,r_o=0.10,lambda_h=0.5",bottom_level_fcfs_v1,12,16.80,8.400,8.400,60.000,15.000,76.800,23.400,30.00,76.800,23.400,76.800,work,t02->t03,OPTIMAL,76.80000,76.80000,76.800000,0.0,0.001964,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [human] t01.human_1 -> [task] t01.agent_1 -> [task] t01.human_2 -> [precedence] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2 -> [human] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_08.specification -> [task] t04_part_08.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [agent] t04_part_05.specification -> [task] t04_part_05.implementation -> [agent] t04_part_07.specification -> [task] t04_part_07.implementation -> [agent] t04_part_03.specification -> [task] t04_part_03.implementation -> [agent] t04_part_04.specification -> [task] t04_part_04.implementation -> [agent] t04_part_06.specification -> [task] t04_part_06.implementation -> [precedence] t04_join.integration -> [task] t04_join.acceptance,0.00000,76.80000,0,0,23.40000,0,76.800,0,0,23.400,0,exp05_p01_m08_ro100_lh05,0.10,0.5,-16.80000,-16.80000,0.00000
EXP-05,exp05_p02_m01_ro000_lh00,1a6518def7b28ba43ba202a1ac57cde8dd4066a20dd679549bf027be760d469e,2,1,0,0,6,"P=2,m=1,r_o=0,lambda_h=0;P=2,m=1,r_o=0,lambda_h=0.5;P=2,m=1,r_o=0.05,lambda_h=0;P=2,m=1,r_o=0.05,lambda_h=0.5;P=2,m=1,r_o=0.10,lambda_h=0;P=2,m=1,r_o=0.10,lambda_h=0.5",bottom_level_fcfs_v1,5,0,0,0,60.00,15.00,60.00,15.00,36.00,30.00,15.00,36.00,critical_path,t02->t04_part_01->t04_join,OPTIMAL,36.00000,36.00000,36.000000,0.0,0.001661,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [precedence] t04_join.acceptance,0.00000,36.00000,0,0,0,0,36.00,4.50,4.50,4.50,1,exp05_p02_m01_ro000_lh00,0,shared,0.00000,0.00000,0.00000
EXP-05,exp05_p02_m01_ro000_lh00,1a6518def7b28ba43ba202a1ac57cde8dd4066a20dd679549bf027be760d469e,2,1,0.05,0,6,"P=2,m=1,r_o=0,lambda_h=0;P=2,m=1,r_o=0,lambda_h=0.5;P=2,m=1,r_o=0.05,lambda_h=0;P=2,m=1,r_o=0.05,lambda_h=0.5;P=2,m=1,r_o=0.10,lambda_h=0;P=2,m=1,r_o=0.10,lambda_h=0.5",bottom_level_fcfs_v1,5,0,0,0,60.00,15.00,60.00,15.00,36.00,30.00,15.00,36.00,critical_path,t02->t04_part_01->t04_join,OPTIMAL,36.00000,36.00000,36.000000,0.0,0.001661,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [precedence] t04_join.acceptance,0.00000,36.00000,0,0,0,0,36.00,4.50,4.50,4.50,1,exp05_p02_m01_ro000_lh00,0.05,0,0.00000,0.00000,0.00000
EXP-05,exp05_p02_m01_ro000_lh00,1a6518def7b28ba43ba202a1ac57cde8dd4066a20dd679549bf027be760d469e,2,1,0.05,0.5,6,"P=2,m=1,r_o=0,lambda_h=0;P=2,m=1,r_o=0,lambda_h=0.5;P=2,m=1,r_o=0.05,lambda_h=0;P=2,m=1,r_o=0.05,lambda_h=0.5;P=2,m=1,r_o=0.10,lambda_h=0;P=2,m=1,r_o=0.10,lambda_h=0.5",bottom_level_fcfs_v1,5,0,0,0,60.00,15.00,60.00,15.00,36.00,30.00,15.00,36.00,critical_path,t02->t04_part_01->t04_join,OPTIMAL,36.00000,36.00000,36.000000,0.0,0.001661,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [precedence] t04_join.acceptance,0.00000,36.00000,0,0,0,0,36.00,4.50,4.50,4.50,1,exp05_p02_m01_ro000_lh00,0.05,0.5,0.00000,0.00000,0.00000
EXP-05,exp05_p02_m01_ro000_lh00,1a6518def7b28ba43ba202a1ac57cde8dd4066a20dd679549bf027be760d469e,2,1,0.10,0,6,"P=2,m=1,r_o=0,lambda_h=0;P=2,m=1,r_o=0,lambda_h=0.5;P=2,m=1,r_o=0.05,lambda_h=0;P=2,m=1,r_o=0.05,lambda_h=0.5;P=2,m=1,r_o=0.10,lambda_h=0;P=2,m=1,r_o=0.10,lambda_h=0.5",bottom_level_fcfs_v1,5,0,0,0,60.00,15.00,60.00,15.00,36.00,30.00,15.00,36.00,critical_path,t02->t04_part_01->t04_join,OPTIMAL,36.00000,36.00000,36.000000,0.0,0.001661,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [precedence] t04_join.acceptance,0.00000,36.00000,0,0,0,0,36.00,4.50,4.50,4.50,1,exp05_p02_m01_ro000_lh00,0.10,0,0.00000,0.00000,0.00000
EXP-05,exp05_p02_m01_ro000_lh00,1a6518def7b28ba43ba202a1ac57cde8dd4066a20dd679549bf027be760d469e,2,1,0.10,0.5,6,"P=2,m=1,r_o=0,lambda_h=0;P=2,m=1,r_o=0,lambda_h=0.5;P=2,m=1,r_o=0.05,lambda_h=0;P=2,m=1,r_o=0.05,lambda_h=0.5;P=2,m=1,r_o=0.10,lambda_h=0;P=2,m=1,r_o=0.10,lambda_h=0.5",bottom_level_fcfs_v1,5,0,0,0,60.00,15.00,60.00,15.00,36.00,30.00,15.00,36.00,critical_path,t02->t04_part_01->t04_join,OPTIMAL,36.00000,36.00000,36.000000,0.0,0.001661,0.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [precedence] t04_join.acceptance,0.00000,36.00000,0,0,0,0,36.00,4.50,4.50,4.50,1,exp05_p02_m01_ro000_lh00,0.10,0.5,0.00000,0.00000,0.00000
EXP-05,exp05_p02_m02_ro000_lh00,0e1208d672ae72958517ff5ea74e6e6541c84663713d09c615d195c92945939c,2,2,0,0,2,"P=2,m=2,r_o=0,lambda_h=0;P=2,m=2,r_o=0,lambda_h=0.5",bottom_level_fcfs_v1,6,0,0,0,60.00,15.00,60.00,15.00,30.00,30.00,15.00,30.00,"work,critical_path",t02->t03,OPTIMAL,36.00000,36.00000,36.000000,0.0,0.002137,6.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [precedence] t04_join.acceptance,2.25000,36.00000,0,0,0,0,38.25,3.75,3.75,3.75,1,exp05_p02_m02_ro000_lh00,0,shared,0.00000,0.00000,0.00000
EXP-05,exp05_p02_m02_ro050_lh00,12b94ed59122b3f765c71cdb9fdf1c1295683c84136824bc3e8992982685ddd7,2,2,0.05,0,1,"P=2,m=2,r_o=0.05,lambda_h=0",bottom_level_fcfs_v1,6,1.20,0.00,1.20,60.00,15.00,61.20,15.00,30.00,30.60,15.00,30.60,work,t02->t03,OPTIMAL,37.20000,37.20000,37.200000,0.0,0.001876,6.60000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [precedence] t04_join.integration -> [task] t04_join.acceptance,2.25000,37.20000,0,0,0,0,39.45,3.75,3.75,3.75,1,exp05_p02_m02_ro050_lh00,0.05,0,-1.20000,-1.20000,0.00000
EXP-05,exp05_p02_m02_ro050_lh05,e8e3b1824470da52645565a703102df71c4e996a9de367ecbcd808a38c1a9d09,2,2,0.05,0.5,1,"P=2,m=2,r_o=0.05,lambda_h=0.5",bottom_level_fcfs_v1,6,1.20,0.600,0.600,60.00,15.00,61.200,15.600,30.00,30.600,15.600,30.600,work,t02->t03,OPTIMAL,37.20000,37.20000,37.200000,0.0,0.001679,6.60000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [precedence] t04_join.integration -> [task] t04_join.acceptance,2.25000,37.20000,0,0,0,0,39.450,3.75,3.75,3.75,1,exp05_p02_m02_ro050_lh05,0.05,0.5,-1.20000,-1.20000,0.00000
EXP-05,exp05_p02_m02_ro100_lh00,9506df371e2aac18f0124154cb6a6cd9bf0f09dd0a5567cb48165f7c431c3fd2,2,2,0.10,0,1,"P=2,m=2,r_o=0.10,lambda_h=0",bottom_level_fcfs_v1,6,2.40,0.00,2.40,60.00,15.00,62.40,15.00,30.00,31.20,15.00,31.20,work,t02->t03,OPTIMAL,38.40000,38.40000,38.400000,0.0,0.001620,7.20000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [precedence] t04_join.integration -> [task] t04_join.acceptance,2.25000,38.40000,0,0,0,0,40.65,3.75,3.75,3.75,1,exp05_p02_m02_ro100_lh00,0.10,0,-2.40000,-2.40000,0.00000
EXP-05,exp05_p02_m02_ro100_lh05,00b88111351452451b26d8a7d4cc9bbccdba72a019d3f11515751f2a5f3d81aa,2,2,0.10,0.5,1,"P=2,m=2,r_o=0.10,lambda_h=0.5",bottom_level_fcfs_v1,6,2.40,1.200,1.200,60.00,15.00,62.400,16.200,30.00,31.200,16.200,31.200,work,t02->t03,OPTIMAL,38.40000,38.40000,38.400000,0.0,0.001841,7.20000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [precedence] t04_join.integration -> [task] t04_join.acceptance,2.25000,38.40000,0,0,0,0,40.650,3.75,3.75,3.75,1,exp05_p02_m02_ro100_lh05,0.10,0.5,-2.40000,-2.40000,0.00000
EXP-05,exp05_p02_m03_ro000_lh00,da1851308e573f282546184321e5fa982532cc66cc8a34d08e6b56e0789de82f,2,3,0,0,2,"P=2,m=3,r_o=0,lambda_h=0;P=2,m=3,r_o=0,lambda_h=0.5",bottom_level_fcfs_v1,7,0,0,0,60.00,15.00,60.00,15.00,30.00,30.00,15.00,30.00,"work,critical_path",t02->t03,OPTIMAL,36.00000,36.00000,36.000000,0.0,0.002978,6.00000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_02.specification -> [task] t04_part_02.implementation -> [agent] t04_part_03.specification -> [task] t04_part_03.implementation -> [precedence] t04_join.acceptance,4.00000,36.00000,0,0,0,0,40.00,5.50,5.50,5.50,1,exp05_p02_m03_ro000_lh00,0,shared,0.00000,0.00000,0.00000
EXP-05,exp05_p02_m03_ro050_lh00,55dd06eccac57f546d1301b5a4777689b11798315119ad6ee04aa423d0c6e1fb,2,3,0.05,0,1,"P=2,m=3,r_o=0.05,lambda_h=0",bottom_level_fcfs_v1,7,2.40,0.00,2.40,60.00,15.00,62.40,15.00,30.00,31.20,15.00,31.20,work,t02->t03,OPTIMAL,37.40000,37.40000,37.400000,0.0,0.002796,6.20000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2,4.20000,37.40000,0,0,0,0,41.60,4.70,4.70,4.70,1,exp05_p02_m03_ro050_lh00,0.05,0,-1.40000,-2.40000,1.00000
EXP-05,exp05_p02_m03_ro050_lh05,42ae1b569bbac015b3c9cad4c3f902ec068aa37c97d8e1fdce3f0dc38744b34e,2,3,0.05,0.5,1,"P=2,m=3,r_o=0.05,lambda_h=0.5",bottom_level_fcfs_v1,7,2.40,1.200,1.200,60.00,15.00,62.400,16.200,30.00,31.200,16.200,31.200,work,t02->t03,OPTIMAL,37.40000,37.40000,37.400000,0.0,0.002826,6.20000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2,4.20000,37.40000,0,0,0,0,41.600,4.700,4.700,4.700,1,exp05_p02_m03_ro050_lh05,0.05,0.5,-1.40000,-2.40000,1.00000
EXP-05,exp05_p02_m03_ro100_lh00,f049b7d16c8f59846de3f329a31b35f7231a9a7d7372d7ed908a2a18c67af66d,2,3,0.10,0,1,"P=2,m=3,r_o=0.10,lambda_h=0",bottom_level_fcfs_v1,7,4.80,0.00,4.80,60.00,15.00,64.80,15.00,30.00,32.40,15.00,32.40,work,t02->t03,OPTIMAL,37.80000,37.80000,37.800000,0.0,0.002791,5.40000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2,5.40000,37.80000,0,0,0,0,43.20,3.90,3.90,3.90,1,exp05_p02_m03_ro100_lh00,0.10,0,-1.80000,-4.80000,3.00000
EXP-05,exp05_p02_m03_ro100_lh05,6c2fd6e3607f1cdbe54fd50cdf0079aefdf9d3b08595e85f44782e05ce0af04c,2,3,0.10,0.5,1,"P=2,m=3,r_o=0.10,lambda_h=0.5",bottom_level_fcfs_v1,7,4.80,2.400,2.400,60.00,15.00,64.800,17.400,30.00,32.400,17.400,32.400,work,t02->t03,OPTIMAL,37.80000,37.80000,37.800000,0.0,0.003063,5.40000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2,5.40000,37.80000,0,0,0,0,43.200,3.900,3.900,3.900,1,exp05_p02_m03_ro100_lh05,0.10,0.5,-1.80000,-4.80000,3.00000
EXP-05,exp05_p02_m04_ro000_lh00,aafea14112585019bb7be96af16a216f07dc8ec6a0892989047436f0ab76bfc5,2,4,0,0,2,"P=2,m=4,r_o=0,lambda_h=0;P=2,m=4,r_o=0,lambda_h=0.5",bottom_level_fcfs_v1,8,0,0,0,60.00,15.00,60.00,15.00,30.00,30.00,15.00,30.00,"work,critical_path",t02->t03,OPTIMAL,35.25000,35.25000,35.250000,0.0,0.003497,5.25000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_04.specification -> [task] t04_part_04.implementation -> [agent] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2,3.00000,35.25000,0,0,0,0,38.25,3.75,3.75,3.75,1,exp05_p02_m04_ro000_lh00,0,shared,0.75000,0.00000,0.75000
EXP-05,exp05_p02_m04_ro050_lh00,18ffb4911b126d050cd358bb8928a0ec779e0566d2d1f3bc91e51d0159b24c96,2,4,0.05,0,1,"P=2,m=4,r_o=0.05,lambda_h=0",bottom_level_fcfs_v1,8,3.60,0.00,3.60,60.00,15.00,63.60,15.00,30.00,31.80,15.00,31.80,work,t02->t03,OPTIMAL,36.45000,36.45000,36.450000,0.0,0.004759,4.65000,t02.human_1 -> [task] t02.agent_1 -> [task] t02.human_2 -> [precedence] t04_part_01.specification -> [task] t04_part_01.implementation -> [agent] t04_part_02.specification -> [human] t03.human_1 -> [task] t03.agent_1 -> [task] t03.human_2,4.05000,36.45000,0,0,0,0,40.50,3.75,3.75,3.75,1,exp05_p02_m04_ro050_lh00,0.05,0,-0.45000,-3.60000,3.15000
