dag_id,task_count,topology_family,weight_type,allocation,phase_profile,P,wall_time_seconds,outcome_recorded
exp08_development_n32_mixed_homogeneous_01,32,mixed,homogeneous,high,io,8,0.001302417,false
exp08_development_n32_mixed_homogeneous_02,32,mixed,homogeneous,low,io,8,0.001149959,false
exp08_development_n32_mixed_homogeneous_02,32,mixed,homogeneous,high,io,8,0.001062750,false
exp08_development_n32_mixed_homogeneous_03,32,mixed,homogeneous,low,io,8,0.001091291,false
exp08_development_n32_mixed_homogeneous_03,32,mixed,homogeneous,high,io,8,0.001073125,false
exp08_development_n32_mixed_homogeneous_04,32,mixed,homogeneous,low,io,8,0.001155167,false
exp08_development_n32_mixed_homogeneous_04,32,mixed,homogeneous,high,io,8,0.001229583,false
exp08_development_n32_mixed_homogeneous_05,32,mixed,homogeneous,low,io,8,0.001128125,false
exp08_development_n32_mixed_homogeneous_05,32,mixed,homogeneous,high,io,8,0.001094208,false
exp08_development_n32_mixed_homogeneous_06,32,mixed,homogeneous,low,io,8,0.001078875,false
exp08_development_n32_mixed_homogeneous_06,32,mixed,homogeneous,high,io,8,0.001069084,false
exp08_development_n32_mixed_homogeneous_07,32,mixed,homogeneous,low,io,8,0.001092292,false
exp08_development_n32_mixed_homogeneous_07,32,mixed,homogeneous,high,io,8,0.001190166,false
exp08_development_n32_mixed_homogeneous_08,32,mixed,homogeneous,low,io,8,0.001110459,false
exp08_development_n32_mixed_homogeneous_08,32,mixed,homogeneous,high,io,8,0.001068416,false
exp08_development_n32_mixed_homogeneous_09,32,mixed,homogeneous,low,io,8,0.001056583,false
exp08_development_n32_mixed_homogeneous_09,32,mixed,homogeneous,high,io,8,0.001036083,false
exp08_development_n32_mixed_lognormal_00,32,mixed,lognormal,low,io,8,0.001099750,false
exp08_development_n32_mixed_lognormal_00,32,mixed,lognormal,high,io,8,0.001093291,false
exp08_development_n32_mixed_lognormal_01,32,mixed,lognormal,low,io,8,0.001250625,false
exp08_development_n32_mixed_lognormal_01,32,mixed,lognormal,high,io,8,0.001190542,false
exp08_development_n32_mixed_lognormal_02,32,mixed,lognormal,low,io,8,0.001088333,false
exp08_development_n32_mixed_lognormal_02,32,mixed,lognormal,high,io,8,0.001136459,false
exp08_development_n32_mixed_lognormal_03,32,mixed,lognormal,low,io,8,0.001151666,false
exp08_development_n32_mixed_lognormal_03,32,mixed,lognormal,high,io,8,0.001111541,false
exp08_development_n32_mixed_lognormal_04,32,mixed,lognormal,low,io,8,0.001131083,false
exp08_development_n32_mixed_lognormal_04,32,mixed,lognormal,high,io,8,0.001068834,false
exp08_development_n32_mixed_lognormal_05,32,mixed,lognormal,low,io,8,0.001102000,false
exp08_development_n32_mixed_lognormal_05,32,mixed,lognormal,high,io,8,0.001111666,false
exp08_development_n32_mixed_lognormal_06,32,mixed,lognormal,low,io,8,0.001089458,false
exp08_development_n32_mixed_lognormal_06,32,mixed,lognormal,high,io,8,0.001119000,false
exp08_development_n32_mixed_lognormal_07,32,mixed,lognormal,low,io,8,0.001259584,false
exp08_development_n32_mixed_lognormal_07,32,mixed,lognormal,high,io,8,0.001102916,false
exp08_development_n32_mixed_lognormal_08,32,mixed,lognormal,low,io,8,0.001087959,false
exp08_development_n32_mixed_lognormal_08,32,mixed,lognormal,high,io,8,0.001089625,false
exp08_development_n32_mixed_lognormal_09,32,mixed,lognormal,low,io,8,0.001093208,false
exp08_development_n32_mixed_lognormal_09,32,mixed,lognormal,high,io,8,0.001083708,false
exp08_development_n32_chain_like_homogeneous_00,32,chain_like,homogeneous,low,io,8,0.001224000,false
exp08_development_n32_chain_like_homogeneous_00,32,chain_like,homogeneous,high,io,8,0.001122167,false
exp08_development_n32_chain_like_homogeneous_01,32,chain_like,homogeneous,low,io,8,0.001039083,false
exp08_development_n32_chain_like_homogeneous_01,32,chain_like,homogeneous,high,io,8,0.001021458,false
exp08_development_n32_chain_like_homogeneous_02,32,chain_like,homogeneous,low,io,8,0.001010417,false
exp08_development_n32_chain_like_homogeneous_02,32,chain_like,homogeneous,high,io,8,0.001009417,false
exp08_development_n32_chain_like_homogeneous_03,32,chain_like,homogeneous,low,io,8,0.001021166,false
exp08_development_n32_chain_like_homogeneous_03,32,chain_like,homogeneous,high,io,8,0.001216250,false
exp08_development_n32_chain_like_homogeneous_04,32,chain_like,homogeneous,low,io,8,0.001101000,false
exp08_development_n32_chain_like_homogeneous_04,32,chain_like,homogeneous,high,io,8,0.001241333,false
exp08_development_n32_chain_like_homogeneous_05,32,chain_like,homogeneous,low,io,8,0.001084500,false
exp08_development_n32_chain_like_homogeneous_05,32,chain_like,homogeneous,high,io,8,0.001051208,false
exp08_development_n32_chain_like_homogeneous_06,32,chain_like,homogeneous,low,io,8,0.001127875,false
exp08_development_n32_chain_like_homogeneous_06,32,chain_like,homogeneous,high,io,8,0.001171958,false
exp08_development_n32_chain_like_homogeneous_07,32,chain_like,homogeneous,low,io,8,0.001113000,false
exp08_development_n32_chain_like_homogeneous_07,32,chain_like,homogeneous,high,io,8,0.001070291,false
exp08_development_n32_chain_like_homogeneous_08,32,chain_like,homogeneous,low,io,8,0.001076000,false
exp08_development_n32_chain_like_homogeneous_08,32,chain_like,homogeneous,high,io,8,0.001069833,false
exp08_development_n32_chain_like_homogeneous_09,32,chain_like,homogeneous,low,io,8,0.001067667,false
exp08_development_n32_chain_like_homogeneous_09,32,chain_like,homogeneous,high,io,8,0.001261834,false
exp08_development_n32_chain_like_lognormal_00,32,chain_like,lognormal,low,io,8,0.001106541,false
exp08_development_n32_chain_like_lognormal_00,32,chain_like,lognormal,high,io,8,0.001088125,false
exp08_development_n32_chain_like_lognormal_01,32,chain_like,lognormal,low,io,8,0.001131166,false
exp08_development_n32_chain_like_lognormal_01,32,chain_like,lognormal,high,io,8,0.001081750,false
exp08_development_n32_chain_like_lognormal_02,32,chain_like,lognormal,low,io,8,0.001136250,false
exp08_development_n32_chain_like_lognormal_02,32,chain_like,lognormal,high,io,8,0.001091916,false
exp08_development_n32_chain_like_lognormal_03,32,chain_like,lognormal,low,io,8,0.001089583,false
exp08_development_n32_chain_like_lognormal_03,32,chain_like,lognormal,high,io,8,0.001093542,false
exp08_development_n32_chain_like_lognormal_04,32,chain_like,lognormal,low,io,8,0.001057084,false
exp08_development_n32_chain_like_lognormal_04,32,chain_like,lognormal,high,io,8,0.001055208,false
exp08_development_n32_chain_like_lognormal_05,32,chain_like,lognormal,low,io,8,0.001045625,false
exp08_development_n32_chain_like_lognormal_05,32,chain_like,lognormal,high,io,8,0.001208125,false
exp08_development_n32_chain_like_lognormal_06,32,chain_like,lognormal,low,io,8,0.001179250,false
exp08_development_n32_chain_like_lognormal_06,32,chain_like,lognormal,high,io,8,0.001238208,false
exp08_development_n32_chain_like_lognormal_07,32,chain_like,lognormal,low,io,8,0.001040208,false
exp08_development_n32_chain_like_lognormal_07,32,chain_like,lognormal,high,io,8,0.001025000,false
exp08_development_n32_chain_like_lognormal_08,32,chain_like,lognormal,low,io,8,0.001034875,false
exp08_development_n32_chain_like_lognormal_08,32,chain_like,lognormal,high,io,8,0.001044333,false
exp08_development_n32_chain_like_lognormal_09,32,chain_like,lognormal,low,io,8,0.001039083,false
exp08_development_n32_chain_like_lognormal_09,32,chain_like,lognormal,high,io,8,0.001048625,false
exp08_development_n64_wide_layered_homogeneous_00,64,wide_layered,homogeneous,low,io,8,0.002819250,false
exp08_development_n64_wide_layered_homogeneous_00,64,wide_layered,homogeneous,high,io,8,0.003030958,false
exp08_development_n64_wide_layered_homogeneous_01,64,wide_layered,homogeneous,low,io,8,0.002895875,false
exp08_development_n64_wide_layered_homogeneous_01,64,wide_layered,homogeneous,high,io,8,0.002909792,false
exp08_development_n64_wide_layered_homogeneous_02,64,wide_layered,homogeneous,low,io,8,0.003011042,false
exp08_development_n64_wide_layered_homogeneous_02,64,wide_layered,homogeneous,high,io,8,0.002720250,false
exp08_development_n64_wide_layered_homogeneous_03,64,wide_layered,homogeneous,low,io,8,0.002758500,false
exp08_development_n64_wide_layered_homogeneous_03,64,wide_layered,homogeneous,high,io,8,0.002781666,false
exp08_development_n64_wide_layered_homogeneous_04,64,wide_layered,homogeneous,low,io,8,0.002732208,false
exp08_development_n64_wide_layered_homogeneous_04,64,wide_layered,homogeneous,high,io,8,0.002832417,false
exp08_development_n64_wide_layered_homogeneous_05,64,wide_layered,homogeneous,low,io,8,0.002794375,false
exp08_development_n64_wide_layered_homogeneous_05,64,wide_layered,homogeneous,high,io,8,0.002771459,false
exp08_development_n64_wide_layered_homogeneous_06,64,wide_layered,homogeneous,low,io,8,0.002684917,false
exp08_development_n64_wide_layered_homogeneous_06,64,wide_layered,homogeneous,high,io,8,0.002710709,false
exp08_development_n64_wide_layered_homogeneous_07,64,wide_layered,homogeneous,low,io,8,0.002599750,false
exp08_development_n64_wide_layered_homogeneous_07,64,wide_layered,homogeneous,high,io,8,0.002693292,false
exp08_development_n64_wide_layered_homogeneous_08,64,wide_layered,homogeneous,low,io,8,0.002660792,false
exp08_development_n64_wide_layered_homogeneous_08,64,wide_layered,homogeneous,high,io,8,0.002925042,false
exp08_development_n64_wide_layered_homogeneous_09,64,wide_layered,homogeneous,low,io,8,0.002954458,false
exp08_development_n64_wide_layered_homogeneous_09,64,wide_layered,homogeneous,high,io,8,0.002646666,false
exp08_development_n64_wide_layered_lognormal_00,64,wide_layered,lognormal,low,io,8,0.003211709,false
exp08_development_n64_wide_layered_lognormal_00,64,wide_layered,lognormal,high,io,8,0.002736375,false
exp08_development_n64_wide_layered_lognormal_01,64,wide_layered,lognormal,low,io,8,0.002873042,false
exp08_development_n64_wide_layered_lognormal_01,64,wide_layered,lognormal,high,io,8,0.002855375,false
exp08_development_n64_wide_layered_lognormal_02,64,wide_layered,lognormal,low,io,8,0.002728625,false
exp08_development_n64_wide_layered_lognormal_02,64,wide_layered,lognormal,high,io,8,0.002837125,false
exp08_development_n64_wide_layered_lognormal_03,64,wide_layered,lognormal,low,io,8,0.002746917,false
exp08_development_n64_wide_layered_lognormal_03,64,wide_layered,lognormal,high,io,8,0.002718500,false
exp08_development_n64_wide_layered_lognormal_04,64,wide_layered,lognormal,low,io,8,0.003094666,false
exp08_development_n64_wide_layered_lognormal_04,64,wide_layered,lognormal,high,io,8,0.002750625,false
exp08_development_n64_wide_layered_lognormal_05,64,wide_layered,lognormal,low,io,8,0.002964667,false
exp08_development_n64_wide_layered_lognormal_05,64,wide_layered,lognormal,high,io,8,0.003012709,false
exp08_development_n64_wide_layered_lognormal_06,64,wide_layered,lognormal,low,io,8,0.002900584,false
exp08_development_n64_wide_layered_lognormal_06,64,wide_layered,lognormal,high,io,8,0.002930292,false
exp08_development_n64_wide_layered_lognormal_07,64,wide_layered,lognormal,low,io,8,0.002809500,false
exp08_development_n64_wide_layered_lognormal_07,64,wide_layered,lognormal,high,io,8,0.002715000,false
exp08_development_n64_wide_layered_lognormal_08,64,wide_layered,lognormal,low,io,8,0.002870459,false
exp08_development_n64_wide_layered_lognormal_08,64,wide_layered,lognormal,high,io,8,0.002774334,false
exp08_development_n64_wide_layered_lognormal_09,64,wide_layered,lognormal,low,io,8,0.002771167,false
exp08_development_n64_wide_layered_lognormal_09,64,wide_layered,lognormal,high,io,8,0.003060375,false
exp08_development_n64_mixed_homogeneous_00,64,mixed,homogeneous,low,io,8,0.003128959,false
exp08_development_n64_mixed_homogeneous_00,64,mixed,homogeneous,high,io,8,0.003173833,false
exp08_development_n64_mixed_homogeneous_01,64,mixed,homogeneous,low,io,8,0.002990000,false
exp08_development_n64_mixed_homogeneous_01,64,mixed,homogeneous,high,io,8,0.002806292,false
exp08_development_n64_mixed_homogeneous_02,64,mixed,homogeneous,low,io,8,0.003227250,false
exp08_development_n64_mixed_homogeneous_02,64,mixed,homogeneous,high,io,8,0.002883500,false
exp08_development_n64_mixed_homogeneous_03,64,mixed,homogeneous,low,io,8,0.003252125,false
exp08_development_n64_mixed_homogeneous_03,64,mixed,homogeneous,high,io,8,0.002804625,false
exp08_development_n64_mixed_homogeneous_04,64,mixed,homogeneous,low,io,8,0.003234792,false
exp08_development_n64_mixed_homogeneous_04,64,mixed,homogeneous,high,io,8,0.002892125,false
exp08_development_n64_mixed_homogeneous_05,64,mixed,homogeneous,low,io,8,0.002874541,false
exp08_development_n64_mixed_homogeneous_05,64,mixed,homogeneous,high,io,8,0.003155375,false
exp08_development_n64_mixed_homogeneous_06,64,mixed,homogeneous,low,io,8,0.002824208,false
exp08_development_n64_mixed_homogeneous_06,64,mixed,homogeneous,high,io,8,0.002803792,false
exp08_development_n64_mixed_homogeneous_07,64,mixed,homogeneous,low,io,8,0.003141667,false
exp08_development_n64_mixed_homogeneous_07,64,mixed,homogeneous,high,io,8,0.003132834,false
exp08_development_n64_mixed_homogeneous_08,64,mixed,homogeneous,low,io,8,0.002921875,false
exp08_development_n64_mixed_homogeneous_08,64,mixed,homogeneous,high,io,8,0.002794334,false
exp08_development_n64_mixed_homogeneous_09,64,mixed,homogeneous,low,io,8,0.002989041,false
exp08_development_n64_mixed_homogeneous_09,64,mixed,homogeneous,high,io,8,0.003193625,false
exp08_development_n64_mixed_lognormal_00,64,mixed,lognormal,low,io,8,0.002934542,false
exp08_development_n64_mixed_lognormal_00,64,mixed,lognormal,high,io,8,0.003187042,false
exp08_development_n64_mixed_lognormal_01,64,mixed,lognormal,low,io,8,0.002999917,false
exp08_development_n64_mixed_lognormal_01,64,mixed,lognormal,high,io,8,0.003065458,false
exp08_development_n64_mixed_lognormal_02,64,mixed,lognormal,low,io,8,0.003096916,false
exp08_development_n64_mixed_lognormal_02,64,mixed,lognormal,high,io,8,0.002988041,false
exp08_development_n64_mixed_lognormal_03,64,mixed,lognormal,low,io,8,0.003378625,false
exp08_development_n64_mixed_lognormal_03,64,mixed,lognormal,high,io,8,0.003103000,false
exp08_development_n64_mixed_lognormal_04,64,mixed,lognormal,low,io,8,0.003150208,false
exp08_development_n64_mixed_lognormal_04,64,mixed,lognormal,high,io,8,0.003103250,false
exp08_development_n64_mixed_lognormal_05,64,mixed,lognormal,low,io,8,0.003008042,false
exp08_development_n64_mixed_lognormal_05,64,mixed,lognormal,high,io,8,0.003412084,false
exp08_development_n64_mixed_lognormal_06,64,mixed,lognormal,low,io,8,0.003046459,false
exp08_development_n64_mixed_lognormal_06,64,mixed,lognormal,high,io,8,0.003418250,false
exp08_development_n64_mixed_lognormal_07,64,mixed,lognormal,low,io,8,0.003074041,false
exp08_development_n64_mixed_lognormal_07,64,mixed,lognormal,high,io,8,0.003052208,false
exp08_development_n64_mixed_lognormal_08,64,mixed,lognormal,low,io,8,0.003000250,false
exp08_development_n64_mixed_lognormal_08,64,mixed,lognormal,high,io,8,0.003136959,false
exp08_development_n64_mixed_lognormal_09,64,mixed,lognormal,low,io,8,0.003121917,false
exp08_development_n64_mixed_lognormal_09,64,mixed,lognormal,high,io,8,0.003822667,false
exp08_development_n64_chain_like_homogeneous_00,64,chain_like,homogeneous,low,io,8,0.002734500,false
exp08_development_n64_chain_like_homogeneous_00,64,chain_like,homogeneous,high,io,8,0.002729292,false
exp08_development_n64_chain_like_homogeneous_01,64,chain_like,homogeneous,low,io,8,0.002901417,false
exp08_development_n64_chain_like_homogeneous_01,64,chain_like,homogeneous,high,io,8,0.003614083,false
exp08_development_n64_chain_like_homogeneous_02,64,chain_like,homogeneous,low,io,8,0.002797125,false
exp08_development_n64_chain_like_homogeneous_02,64,chain_like,homogeneous,high,io,8,0.002783500,false
exp08_development_n64_chain_like_homogeneous_03,64,chain_like,homogeneous,low,io,8,0.002899083,false
exp08_development_n64_chain_like_homogeneous_03,64,chain_like,homogeneous,high,io,8,0.002796416,false
exp08_development_n64_chain_like_homogeneous_04,64,chain_like,homogeneous,low,io,8,0.002920416,false
exp08_development_n64_chain_like_homogeneous_04,64,chain_like,homogeneous,high,io,8,0.002653875,false
exp08_development_n64_chain_like_homogeneous_05,64,chain_like,homogeneous,low,io,8,0.002700666,false
exp08_development_n64_chain_like_homogeneous_05,64,chain_like,homogeneous,high,io,8,0.003303916,false
exp08_development_n64_chain_like_homogeneous_06,64,chain_like,homogeneous,low,io,8,0.002809417,false
exp08_development_n64_chain_like_homogeneous_06,64,chain_like,homogeneous,high,io,8,0.003265667,false
exp08_development_n64_chain_like_homogeneous_07,64,chain_like,homogeneous,low,io,8,0.002878584,false
exp08_development_n64_chain_like_homogeneous_07,64,chain_like,homogeneous,high,io,8,0.002712417,false
exp08_development_n64_chain_like_homogeneous_08,64,chain_like,homogeneous,low,io,8,0.002932417,false
exp08_development_n64_chain_like_homogeneous_08,64,chain_like,homogeneous,high,io,8,0.002827500,false
exp08_development_n64_chain_like_homogeneous_09,64,chain_like,homogeneous,low,io,8,0.003096083,false
exp08_development_n64_chain_like_homogeneous_09,64,chain_like,homogeneous,high,io,8,0.002800167,false
exp08_development_n64_chain_like_lognormal_00,64,chain_like,lognormal,low,io,8,0.002768625,false
exp08_development_n64_chain_like_lognormal_00,64,chain_like,lognormal,high,io,8,0.002723250,false
exp08_development_n64_chain_like_lognormal_01,64,chain_like,lognormal,low,io,8,0.002695542,false
exp08_development_n64_chain_like_lognormal_01,64,chain_like,lognormal,high,io,8,0.002729083,false
exp08_development_n64_chain_like_lognormal_02,64,chain_like,lognormal,low,io,8,0.002698667,false
exp08_development_n64_chain_like_lognormal_02,64,chain_like,lognormal,high,io,8,0.002724167,false
exp08_development_n64_chain_like_lognormal_03,64,chain_like,lognormal,low,io,8,0.002999959,false
exp08_development_n64_chain_like_lognormal_03,64,chain_like,lognormal,high,io,8,0.002615542,false
exp08_development_n64_chain_like_lognormal_04,64,chain_like,lognormal,low,io,8,0.002829875,false
exp08_development_n64_chain_like_lognormal_04,64,chain_like,lognormal,high,io,8,0.002935625,false
exp08_development_n64_chain_like_lognormal_05,64,chain_like,lognormal,low,io,8,0.002622291,false
exp08_development_n64_chain_like_lognormal_05,64,chain_like,lognormal,high,io,8,0.002871375,false
exp08_development_n64_chain_like_lognormal_06,64,chain_like,lognormal,low,io,8,0.003001042,false
exp08_development_n64_chain_like_lognormal_06,64,chain_like,lognormal,high,io,8,0.002647167,false
exp08_development_n64_chain_like_lognormal_07,64,chain_like,lognormal,low,io,8,0.002888625,false
exp08_development_n64_chain_like_lognormal_07,64,chain_like,lognormal,high,io,8,0.002749834,false
exp08_development_n64_chain_like_lognormal_08,64,chain_like,lognormal,low,io,8,0.002731542,false
exp08_development_n64_chain_like_lognormal_08,64,chain_like,lognormal,high,io,8,0.002882500,false
exp08_development_n64_chain_like_lognormal_09,64,chain_like,lognormal,low,io,8,0.002638166,false
exp08_development_n64_chain_like_lognormal_09,64,chain_like,lognormal,high,io,8,0.002738208,false
