experiment_id,mode,u,scenario_3_id,scenario_3_sha256,scenario_4_id,scenario_4_sha256,status_3,status_4,T3_star,T4_star,margin_T3_minus_T4,ratio_T3_to_T4,ranking_reversal,B4_3,B4_4,baseline_3,baseline_4,baseline_margin_3_minus_4,solver_gap_3,solver_gap_4,solver_wall_time_3,solver_wall_time_4
EXP-06C,test_human_phases,0.410,exp06c_test_human_phases_u410_v3,a9f93626042dbfe28fff27a01e71180b8205696836e62b05ed8b408e09357891,exp06c_test_human_phases_u410_v4,2c02ae70f507765871c896e9f8105aab9389febd4bcb6ee47e3611186669d45e,OPTIMAL,OPTIMAL,42.00,36.90,5.10,1.138211382113821138211382114,false,42.00,36.900,42.40,37.30,5.10,0.0,0.0,0.003076,0.005710
EXP-06C,test_human_phases,0.415,exp06c_test_human_phases_u415_v3,a9f93626042dbfe28fff27a01e71180b8205696836e62b05ed8b408e09357891,exp06c_test_human_phases_u415_v4,2c02ae70f507765871c896e9f8105aab9389febd4bcb6ee47e3611186669d45e,OPTIMAL,OPTIMAL,42.00,36.90,5.10,1.138211382113821138211382114,false,42.00,36.900,42.40,37.30,5.10,0.0,0.0,0.002629,0.005114
EXP-06C,test_human_phases,0.420,exp06c_test_human_phases_u420_v3,181604c43a63f87d28ba260c7eecbaaf797b63ca0549ca36ea7ab5538ea257d8,exp06c_test_human_phases_u420_v4,2c02ae70f507765871c896e9f8105aab9389febd4bcb6ee47e3611186669d45e,OPTIMAL,OPTIMAL,42.00,36.90,5.10,1.138211382113821138211382114,false,42.00,36.900,42.40,37.30,5.10,0.0,0.0,0.002402,0.005475
EXP-06C,test_human_phases,0.425,exp06c_test_human_phases_u425_v3,181604c43a63f87d28ba260c7eecbaaf797b63ca0549ca36ea7ab5538ea257d8,exp06c_test_human_phases_u425_v4,981fe6402db12b84dc43866b4003b442852dbfec94456a117f2bb6a0a2982164,OPTIMAL,OPTIMAL,42.00,36.90,5.10,1.138211382113821138211382114,false,42.00,36.900,42.40,37.30,5.10,0.0,0.0,0.002448,0.005020
EXP-06C,test_human_phases,0.430,exp06c_test_human_phases_u430_v3,72588e53f27ffffd5909f6490c5325a8dd411db781eddfe868048698833eae01,exp06c_test_human_phases_u430_v4,981fe6402db12b84dc43866b4003b442852dbfec94456a117f2bb6a0a2982164,OPTIMAL,OPTIMAL,41.85,36.90,4.95,1.134146341463414634146341463,false,41.8500,36.900,42.25,37.30,4.95,0.0,0.0,0.002813,0.005566
EXP-06C,test_human_phases,0.435,exp06c_test_human_phases_u435_v3,72588e53f27ffffd5909f6490c5325a8dd411db781eddfe868048698833eae01,exp06c_test_human_phases_u435_v4,d9104592a010ccf95af332c04d8ac17857417a8f7ef9a068ac7947d891ab293d,OPTIMAL,OPTIMAL,41.85,36.90,4.95,1.134146341463414634146341463,false,41.8500,36.900,42.25,37.30,4.95,0.0,0.0,0.002523,0.005982
EXP-06C,test_human_phases,0.440,exp06c_test_human_phases_u440_v3,72588e53f27ffffd5909f6490c5325a8dd411db781eddfe868048698833eae01,exp06c_test_human_phases_u440_v4,d9104592a010ccf95af332c04d8ac17857417a8f7ef9a068ac7947d891ab293d,OPTIMAL,OPTIMAL,41.85,36.90,4.95,1.134146341463414634146341463,false,41.8500,36.900,42.25,37.30,4.95,0.0,0.0,0.003150,0.005677
EXP-06C,test_human_phases,0.445,exp06c_test_human_phases_u445_v3,72588e53f27ffffd5909f6490c5325a8dd411db781eddfe868048698833eae01,exp06c_test_human_phases_u445_v4,d9104592a010ccf95af332c04d8ac17857417a8f7ef9a068ac7947d891ab293d,OPTIMAL,OPTIMAL,41.85,36.90,4.95,1.134146341463414634146341463,false,41.8500,36.900,42.25,37.30,4.95,0.0,0.0,0.002794,0.005556
EXP-06C,test_human_phases,0.450,exp06c_test_human_phases_u450_v3,72588e53f27ffffd5909f6490c5325a8dd411db781eddfe868048698833eae01,exp06c_test_human_phases_u450_v4,48584e7aae3111cd81204366b32308456537ff792e8c7bbd0a330c4a8a5d52fb,OPTIMAL,OPTIMAL,41.85,36.95,4.90,1.132611637347767253044654939,false,41.8500,36.9500,42.25,37.35,4.90,0.0,0.0,0.003062,0.005755
EXP-06C,test_human_phases,0.455,exp06c_test_human_phases_u455_v3,ecab17d01341e50bbffdfb5474c64abf39bc82a8e5b6f2b13b62c8053f7f75fe,exp06c_test_human_phases_u455_v4,48584e7aae3111cd81204366b32308456537ff792e8c7bbd0a330c4a8a5d52fb,OPTIMAL,OPTIMAL,41.85,36.95,4.90,1.132611637347767253044654939,false,41.8500,36.9500,42.25,37.35,4.90,0.0,0.0,0.002784,0.005924
EXP-06C,test_human_phases,0.460,exp06c_test_human_phases_u460_v3,ecab17d01341e50bbffdfb5474c64abf39bc82a8e5b6f2b13b62c8053f7f75fe,exp06c_test_human_phases_u460_v4,48584e7aae3111cd81204366b32308456537ff792e8c7bbd0a330c4a8a5d52fb,OPTIMAL,OPTIMAL,41.85,36.95,4.90,1.132611637347767253044654939,false,41.8500,36.9500,42.25,37.35,4.90,0.0,0.0,0.003045,0.005784
EXP-06C,test_human_phases,0.465,exp06c_test_human_phases_u465_v3,ecab17d01341e50bbffdfb5474c64abf39bc82a8e5b6f2b13b62c8053f7f75fe,exp06c_test_human_phases_u465_v4,48584e7aae3111cd81204366b32308456537ff792e8c7bbd0a330c4a8a5d52fb,OPTIMAL,OPTIMAL,41.85,36.95,4.90,1.132611637347767253044654939,false,41.8500,36.9500,42.25,37.35,4.90,0.0,0.0,0.002847,0.005602
EXP-06C,test_human_phases,0.470,exp06c_test_human_phases_u470_v3,ecab17d01341e50bbffdfb5474c64abf39bc82a8e5b6f2b13b62c8053f7f75fe,exp06c_test_human_phases_u470_v4,48584e7aae3111cd81204366b32308456537ff792e8c7bbd0a330c4a8a5d52fb,OPTIMAL,OPTIMAL,41.85,36.95,4.90,1.132611637347767253044654939,false,41.8500,36.9500,42.25,37.35,4.90,0.0,0.0,0.002708,0.005655
EXP-06C,test_human_phases,0.475,exp06c_test_human_phases_u475_v3,ecab17d01341e50bbffdfb5474c64abf39bc82a8e5b6f2b13b62c8053f7f75fe,exp06c_test_human_phases_u475_v4,cc644f5504d710cb73b10452984e4ccb7625643d8739635fc138bd06068b53a0,OPTIMAL,OPTIMAL,41.85,36.95,4.90,1.132611637347767253044654939,false,41.8500,36.9500,42.25,37.35,4.90,0.0,0.0,0.002718,0.005429
EXP-06C,test_human_phases,0.480,exp06c_test_human_phases_u480_v3,131bdab3750c291c6279b9ff15adc26e33bb1bc113305baaa5a41426d5d151f8,exp06c_test_human_phases_u480_v4,cc644f5504d710cb73b10452984e4ccb7625643d8739635fc138bd06068b53a0,OPTIMAL,OPTIMAL,41.70,36.95,4.75,1.128552097428958051420838972,false,41.700,36.9500,42.10,37.35,4.75,0.0,0.0,0.002741,0.005354
EXP-06C,test_human_phases,0.485,exp06c_test_human_phases_u485_v3,7dde532baca159ccdd0a8be20662fa0c4a2b350d08f227eb400c3c908ed9d922,exp06c_test_human_phases_u485_v4,cc644f5504d710cb73b10452984e4ccb7625643d8739635fc138bd06068b53a0,OPTIMAL,OPTIMAL,41.70,36.95,4.75,1.128552097428958051420838972,false,41.700,36.9500,42.10,37.35,4.75,0.0,0.0,0.002815,0.005278
EXP-06C,test_human_phases,0.490,exp06c_test_human_phases_u490_v3,7dde532baca159ccdd0a8be20662fa0c4a2b350d08f227eb400c3c908ed9d922,exp06c_test_human_phases_u490_v4,cc644f5504d710cb73b10452984e4ccb7625643d8739635fc138bd06068b53a0,OPTIMAL,OPTIMAL,41.70,36.95,4.75,1.128552097428958051420838972,false,41.700,36.9500,42.10,37.35,4.75,0.0,0.0,0.002818,0.005253
EXP-06C,test_human_phases,0.495,exp06c_test_human_phases_u495_v3,7dde532baca159ccdd0a8be20662fa0c4a2b350d08f227eb400c3c908ed9d922,exp06c_test_human_phases_u495_v4,cc644f5504d710cb73b10452984e4ccb7625643d8739635fc138bd06068b53a0,OPTIMAL,OPTIMAL,41.70,36.95,4.75,1.128552097428958051420838972,false,41.700,36.9500,42.10,37.35,4.75,0.0,0.0,0.002530,0.005381
EXP-06C,test_human_phases,0.500,exp06c_test_human_phases_u500_v3,7dde532baca159ccdd0a8be20662fa0c4a2b350d08f227eb400c3c908ed9d922,exp06c_test_human_phases_u500_v4,c59536dcdcfe2f4b4e13ea9b34ec2f9ce092858a5266c677ffdfe7089c9b39f7,OPTIMAL,OPTIMAL,41.70,36.95,4.75,1.128552097428958051420838972,false,41.700,36.9500,42.10,37.35,4.75,0.0,0.0,0.002800,0.005255
EXP-06C,test_human_phases,0.505,exp06c_test_human_phases_u505_v3,7dde532baca159ccdd0a8be20662fa0c4a2b350d08f227eb400c3c908ed9d922,exp06c_test_human_phases_u505_v4,c59536dcdcfe2f4b4e13ea9b34ec2f9ce092858a5266c677ffdfe7089c9b39f7,OPTIMAL,OPTIMAL,41.70,36.95,4.75,1.128552097428958051420838972,false,41.700,36.9500,42.10,37.35,4.75,0.0,0.0,0.002587,0.005117
EXP-06C,test_human_phases,0.510,exp06c_test_human_phases_u510_v3,7dde532baca159ccdd0a8be20662fa0c4a2b350d08f227eb400c3c908ed9d922,exp06c_test_human_phases_u510_v4,c59536dcdcfe2f4b4e13ea9b34ec2f9ce092858a5266c677ffdfe7089c9b39f7,OPTIMAL,OPTIMAL,41.70,36.95,4.75,1.128552097428958051420838972,false,41.700,36.9500,42.10,37.35,4.75,0.0,0.0,0.002813,0.005090
EXP-06C,test_human_phases,0.515,exp06c_test_human_phases_u515_v3,7dde532baca159ccdd0a8be20662fa0c4a2b350d08f227eb400c3c908ed9d922,exp06c_test_human_phases_u515_v4,c59536dcdcfe2f4b4e13ea9b34ec2f9ce092858a5266c677ffdfe7089c9b39f7,OPTIMAL,OPTIMAL,41.70,36.95,4.75,1.128552097428958051420838972,false,41.700,36.9500,42.10,37.35,4.75,0.0,0.0,0.002691,0.005293
EXP-06C,test_human_phases,0.520,exp06c_test_human_phases_u520_v3,215b5f7c18e12767f4df64ac3d45de6bea59cb75f5f5be8917b6f9fb8f278968,exp06c_test_human_phases_u520_v4,c59536dcdcfe2f4b4e13ea9b34ec2f9ce092858a5266c677ffdfe7089c9b39f7,OPTIMAL,OPTIMAL,41.70,36.95,4.75,1.128552097428958051420838972,false,41.700,36.9500,42.10,37.35,4.75,0.0,0.0,0.002741,0.005415
EXP-06C,test_human_phases,0.525,exp06c_test_human_phases_u525_v3,215b5f7c18e12767f4df64ac3d45de6bea59cb75f5f5be8917b6f9fb8f278968,exp06c_test_human_phases_u525_v4,4bb0d600a76ca7f776549abc3bcc7e432ae1d49d647507997a10f7e286f81ced,OPTIMAL,OPTIMAL,41.70,36.95,4.75,1.128552097428958051420838972,false,41.700,36.9500,42.10,37.35,4.75,0.0,0.0,0.002680,0.005411
EXP-06C,test_human_phases,0.530,exp06c_test_human_phases_u530_v3,81aaeb58b969bc1bceb8cec23617741b92ad5d995339bfbe61f86f243f45f13a,exp06c_test_human_phases_u530_v4,4bb0d600a76ca7f776549abc3bcc7e432ae1d49d647507997a10f7e286f81ced,OPTIMAL,OPTIMAL,41.55,36.95,4.60,1.124492557510148849797023004,false,41.5500,36.9500,41.95,37.35,4.60,0.0,0.0,0.002414,0.005628
EXP-06C,test_human_phases,0.535,exp06c_test_human_phases_u535_v3,81aaeb58b969bc1bceb8cec23617741b92ad5d995339bfbe61f86f243f45f13a,exp06c_test_human_phases_u535_v4,4bb0d600a76ca7f776549abc3bcc7e432ae1d49d647507997a10f7e286f81ced,OPTIMAL,OPTIMAL,41.55,36.95,4.60,1.124492557510148849797023004,false,41.5500,36.9500,41.95,37.35,4.60,0.0,0.0,0.002839,0.005443
EXP-06C,test_human_phases,0.540,exp06c_test_human_phases_u540_v3,81aaeb58b969bc1bceb8cec23617741b92ad5d995339bfbe61f86f243f45f13a,exp06c_test_human_phases_u540_v4,4bb0d600a76ca7f776549abc3bcc7e432ae1d49d647507997a10f7e286f81ced,OPTIMAL,OPTIMAL,41.55,36.95,4.60,1.124492557510148849797023004,false,41.5500,36.9500,41.95,37.35,4.60,0.0,0.0,0.002401,0.005751
EXP-06C,test_human_phases,0.545,exp06c_test_human_phases_u545_v3,81aaeb58b969bc1bceb8cec23617741b92ad5d995339bfbe61f86f243f45f13a,exp06c_test_human_phases_u545_v4,4bb0d600a76ca7f776549abc3bcc7e432ae1d49d647507997a10f7e286f81ced,OPTIMAL,OPTIMAL,41.55,36.95,4.60,1.124492557510148849797023004,false,41.5500,36.9500,41.95,37.35,4.60,0.0,0.0,0.002839,0.005720
EXP-06C,test_human_phases,0.550,exp06c_test_human_phases_u550_v3,81aaeb58b969bc1bceb8cec23617741b92ad5d995339bfbe61f86f243f45f13a,exp06c_test_human_phases_u550_v4,68542f4003b5fd0e006dd9a8eeb57036ed5c7fd0fd6e5ba84064b04e530adc40,OPTIMAL,OPTIMAL,41.55,37.00,4.55,1.122972972972972972972972973,false,41.5500,37.00,41.95,37.40,4.55,0.0,0.0,0.003167,0.005717
EXP-06C,test_human_phases,0.555,exp06c_test_human_phases_u555_v3,0f2c888e85784c1e583dfe15627aca2342dcfbefb8cf00e65cf24fcfb83a2b71,exp06c_test_human_phases_u555_v4,68542f4003b5fd0e006dd9a8eeb57036ed5c7fd0fd6e5ba84064b04e530adc40,OPTIMAL,OPTIMAL,41.55,37.00,4.55,1.122972972972972972972972973,false,41.5500,37.00,41.95,37.40,4.55,0.0,0.0,0.002632,0.005652
EXP-06C,test_human_phases,0.560,exp06c_test_human_phases_u560_v3,0f2c888e85784c1e583dfe15627aca2342dcfbefb8cf00e65cf24fcfb83a2b71,exp06c_test_human_phases_u560_v4,68542f4003b5fd0e006dd9a8eeb57036ed5c7fd0fd6e5ba84064b04e530adc40,OPTIMAL,OPTIMAL,41.55,37.00,4.55,1.122972972972972972972972973,false,41.5500,37.00,41.95,37.40,4.55,0.0,0.0,0.002830,0.005956
EXP-06C,test_human_phases,0.565,exp06c_test_human_phases_u565_v3,0f2c888e85784c1e583dfe15627aca2342dcfbefb8cf00e65cf24fcfb83a2b71,exp06c_test_human_phases_u565_v4,68542f4003b5fd0e006dd9a8eeb57036ed5c7fd0fd6e5ba84064b04e530adc40,OPTIMAL,OPTIMAL,41.55,37.00,4.55,1.122972972972972972972972973,false,41.5500,37.00,41.95,37.40,4.55,0.0,0.0,0.002525,0.005320
EXP-06C,test_human_phases,0.570,exp06c_test_human_phases_u570_v3,0f2c888e85784c1e583dfe15627aca2342dcfbefb8cf00e65cf24fcfb83a2b71,exp06c_test_human_phases_u570_v4,1e5c3ef127cd133d471a6b7f2478f1357dbb93a89ec16a4108849ce319e403af,OPTIMAL,OPTIMAL,41.55,37.00,4.55,1.122972972972972972972972973,false,41.5500,37.00,41.95,37.40,4.55,0.0,0.0,0.002978,0.005270
EXP-06C,test_human_phases,0.575,exp06c_test_human_phases_u575_v3,0f2c888e85784c1e583dfe15627aca2342dcfbefb8cf00e65cf24fcfb83a2b71,exp06c_test_human_phases_u575_v4,bcc78ca57da28df1253e0578032a2912288ffe2bb0b4e324749e8ebcdf4277e5,OPTIMAL,OPTIMAL,41.55,37.00,4.55,1.122972972972972972972972973,false,41.5500,37.00,41.95,37.40,4.55,0.0,0.0,0.002348,0.005142
EXP-06C,test_human_phases,0.580,exp06c_test_human_phases_u580_v3,e56246503d9beb5d18e66a023e5e9f99e134c19bf6ca808b8be89e6909983001,exp06c_test_human_phases_u580_v4,bcc78ca57da28df1253e0578032a2912288ffe2bb0b4e324749e8ebcdf4277e5,OPTIMAL,OPTIMAL,41.40,37.00,4.40,1.118918918918918918918918919,false,41.40,37.00,41.80,37.40,4.40,0.0,0.0,0.002362,0.005482
EXP-06C,test_human_phases,0.585,exp06c_test_human_phases_u585_v3,312f813ce3d382f61b6aa9259e11a35d1b3fe97272e8c02946fa5eebe06d3486,exp06c_test_human_phases_u585_v4,bcc78ca57da28df1253e0578032a2912288ffe2bb0b4e324749e8ebcdf4277e5,OPTIMAL,OPTIMAL,41.40,37.00,4.40,1.118918918918918918918918919,false,41.40,37.00,41.80,37.40,4.40,0.0,0.0,0.002825,0.005863
EXP-06C,test_human_phases,0.590,exp06c_test_human_phases_u590_v3,312f813ce3d382f61b6aa9259e11a35d1b3fe97272e8c02946fa5eebe06d3486,exp06c_test_human_phases_u590_v4,bcc78ca57da28df1253e0578032a2912288ffe2bb0b4e324749e8ebcdf4277e5,OPTIMAL,OPTIMAL,41.40,37.00,4.40,1.118918918918918918918918919,false,41.40,37.00,41.80,37.40,4.40,0.0,0.0,0.002770,0.005964
EXP-06C,test_human_phases,0.595,exp06c_test_human_phases_u595_v3,312f813ce3d382f61b6aa9259e11a35d1b3fe97272e8c02946fa5eebe06d3486,exp06c_test_human_phases_u595_v4,bcc78ca57da28df1253e0578032a2912288ffe2bb0b4e324749e8ebcdf4277e5,OPTIMAL,OPTIMAL,41.40,37.00,4.40,1.118918918918918918918918919,false,41.40,37.00,41.80,37.40,4.40,0.0,0.0,0.002527,0.005892
EXP-06C,test_human_phases,0.600,exp06c_test_human_phases_u600_v3,312f813ce3d382f61b6aa9259e11a35d1b3fe97272e8c02946fa5eebe06d3486,exp06c_test_human_phases_u600_v4,bcc78ca57da28df1253e0578032a2912288ffe2bb0b4e324749e8ebcdf4277e5,OPTIMAL,OPTIMAL,41.40,37.00,4.40,1.118918918918918918918918919,false,41.40,37.00,41.80,37.40,4.40,0.0,0.0,0.002411,0.005008
EXP-06C,test_human_phases,0.605,exp06c_test_human_phases_u605_v3,312f813ce3d382f61b6aa9259e11a35d1b3fe97272e8c02946fa5eebe06d3486,exp06c_test_human_phases_u605_v4,bcc78ca57da28df1253e0578032a2912288ffe2bb0b4e324749e8ebcdf4277e5,OPTIMAL,OPTIMAL,41.40,37.00,4.40,1.118918918918918918918918919,false,41.40,37.00,41.80,37.40,4.40,0.0,0.0,0.002513,0.005152
EXP-06C,test_human_phases,0.610,exp06c_test_human_phases_u610_v3,312f813ce3d382f61b6aa9259e11a35d1b3fe97272e8c02946fa5eebe06d3486,exp06c_test_human_phases_u610_v4,bcc78ca57da28df1253e0578032a2912288ffe2bb0b4e324749e8ebcdf4277e5,OPTIMAL,OPTIMAL,41.40,37.00,4.40,1.118918918918918918918918919,false,41.40,37.00,41.80,37.40,4.40,0.0,0.0,0.002838,0.005690
EXP-06C,test_human_phases,0.615,exp06c_test_human_phases_u615_v3,312f813ce3d382f61b6aa9259e11a35d1b3fe97272e8c02946fa5eebe06d3486,exp06c_test_human_phases_u615_v4,bcc78ca57da28df1253e0578032a2912288ffe2bb0b4e324749e8ebcdf4277e5,OPTIMAL,OPTIMAL,41.40,37.00,4.40,1.118918918918918918918918919,false,41.40,37.00,41.80,37.40,4.40,0.0,0.0,0.002788,0.006075
EXP-06C,test_human_phases,0.620,exp06c_test_human_phases_u620_v3,11d465ac9bd9e9554142cf8412312f2b27fc640995d305e40c1a631b581331ac,exp06c_test_human_phases_u620_v4,bcc78ca57da28df1253e0578032a2912288ffe2bb0b4e324749e8ebcdf4277e5,OPTIMAL,OPTIMAL,41.40,37.00,4.40,1.118918918918918918918918919,false,41.40,37.00,41.80,37.40,4.40,0.0,0.0,0.002874,0.005576
EXP-06C,test_human_phases,0.625,exp06c_test_human_phases_u625_v3,11d465ac9bd9e9554142cf8412312f2b27fc640995d305e40c1a631b581331ac,exp06c_test_human_phases_u625_v4,884ffdae874d1ec96fae594a332e0e9be737af6e2a5f19672de241c7787d0c1c,OPTIMAL,OPTIMAL,41.40,37.00,4.40,1.118918918918918918918918919,false,41.40,37.00,41.80,37.40,4.40,0.0,0.0,0.002851,0.005783
EXP-06C,test_human_phases,0.630,exp06c_test_human_phases_u630_v3,1881cd9a014791bb9bd17e3a31bf443f12d8f1cd12e6ef0017e09893866e8974,exp06c_test_human_phases_u630_v4,884ffdae874d1ec96fae594a332e0e9be737af6e2a5f19672de241c7787d0c1c,OPTIMAL,OPTIMAL,41.25,37.00,4.25,1.114864864864864864864864865,false,41.2500,37.00,41.65,37.40,4.25,0.0,0.0,0.002780,0.005944
EXP-06C,test_human_phases,0.635,exp06c_test_human_phases_u635_v3,1881cd9a014791bb9bd17e3a31bf443f12d8f1cd12e6ef0017e09893866e8974,exp06c_test_human_phases_u635_v4,77732dfd64c579fee43856bf59fa61e14ef4c7eb725e869f6bd92cc4997bde0b,OPTIMAL,OPTIMAL,41.25,37.00,4.25,1.114864864864864864864864865,false,41.2500,37.00,41.65,37.40,4.25,0.0,0.0,0.002884,0.005464
EXP-06C,test_human_phases,0.640,exp06c_test_human_phases_u640_v3,1881cd9a014791bb9bd17e3a31bf443f12d8f1cd12e6ef0017e09893866e8974,exp06c_test_human_phases_u640_v4,77732dfd64c579fee43856bf59fa61e14ef4c7eb725e869f6bd92cc4997bde0b,OPTIMAL,OPTIMAL,41.25,37.00,4.25,1.114864864864864864864864865,false,41.2500,37.00,41.65,37.40,4.25,0.0,0.0,0.002705,0.005983
EXP-06C,test_human_phases,0.645,exp06c_test_human_phases_u645_v3,1881cd9a014791bb9bd17e3a31bf443f12d8f1cd12e6ef0017e09893866e8974,exp06c_test_human_phases_u645_v4,77732dfd64c579fee43856bf59fa61e14ef4c7eb725e869f6bd92cc4997bde0b,OPTIMAL,OPTIMAL,41.25,37.00,4.25,1.114864864864864864864864865,false,41.2500,37.00,41.65,37.40,4.25,0.0,0.0,0.003084,0.005512
EXP-06C,test_human_phases,0.650,exp06c_test_human_phases_u650_v3,1881cd9a014791bb9bd17e3a31bf443f12d8f1cd12e6ef0017e09893866e8974,exp06c_test_human_phases_u650_v4,f98f871aeac23c059921d5c4cb8ff7a7d6435b89c66b92026fae037c5b3d5f0a,OPTIMAL,OPTIMAL,41.25,37.05,4.20,1.113360323886639676113360324,false,41.2500,37.0500,41.65,37.45,4.20,0.0,0.0,0.002694,0.005657
EXP-06C,test_human_phases,0.655,exp06c_test_human_phases_u655_v3,6578bbc1ded72e738a94d876510a02bf9b3988284d0b67921da19dc77b7dac4f,exp06c_test_human_phases_u655_v4,f98f871aeac23c059921d5c4cb8ff7a7d6435b89c66b92026fae037c5b3d5f0a,OPTIMAL,OPTIMAL,41.25,37.05,4.20,1.113360323886639676113360324,false,41.2500,37.0500,41.65,37.45,4.20,0.0,0.0,0.002758,0.005380
EXP-06C,test_human_phases,0.660,exp06c_test_human_phases_u660_v3,6578bbc1ded72e738a94d876510a02bf9b3988284d0b67921da19dc77b7dac4f,exp06c_test_human_phases_u660_v4,f98f871aeac23c059921d5c4cb8ff7a7d6435b89c66b92026fae037c5b3d5f0a,OPTIMAL,OPTIMAL,41.25,37.05,4.20,1.113360323886639676113360324,false,41.2500,37.0500,41.65,37.45,4.20,0.0,0.0,0.002699,0.005511
EXP-06C,test_human_phases,0.665,exp06c_test_human_phases_u665_v3,6578bbc1ded72e738a94d876510a02bf9b3988284d0b67921da19dc77b7dac4f,exp06c_test_human_phases_u665_v4,f98f871aeac23c059921d5c4cb8ff7a7d6435b89c66b92026fae037c5b3d5f0a,OPTIMAL,OPTIMAL,41.25,37.05,4.20,1.113360323886639676113360324,false,41.2500,37.0500,41.65,37.45,4.20,0.0,0.0,0.002969,0.005601
EXP-06C,test_human_phases,0.670,exp06c_test_human_phases_u670_v3,6578bbc1ded72e738a94d876510a02bf9b3988284d0b67921da19dc77b7dac4f,exp06c_test_human_phases_u670_v4,f98f871aeac23c059921d5c4cb8ff7a7d6435b89c66b92026fae037c5b3d5f0a,OPTIMAL,OPTIMAL,41.25,37.05,4.20,1.113360323886639676113360324,false,41.2500,37.0500,41.65,37.45,4.20,0.0,0.0,0.002953,0.005516
EXP-06C,test_human_phases,0.675,exp06c_test_human_phases_u675_v3,6578bbc1ded72e738a94d876510a02bf9b3988284d0b67921da19dc77b7dac4f,exp06c_test_human_phases_u675_v4,deb3adfb4b69485b6d4e3446db6a94803e31102c46f3837e0a431fb5283c80a8,OPTIMAL,OPTIMAL,41.25,37.05,4.20,1.113360323886639676113360324,false,41.2500,37.0500,41.65,37.45,4.20,0.0,0.0,0.002874,0.005482
EXP-06C,test_human_phases,0.680,exp06c_test_human_phases_u680_v3,a0fcac74e3ed9a67fe86a3eeadb81cff301d4cab4972fb48af9310731eb065f2,exp06c_test_human_phases_u680_v4,deb3adfb4b69485b6d4e3446db6a94803e31102c46f3837e0a431fb5283c80a8,OPTIMAL,OPTIMAL,41.10,37.05,4.05,1.109311740890688259109311741,false,41.100,37.0500,41.50,37.45,4.05,0.0,0.0,0.002457,0.005138
EXP-06C,test_human_phases,0.685,exp06c_test_human_phases_u685_v3,5feefa2d998bb6d168424164c5ddaa9648614483922d4ae4e0da07799170373b,exp06c_test_human_phases_u685_v4,deb3adfb4b69485b6d4e3446db6a94803e31102c46f3837e0a431fb5283c80a8,OPTIMAL,OPTIMAL,41.10,37.05,4.05,1.109311740890688259109311741,false,41.100,37.0500,41.50,37.45,4.05,0.0,0.0,0.002906,0.005705
EXP-06C,test_human_phases,0.690,exp06c_test_human_phases_u690_v3,5feefa2d998bb6d168424164c5ddaa9648614483922d4ae4e0da07799170373b,exp06c_test_human_phases_u690_v4,deb3adfb4b69485b6d4e3446db6a94803e31102c46f3837e0a431fb5283c80a8,OPTIMAL,OPTIMAL,41.10,37.05,4.05,1.109311740890688259109311741,false,41.100,37.0500,41.50,37.45,4.05,0.0,0.0,0.002944,0.005962
EXP-06C,test_human_phases,0.695,exp06c_test_human_phases_u695_v3,5feefa2d998bb6d168424164c5ddaa9648614483922d4ae4e0da07799170373b,exp06c_test_human_phases_u695_v4,deb3adfb4b69485b6d4e3446db6a94803e31102c46f3837e0a431fb5283c80a8,OPTIMAL,OPTIMAL,41.10,37.05,4.05,1.109311740890688259109311741,false,41.100,37.0500,41.50,37.45,4.05,0.0,0.0,0.003129,0.005537
EXP-06C,test_human_phases,0.700,exp06c_test_human_phases_u700_v3,5feefa2d998bb6d168424164c5ddaa9648614483922d4ae4e0da07799170373b,exp06c_test_human_phases_u700_v4,cac43574e3c94977a17cd850fa1de00b672b22bc54ab3c82f62a7ac5ab36864e,OPTIMAL,OPTIMAL,41.10,37.05,4.05,1.109311740890688259109311741,false,41.100,37.0500,41.50,37.45,4.05,0.0,0.0,0.002851,0.006024
EXP-06C,test_human_phases,0.705,exp06c_test_human_phases_u705_v3,5feefa2d998bb6d168424164c5ddaa9648614483922d4ae4e0da07799170373b,exp06c_test_human_phases_u705_v4,cac43574e3c94977a17cd850fa1de00b672b22bc54ab3c82f62a7ac5ab36864e,OPTIMAL,OPTIMAL,41.10,37.05,4.05,1.109311740890688259109311741,false,41.100,37.0500,41.50,37.45,4.05,0.0,0.0,0.003367,0.005530
EXP-06C,test_human_phases,0.710,exp06c_test_human_phases_u710_v3,5feefa2d998bb6d168424164c5ddaa9648614483922d4ae4e0da07799170373b,exp06c_test_human_phases_u710_v4,cac43574e3c94977a17cd850fa1de00b672b22bc54ab3c82f62a7ac5ab36864e,OPTIMAL,OPTIMAL,41.10,37.05,4.05,1.109311740890688259109311741,false,41.100,37.0500,41.50,37.45,4.05,0.0,0.0,0.003035,0.005563
EXP-06C,test_human_phases,0.715,exp06c_test_human_phases_u715_v3,5feefa2d998bb6d168424164c5ddaa9648614483922d4ae4e0da07799170373b,exp06c_test_human_phases_u715_v4,cac43574e3c94977a17cd850fa1de00b672b22bc54ab3c82f62a7ac5ab36864e,OPTIMAL,OPTIMAL,41.10,37.05,4.05,1.109311740890688259109311741,false,41.100,37.0500,41.50,37.45,4.05,0.0,0.0,0.002355,0.004969
