experiment_id,scenario_id,schedule_kind,record_type,task_id,phase_id,agent,resource,start,end,duration,request_time,waiting_before
EXP-05,exp05_p01_m02_ro050_lh00,baseline,phase,t03,agent_1,1,agent,20.25,33.75,13.50,,0
EXP-05,exp05_p01_m02_ro050_lh00,baseline,phase,t03,human_2,1,human,33.75,36.00,2.25,33.75,0.00
EXP-05,exp05_p01_m02_ro050_lh00,baseline,phase,t04_part_01,specification,1,human,36.00,37.50,1.50,36.00,0.00
EXP-05,exp05_p01_m02_ro050_lh00,baseline,phase,t04_part_01,implementation,1,agent,37.50,46.80,9.30,,0
EXP-05,exp05_p01_m02_ro050_lh00,baseline,phase,t04_part_02,specification,1,human,46.80,48.30,1.50,46.80,0.00
EXP-05,exp05_p01_m02_ro050_lh00,baseline,phase,t04_part_02,implementation,1,agent,48.30,57.60,9.30,,0
EXP-05,exp05_p01_m02_ro050_lh00,baseline,phase,t04_join,integration,1,agent,57.60,58.20,0.60,,0
EXP-05,exp05_p01_m02_ro050_lh00,baseline,phase,t04_join,acceptance,1,human,58.20,61.20,3.00,58.20,0.00
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t01,human_1,1,human,12.00000,12.75000,0.75000,12.00000,0.00000
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t01,agent_1,1,agent,12.75000,17.25000,4.50000,,0
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t01,human_2,1,human,17.25000,18.00000,0.75000,17.25000,0.00000
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t02,human_1,1,human,0.00000,1.50000,1.50000,0.00000,0.00000
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t02,agent_1,1,agent,1.50000,10.50000,9.00000,,0
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t02,human_2,1,human,10.50000,12.00000,1.50000,10.50000,0.00000
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t03,human_1,1,human,18.00000,20.25000,2.25000,18.00000,0.00000
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t03,agent_1,1,agent,20.25000,33.75000,13.50000,,0
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t03,human_2,1,human,33.75000,36.00000,2.25000,33.75000,0.00000
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t04_part_01,specification,1,human,36.00000,37.50000,1.50000,36.00000,0.00000
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t04_part_01,implementation,1,agent,37.50000,46.80000,9.30000,,0
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t04_part_02,specification,1,human,46.80000,48.30000,1.50000,46.80000,0.00000
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t04_part_02,implementation,1,agent,48.30000,57.60000,9.30000,,0
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t04_join,integration,1,agent,57.60000,58.20000,0.60000,,0
EXP-05,exp05_p01_m02_ro050_lh00,exact,phase,t04_join,acceptance,1,human,58.20000,61.20000,3.00000,58.20000,0.00000
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t01,human_1,1,human,12.00,12.75,0.75,12.00,0.00
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t01,agent_1,1,agent,12.75,17.25,4.50,,0
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t01,human_2,1,human,17.25,18.00,0.75,17.25,0.00
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t02,human_1,1,human,0,1.50,1.50,0,0
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t02,agent_1,1,agent,1.50,10.50,9.00,,0
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t02,human_2,1,human,10.50,12.00,1.50,10.50,0.00
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t03,human_1,1,human,18.00,20.25,2.25,18.00,0.00
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t03,agent_1,1,agent,20.25,33.75,13.50,,0
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t03,human_2,1,human,33.75,36.00,2.25,33.75,0.00
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t04_part_01,specification,1,human,36.00,37.650,1.650,36.00,0.00
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t04_part_01,implementation,1,agent,37.650,46.800,9.150,,0
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t04_part_02,specification,1,human,46.800,48.450,1.650,46.800,0.000
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t04_part_02,implementation,1,agent,48.450,57.600,9.150,,0
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t04_join,integration,1,agent,57.600,57.900,0.300,,0
EXP-05,exp05_p01_m02_ro050_lh05,baseline,phase,t04_join,acceptance,1,human,57.900,61.200,3.300,57.900,0.000
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t01,human_1,1,human,12.00000,12.75000,0.75000,12.00000,0.00000
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t01,agent_1,1,agent,12.75000,17.25000,4.50000,,0
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t01,human_2,1,human,17.25000,18.00000,0.75000,17.25000,0.00000
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t02,human_1,1,human,0.00000,1.50000,1.50000,0.00000,0.00000
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t02,agent_1,1,agent,1.50000,10.50000,9.00000,,0
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t02,human_2,1,human,10.50000,12.00000,1.50000,10.50000,0.00000
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t03,human_1,1,human,18.00000,20.25000,2.25000,18.00000,0.00000
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t03,agent_1,1,agent,20.25000,33.75000,13.50000,,0
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t03,human_2,1,human,33.75000,36.00000,2.25000,33.75000,0.00000
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t04_part_01,specification,1,human,36.00000,37.65000,1.65000,36.00000,0.00000
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t04_part_01,implementation,1,agent,37.65000,46.80000,9.15000,,0
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t04_part_02,specification,1,human,46.80000,48.45000,1.65000,46.80000,0.00000
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t04_part_02,implementation,1,agent,48.45000,57.60000,9.15000,,0
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t04_join,integration,1,agent,57.60000,57.90000,0.30000,,0
EXP-05,exp05_p01_m02_ro050_lh05,exact,phase,t04_join,acceptance,1,human,57.90000,61.20000,3.30000,57.90000,0.00000
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t01,human_1,1,human,12.00,12.75,0.75,12.00,0.00
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t01,agent_1,1,agent,12.75,17.25,4.50,,0
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t01,human_2,1,human,17.25,18.00,0.75,17.25,0.00
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t02,human_1,1,human,0,1.50,1.50,0,0
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t02,agent_1,1,agent,1.50,10.50,9.00,,0
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t02,human_2,1,human,10.50,12.00,1.50,10.50,0.00
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t03,human_1,1,human,18.00,20.25,2.25,18.00,0.00
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t03,agent_1,1,agent,20.25,33.75,13.50,,0
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t03,human_2,1,human,33.75,36.00,2.25,33.75,0.00
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t04_part_01,specification,1,human,36.00,37.50,1.50,36.00,0.00
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t04_part_01,implementation,1,agent,37.50,47.10,9.60,,0
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t04_part_02,specification,1,human,47.10,48.60,1.50,47.10,0.00
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t04_part_02,implementation,1,agent,48.60,58.20,9.60,,0
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t04_join,integration,1,agent,58.20,59.40,1.20,,0
EXP-05,exp05_p01_m02_ro100_lh00,baseline,phase,t04_join,acceptance,1,human,59.40,62.40,3.00,59.40,0.00
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t01,human_1,1,human,12.00000,12.75000,0.75000,12.00000,0.00000
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t01,agent_1,1,agent,12.75000,17.25000,4.50000,,0
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t01,human_2,1,human,17.25000,18.00000,0.75000,17.25000,0.00000
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t02,human_1,1,human,0.00000,1.50000,1.50000,0.00000,0.00000
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t02,agent_1,1,agent,1.50000,10.50000,9.00000,,0
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t02,human_2,1,human,10.50000,12.00000,1.50000,10.50000,0.00000
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t03,human_1,1,human,18.00000,20.25000,2.25000,18.00000,0.00000
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t03,agent_1,1,agent,20.25000,33.75000,13.50000,,0
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t03,human_2,1,human,33.75000,36.00000,2.25000,33.75000,0.00000
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t04_part_01,specification,1,human,36.00000,37.50000,1.50000,36.00000,0.00000
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t04_part_01,implementation,1,agent,37.50000,47.10000,9.60000,,0
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t04_part_02,specification,1,human,47.10000,48.60000,1.50000,47.10000,0.00000
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t04_part_02,implementation,1,agent,48.60000,58.20000,9.60000,,0
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t04_join,integration,1,agent,58.20000,59.40000,1.20000,,0
EXP-05,exp05_p01_m02_ro100_lh00,exact,phase,t04_join,acceptance,1,human,59.40000,62.40000,3.00000,59.40000,0.00000
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t01,human_1,1,human,12.00,12.75,0.75,12.00,0.00
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t01,agent_1,1,agent,12.75,17.25,4.50,,0
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t01,human_2,1,human,17.25,18.00,0.75,17.25,0.00
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t02,human_1,1,human,0,1.50,1.50,0,0
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t02,agent_1,1,agent,1.50,10.50,9.00,,0
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t02,human_2,1,human,10.50,12.00,1.50,10.50,0.00
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t03,human_1,1,human,18.00,20.25,2.25,18.00,0.00
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t03,agent_1,1,agent,20.25,33.75,13.50,,0
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t03,human_2,1,human,33.75,36.00,2.25,33.75,0.00
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t04_part_01,specification,1,human,36.00,37.800,1.800,36.00,0.00
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t04_part_01,implementation,1,agent,37.800,47.100,9.300,,0
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t04_part_02,specification,1,human,47.100,48.900,1.800,47.100,0.000
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t04_part_02,implementation,1,agent,48.900,58.200,9.300,,0
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t04_join,integration,1,agent,58.200,58.800,0.600,,0
EXP-05,exp05_p01_m02_ro100_lh05,baseline,phase,t04_join,acceptance,1,human,58.800,62.400,3.600,58.800,0.000
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t01,human_1,1,human,12.00000,12.75000,0.75000,12.00000,0.00000
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t01,agent_1,1,agent,12.75000,17.25000,4.50000,,0
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t01,human_2,1,human,17.25000,18.00000,0.75000,17.25000,0.00000
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t02,human_1,1,human,0.00000,1.50000,1.50000,0.00000,0.00000
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t02,agent_1,1,agent,1.50000,10.50000,9.00000,,0
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t02,human_2,1,human,10.50000,12.00000,1.50000,10.50000,0.00000
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t03,human_1,1,human,18.00000,20.25000,2.25000,18.00000,0.00000
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t03,agent_1,1,agent,20.25000,33.75000,13.50000,,0
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t03,human_2,1,human,33.75000,36.00000,2.25000,33.75000,0.00000
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t04_part_01,specification,1,human,36.00000,37.80000,1.80000,36.00000,0.00000
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t04_part_01,implementation,1,agent,37.80000,47.10000,9.30000,,0
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t04_part_02,specification,1,human,47.10000,48.90000,1.80000,47.10000,0.00000
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t04_part_02,implementation,1,agent,48.90000,58.20000,9.30000,,0
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t04_join,integration,1,agent,58.20000,58.80000,0.60000,,0
EXP-05,exp05_p01_m02_ro100_lh05,exact,phase,t04_join,acceptance,1,human,58.80000,62.40000,3.60000,58.80000,0.00000
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t01,human_1,1,human,12.00,12.75,0.75,12.00,0.00
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t01,agent_1,1,agent,12.75,17.25,4.50,,0
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t01,human_2,1,human,17.25,18.00,0.75,17.25,0.00
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t02,human_1,1,human,0,1.50,1.50,0,0
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t02,agent_1,1,agent,1.50,10.50,9.00,,0
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t02,human_2,1,human,10.50,12.00,1.50,10.50,0.00
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t03,human_1,1,human,18.00,20.25,2.25,18.00,0.00
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t03,agent_1,1,agent,20.25,33.75,13.50,,0
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t03,human_2,1,human,33.75,36.00,2.25,33.75,0.00
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t04_part_01,specification,1,human,36.00,37.00,1.00,36.00,0.00
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t04_part_01,implementation,1,agent,37.00,43.00,6.00,,0
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t04_part_02,specification,1,human,43.00,44.00,1.00,43.00,0.00
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t04_part_02,implementation,1,agent,44.00,50.00,6.00,,0
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t04_part_03,specification,1,human,50.00,51.00,1.00,50.00,0.00
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t04_part_03,implementation,1,agent,51.00,57.00,6.00,,0
EXP-05,exp05_p01_m03_ro000_lh00,baseline,phase,t04_join,acceptance,1,human,57.00,60.00,3.00,57.00,0.00
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t01,human_1,1,human,12.00000,12.75000,0.75000,12.00000,0.00000
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t01,agent_1,1,agent,12.75000,17.25000,4.50000,,0
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t01,human_2,1,human,17.25000,18.00000,0.75000,17.25000,0.00000
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t02,human_1,1,human,0.00000,1.50000,1.50000,0.00000,0.00000
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t02,agent_1,1,agent,1.50000,10.50000,9.00000,,0
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t02,human_2,1,human,10.50000,12.00000,1.50000,10.50000,0.00000
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t03,human_1,1,human,18.00000,20.25000,2.25000,18.00000,0.00000
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t03,agent_1,1,agent,20.25000,33.75000,13.50000,,0
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t03,human_2,1,human,33.75000,36.00000,2.25000,33.75000,0.00000
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t04_part_01,specification,1,human,43.00000,44.00000,1.00000,43.00000,0.00000
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t04_part_01,implementation,1,agent,44.00000,50.00000,6.00000,,0
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t04_part_02,specification,1,human,50.00000,51.00000,1.00000,50.00000,0.00000
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t04_part_02,implementation,1,agent,51.00000,57.00000,6.00000,,0
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t04_part_03,specification,1,human,36.00000,37.00000,1.00000,36.00000,0.00000
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t04_part_03,implementation,1,agent,37.00000,43.00000,6.00000,,0
EXP-05,exp05_p01_m03_ro000_lh00,exact,phase,t04_join,acceptance,1,human,57.00000,60.00000,3.00000,57.00000,0.00000
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t01,human_1,1,human,12.00,12.75,0.75,12.00,0.00
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t01,agent_1,1,agent,12.75,17.25,4.50,,0
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t01,human_2,1,human,17.25,18.00,0.75,17.25,0.00
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t02,human_1,1,human,0,1.50,1.50,0,0
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t02,agent_1,1,agent,1.50,10.50,9.00,,0
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t02,human_2,1,human,10.50,12.00,1.50,10.50,0.00
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t03,human_1,1,human,18.00,20.25,2.25,18.00,0.00
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t03,agent_1,1,agent,20.25,33.75,13.50,,0
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t03,human_2,1,human,33.75,36.00,2.25,33.75,0.00
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t04_part_01,specification,1,human,36.00,37.00,1.00,36.00,0.00
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t04_part_01,implementation,1,agent,37.00,43.40,6.40,,0
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t04_part_02,specification,1,human,43.40,44.40,1.00,43.40,0.00
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t04_part_02,implementation,1,agent,44.40,50.80,6.40,,0
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t04_part_03,specification,1,human,50.80,51.80,1.00,50.80,0.00
EXP-05,exp05_p01_m03_ro050_lh00,baseline,phase,t04_part_03,implementation,1,agent,51.80,58.20,6.40,,0
