experiment_id,dag_id,cell_id,task_count,topology_family,weight_type,rho_l_bin,human_concentration_bin,observation_seed,claim,component,variant,phase_profile,P,C,gamma,selected_task_id,B4,active_branches,L4,W4,H,rho_l,rho_h_cp,policy_makespan,policy_queue,policy_blocked_any,policy_tightness_relative_gap
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s16,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,16,C2,agent_cost,P=8,io,8,1.630,1,,512.43000,critical_path,512.43000,1130.88000,192.00,0.453125,0.453125,564.93000,96.00000,79.50000,0.102453017973186581581874598
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s16,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,16,C2,human_cost,P=1,io,1,1,1.00,,768.0000,work,348.0000,768.0000,192.00,0.453125,0.453125,768.0000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s16,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,16,C2,human_cost,P=2,io,2,1,1.10,,393.6000,work,356.7000,787.2000,192.00,0.453125,0.453125,465.1500,64.3500,64.3500,0.181783536585365853658536585
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s16,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,16,C2,human_cost,P=4,io,4,1,1.30,,374.1000,critical_path,374.1000,825.6000,192.00,0.453125,0.453125,442.3500,124.8000,103.3500,0.182437850842020850040096231
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s16,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,16,C2,human_cost,P=8,io,8,1,1.70,,408.9000,critical_path,408.9000,902.4000,192.00,0.453125,0.453125,498.1500,163.2000,135.1500,0.218268525311812179016874541
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s16,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,16,C3,decomposition,"P=1,m=1",io,1,1,1,,768.00,work,348.00,768.00,192.00,0.453125,0.453125,768.00,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s16,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,16,C3,decomposition,"P=1,m=3,r_o=0",io,1,1,1,t64,768.0000,work,341.0000,768.0000,192.0000,0.4440104166666666666666666667,0.4479166666666666666666666667,768.0000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s16,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,16,C3,decomposition,"P=1,m=3,r_o=0.10",io,1,1,1,t64,770.400000,work,342.600000,770.400000,193.200000,0.4447040498442367601246105919,0.4492753623188405797101449275,770.400000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s16,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,16,C3,decomposition,"P=4,m=1",io,4,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,400.50,96.00,79.50,0.150862068965517241379310345
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s16,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,16,C3,decomposition,"P=4,m=3,r_o=0",io,4,1,1,t64,341.0000,critical_path,341.0000,768.0000,192.0000,0.4440104166666666666666666667,0.4479166666666666666666666667,394.5000,97.5000,80.5000,0.156891495601173020527859238
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s16,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,16,C3,decomposition,"P=4,m=3,r_o=0.10",io,4,1,1,t64,342.600000,critical_path,342.600000,770.400000,193.200000,0.4447040498442367601246105919,0.4492753623188405797101449275,396.500000,98.100000,80.900000,0.157326328079392877991827204
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C1,phase_profile,alternating_sync,alternating_sync,4,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,373.50,48.00,42.75,0.073275862068965517241379310
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C1,phase_profile,alternating_staggered,alternating_staggered,4,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,381.75,69.00,63.00,0.096982758620689655172413793
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C2,base,P=1,io,1,1,1,,768.00,work,348.00,768.00,192.00,0.453125,0.453125,768.00,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C2,base,P=2,io,2,1,1,,384.00,work,348.00,768.00,192.00,0.453125,0.453125,429.00,57.00,57.00,0.1171875
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C2,base,P=4,io,4,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,399.00,96.00,85.50,0.146551724137931034482758621
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C2,base,P=8,io,8,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,399.00,96.00,85.50,0.146551724137931034482758621
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C2,agent_cost,P=1,io,1,1.000,1,,768.00000,work,348.00000,768.00000,192.00,0.453125,0.453125,768.00000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C2,agent_cost,P=2,io,2,1.060,1,,401.28000,work,363.66000,802.56000,192.00,0.453125,0.453125,446.82000,57.00000,57.00000,0.113486842105263157894736842
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C2,agent_cost,P=4,io,4,1.210,1,,402.81000,critical_path,402.81000,888.96000,192.00,0.453125,0.453125,453.81000,96.00000,85.50000,0.126610560810307589185968571
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C2,agent_cost,P=8,io,8,1.630,1,,512.43000,critical_path,512.43000,1130.88000,192.00,0.453125,0.453125,563.43000,96.00000,85.50000,0.099525788888238393536678180
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C2,human_cost,P=1,io,1,1,1.00,,768.0000,work,348.0000,768.0000,192.00,0.453125,0.453125,768.0000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C2,human_cost,P=2,io,2,1,1.10,,393.6000,work,356.7000,787.2000,192.00,0.453125,0.453125,442.2000,62.7000,62.7000,0.123475609756097560975609756
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C2,human_cost,P=4,io,4,1,1.30,,374.1000,critical_path,374.1000,825.6000,192.00,0.453125,0.453125,440.4000,124.8000,111.1500,0.177225340817963111467522053
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C2,human_cost,P=8,io,8,1,1.70,,408.9000,critical_path,408.9000,902.4000,192.00,0.453125,0.453125,495.6000,164.4000,146.5500,0.212032281731474688187820983
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C3,decomposition,"P=1,m=1",io,1,1,1,,768.00,work,348.00,768.00,192.00,0.453125,0.453125,768.00,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C3,decomposition,"P=1,m=3,r_o=0",io,1,1,1,t64,768.0000,work,341.0000,768.0000,192.0000,0.4440104166666666666666666667,0.4479166666666666666666666667,768.0000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C3,decomposition,"P=1,m=3,r_o=0.10",io,1,1,1,t64,770.400000,work,342.600000,770.400000,193.200000,0.4447040498442367601246105919,0.4492753623188405797101449275,770.400000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C3,decomposition,"P=4,m=1",io,4,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,399.00,96.00,85.50,0.146551724137931034482758621
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C3,decomposition,"P=4,m=3,r_o=0",io,4,1,1,t64,341.0000,critical_path,341.0000,768.0000,192.0000,0.4440104166666666666666666667,0.4479166666666666666666666667,393.0000,97.5000,86.5000,0.152492668621700879765395894
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s17,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,17,C3,decomposition,"P=4,m=3,r_o=0.10",io,4,1,1,t64,342.600000,critical_path,342.600000,770.400000,193.200000,0.4447040498442367601246105919,0.4492753623188405797101449275,395.000000,98.100000,86.900000,0.152948044366608289550496205
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C1,phase_profile,alternating_sync,alternating_sync,4,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,374.25,41.25,35.25,0.075431034482758620689655172
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C1,phase_profile,alternating_staggered,alternating_staggered,4,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,378.00,50.25,48.00,0.086206896551724137931034483
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C2,base,P=1,io,1,1,1,,768.00,work,348.00,768.00,192.00,0.453125,0.453125,768.00,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C2,base,P=2,io,2,1,1,,384.00,work,348.00,768.00,192.00,0.453125,0.453125,448.50,66.00,66.00,0.16796875
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C2,base,P=4,io,4,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,400.50,82.50,70.50,0.150862068965517241379310345
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C2,base,P=8,io,8,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,400.50,82.50,70.50,0.150862068965517241379310345
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C2,agent_cost,P=1,io,1,1.000,1,,768.00000,work,348.00000,768.00000,192.00,0.453125,0.453125,768.00000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C2,agent_cost,P=2,io,2,1.060,1,,401.28000,work,363.66000,802.56000,192.00,0.453125,0.453125,466.86000,66.00000,66.00000,0.163427033492822966507177033
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C2,agent_cost,P=4,io,4,1.210,1,,402.81000,critical_path,402.81000,888.96000,192.00,0.453125,0.453125,455.31000,82.50000,70.50000,0.130334400834140165338497058
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C2,agent_cost,P=8,io,8,1.630,1,,512.43000,critical_path,512.43000,1130.88000,192.00,0.453125,0.453125,564.93000,82.50000,70.50000,0.102453017973186581581874598
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C2,human_cost,P=1,io,1,1,1.00,,768.0000,work,348.0000,768.0000,192.00,0.453125,0.453125,768.0000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C2,human_cost,P=2,io,2,1,1.10,,393.6000,work,356.7000,787.2000,192.00,0.453125,0.453125,462.7500,72.6000,72.6000,0.175685975609756097560975610
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C2,human_cost,P=4,io,4,1,1.30,,374.1000,critical_path,374.1000,825.6000,192.00,0.453125,0.453125,442.3500,107.2500,91.6500,0.182437850842020850040096231
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C2,human_cost,P=8,io,8,1,1.70,,408.9000,critical_path,408.9000,902.4000,192.00,0.453125,0.453125,498.1500,140.2500,119.8500,0.218268525311812179016874541
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C3,decomposition,"P=1,m=1",io,1,1,1,,768.00,work,348.00,768.00,192.00,0.453125,0.453125,768.00,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C3,decomposition,"P=1,m=3,r_o=0",io,1,1,1,t64,768.0000,work,341.0000,768.0000,192.0000,0.4440104166666666666666666667,0.4479166666666666666666666667,768.0000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C3,decomposition,"P=1,m=3,r_o=0.10",io,1,1,1,t64,770.400000,work,342.600000,770.400000,193.200000,0.4447040498442367601246105919,0.4492753623188405797101449275,770.400000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C3,decomposition,"P=4,m=1",io,4,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,400.50,82.50,70.50,0.150862068965517241379310345
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C3,decomposition,"P=4,m=3,r_o=0",io,4,1,1,t64,341.0000,critical_path,341.0000,768.0000,192.0000,0.4440104166666666666666666667,0.4479166666666666666666666667,394.5000,84.0000,71.5000,0.156891495601173020527859238
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s18,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,18,C3,decomposition,"P=4,m=3,r_o=0.10",io,4,1,1,t64,342.600000,critical_path,342.600000,770.400000,193.200000,0.4447040498442367601246105919,0.4492753623188405797101449275,396.500000,84.600000,71.900000,0.157326328079392877991827204
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C1,phase_profile,alternating_sync,alternating_sync,4,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,373.50,43.50,38.25,0.073275862068965517241379310
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C1,phase_profile,alternating_staggered,alternating_staggered,4,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,377.25,56.25,52.50,0.084051724137931034482758621
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C2,base,P=1,io,1,1,1,,768.00,work,348.00,768.00,192.00,0.453125,0.453125,768.00,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C2,base,P=2,io,2,1,1,,384.00,work,348.00,768.00,192.00,0.453125,0.453125,420.00,31.50,31.50,0.09375
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C2,base,P=4,io,4,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,399.00,87.00,76.50,0.146551724137931034482758621
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C2,base,P=8,io,8,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,399.00,87.00,76.50,0.146551724137931034482758621
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C2,agent_cost,P=1,io,1,1.000,1,,768.00000,work,348.00000,768.00000,192.00,0.453125,0.453125,768.00000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C2,agent_cost,P=2,io,2,1.060,1,,401.28000,work,363.66000,802.56000,192.00,0.453125,0.453125,437.82000,31.50000,31.50000,0.091058612440191387559808612
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C2,agent_cost,P=4,io,4,1.210,1,,402.81000,critical_path,402.81000,888.96000,192.00,0.453125,0.453125,453.81000,87.00000,76.50000,0.126610560810307589185968571
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C2,agent_cost,P=8,io,8,1.630,1,,512.43000,critical_path,512.43000,1130.88000,192.00,0.453125,0.453125,563.43000,87.00000,76.50000,0.099525788888238393536678180
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C2,human_cost,P=1,io,1,1,1.00,,768.0000,work,348.0000,768.0000,192.00,0.453125,0.453125,768.0000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C2,human_cost,P=2,io,2,1,1.10,,393.6000,work,356.7000,787.2000,192.00,0.453125,0.453125,432.3000,34.6500,34.6500,0.098323170731707317073170732
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C2,human_cost,P=4,io,4,1,1.30,,374.1000,critical_path,374.1000,825.6000,192.00,0.453125,0.453125,440.4000,113.1000,99.4500,0.177225340817963111467522053
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C2,human_cost,P=8,io,8,1,1.70,,408.9000,critical_path,408.9000,902.4000,192.00,0.453125,0.453125,495.6000,149.1000,131.2500,0.212032281731474688187820983
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C3,decomposition,"P=1,m=1",io,1,1,1,,768.00,work,348.00,768.00,192.00,0.453125,0.453125,768.00,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C3,decomposition,"P=1,m=3,r_o=0",io,1,1,1,t64,768.0000,work,341.0000,768.0000,192.0000,0.4440104166666666666666666667,0.4479166666666666666666666667,768.0000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C3,decomposition,"P=1,m=3,r_o=0.10",io,1,1,1,t64,770.400000,work,342.600000,770.400000,193.200000,0.4447040498442367601246105919,0.4492753623188405797101449275,770.400000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C3,decomposition,"P=4,m=1",io,4,1,1,,348.00,critical_path,348.00,768.00,192.00,0.453125,0.453125,399.00,87.00,76.50,0.146551724137931034482758621
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C3,decomposition,"P=4,m=3,r_o=0",io,4,1,1,t64,341.0000,critical_path,341.0000,768.0000,192.0000,0.4440104166666666666666666667,0.4479166666666666666666666667,393.0000,88.5000,77.5000,0.152492668621700879765395894
EXP-07,exp07_n64_mixed_homogeneous_rhmedium_s19,n64_mixed_homogeneous_rhmedium,64,mixed,homogeneous,medium,medium,19,C3,decomposition,"P=4,m=3,r_o=0.10",io,4,1,1,t64,342.600000,critical_path,342.600000,770.400000,193.200000,0.4447040498442367601246105919,0.4492753623188405797101449275,395.000000,89.100000,77.900000,0.152948044366608289550496205
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C1,phase_profile,alternating_sync,alternating_sync,4,1,1,,348.00,critical_path,348.00,768.00,254.40,0.453125,0.7523584905660377358490566038,373.50,42.75,37.80,0.073275862068965517241379310
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C1,phase_profile,alternating_staggered,alternating_staggered,4,1,1,,348.00,critical_path,348.00,768.00,254.40,0.453125,0.7523584905660377358490566038,381.55,68.15,64.65,0.096408045977011494252873563
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C2,base,P=1,io,1,1,1,,768.00,work,348.00,768.00,254.40,0.453125,0.7523584905660377358490566038,768.00,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C2,base,P=2,io,2,1,1,,384.00,work,348.00,768.00,254.40,0.453125,0.7523584905660377358490566038,448.50,69.30,69.30,0.16796875
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C2,base,P=4,io,4,1,1,,348.00,critical_path,348.00,768.00,254.40,0.453125,0.7523584905660377358490566038,382.50,62.10,59.40,0.099137931034482758620689655
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C2,base,P=8,io,8,1,1,,348.00,critical_path,348.00,768.00,254.40,0.453125,0.7523584905660377358490566038,382.50,62.10,59.40,0.099137931034482758620689655
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C2,agent_cost,P=1,io,1,1.000,1,,768.00000,work,348.00000,768.00000,254.40,0.453125,0.7523584905660377358490566038,768.00000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C2,agent_cost,P=2,io,2,1.060,1,,399.40800,work,363.44400,798.81600,254.40,0.4549783679846172335055882706,0.3561320754716981132075471698,466.83600,69.40800,69.40800,0.168819853383006850138204543
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C2,agent_cost,P=4,io,4,1.210,1,,402.05400,critical_path,402.05400,875.85600,254.40,0.4590412122540691620540362799,0.3561320754716981132075471698,434.79000,68.28000,59.49600,0.081421898550940918384097659
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C2,agent_cost,P=8,io,8,1.630,1,,510.16200,critical_path,510.16200,1091.56800,254.40,0.4673662108086715623763246999,0.3561320754716981132075471698,538.00200,52.02000,49.64400,0.054570901007915132840156656
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C2,human_cost,P=1,io,1,1,1.00,,768.0000,work,348.0000,768.0000,254.40,0.453125,0.7523584905660377358490566038,768.0000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C2,human_cost,P=2,io,2,1,1.10,,396.7200,work,367.1400,793.4400,254.40,0.4627192982456140350877192982,0.7523584905660377358490566038,435.6000,33.4800,33.4800,0.098003629764065335753176044
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C2,human_cost,P=4,io,4,1,1.30,,405.4200,critical_path,405.4200,844.3200,254.40,0.4801733939738487777146105742,0.7523584905660377358490566038,436.4100,85.9500,71.3700,0.076439248187065265650436584
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C2,human_cost,P=8,io,8,1,1.70,,481.9800,critical_path,481.9800,946.0800,254.40,0.5094495180111618467782851344,0.7523584905660377358490566038,513.8400,146.1600,122.3100,0.066102327897423129590439437
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C3,decomposition,"P=1,m=1",io,1,1,1,,768.00,work,348.00,768.00,254.40,0.453125,0.7523584905660377358490566038,768.00,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C3,decomposition,"P=1,m=3,r_o=0",io,1,1,1,t64,768.0000,work,342.2000,768.0000,254.4000,0.4455729166666666666666666667,0.7437106918238993710691823899,768.0000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C3,decomposition,"P=1,m=3,r_o=0.10",io,1,1,1,t64,770.400000,work,343.800000,770.400000,255.600000,0.4462616822429906542056074766,0.7433489827856025039123630673,770.400000,0,0,0
EXP-07,exp07_n64_mixed_homogeneous_rhhigh_s00,n64_mixed_homogeneous_rhhigh,64,mixed,homogeneous,medium,high,0,C3,decomposition,"P=4,m=1",io,4,1,1,,348.00,critical_path,348.00,768.00,254.40,0.453125,0.7523584905660377358490566038,382.50,62.10,59.40,0.099137931034482758620689655
