pair_type,dag_id,task_count,topology_family,weight_type,path_multiplicity,observation_index,phase_profile,P,path_stable,path_transition,delta_reference_path_length,delta_reference_path_length_normalized,delta_L4,delta_B4,theoretical_delta,identity_holds,delta_makespan,delta_makespan_normalized,delta_queue,delta_queue_normalized,delta_blocked_any,delta_blocked_any_normalized
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_07,16,wide_layered,lognormal,tied,7,io,8,,,,,,,,,-4.032,-0.03733333333333333333333333333,-50.208,-0.4648888888888888888888888889,-13.056,-0.1208888888888888888888888889
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_07,16,wide_layered,lognormal,tied,7,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_07,16,wide_layered,lognormal,tied,7,equal_alternating,4,,,,,,,,,-0.864,-0.008,-6.400,-0.05925925925925925925925925926,-4.720,-0.04370370370370370370370370370
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_07,16,wide_layered,lognormal,tied,7,equal_alternating,8,,,,,,,,,2.576,0.02385185185185185185185185185,5.392,0.04992592592592592592592592593,-2.992,-0.02770370370370370370370370370
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_07,16,wide_layered,lognormal,tied,7,io,4,true,t01->t06->t16 => t01->t06->t16,6.2208,0.05521472392638036809815950920,6.2208,6.2208,6.220800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_08,16,wide_layered,lognormal,tied,8,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_08,16,wide_layered,lognormal,tied,8,io,4,,,,,,,,,-2.430,-0.02314285714285714285714285714,-11.670,-0.1111428571428571428571428571,-8.790,-0.08371428571428571428571428571
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_08,16,wide_layered,lognormal,tied,8,io,8,,,,,,,,,-9.150,-0.1089285714285714285714285714,-54.990,-0.6546428571428571428571428571,-14.190,-0.1689285714285714285714285714
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_08,16,wide_layered,lognormal,tied,8,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_08,16,wide_layered,lognormal,tied,8,equal_alternating,4,,,,,,,,,-1.355,-0.01290476190476190476190476190,-6.350,-0.06047619047619047619047619048,-4.910,-0.04676190476190476190476190476
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_08,16,wide_layered,lognormal,tied,8,equal_alternating,8,,,,,,,,,0.405,0.004821428571428571428571428571,6.810,0.08107142857142857142857142857,-5.865,-0.06982142857142857142857142857
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_08,16,wide_layered,lognormal,tied,8,io,4,true,t01->t10->t16 => t01->t10->t16,6.0480,0.05559845559845559845559845560,6.0480,0.0000,6.048000,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_09,16,wide_layered,lognormal,unique,9,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_09,16,wide_layered,lognormal,unique,9,io,4,,,,,,,,,2.421,0.01834090909090909090909090909,14.397,0.1090681818181818181818181818,1.891,0.01432575757575757575757575758
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_09,16,wide_layered,lognormal,unique,9,io,8,,,,,,,,,0.091,0.0006893939393939393939393939394,34.642,0.2624393939393939393939393939,-6.430,-0.04871212121212121212121212121
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_09,16,wide_layered,lognormal,unique,9,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_09,16,wide_layered,lognormal,unique,9,equal_alternating,4,,,,,,,,,1.928,0.01460606060606060606060606061,13.088,0.09915151515151515151515151515,4.423,0.03350757575757575757575757576
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_09,16,wide_layered,lognormal,unique,9,equal_alternating,8,,,,,,,,,0.723,0.005477272727272727272727272727,20.445,0.1548863636363636363636363636,1.466,0.01110606060606060606060606061
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_09,16,wide_layered,lognormal,unique,9,io,4,true,t01->t03->t16 => t01->t03->t16,7.0848,0.05159576327472296990247142308,7.0848,7.0848,7.084800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_10,16,wide_layered,lognormal,tied,10,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_10,16,wide_layered,lognormal,tied,10,io,4,,,,,,,,,-5.134,-0.05520430107526881720430107527,-19.744,-0.2123010752688172043010752688,-9.290,-0.09989247311827956989247311828
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_10,16,wide_layered,lognormal,tied,10,io,8,,,,,,,,,-2.902,-0.04836666666666666666666666667,-43.946,-0.7324333333333333333333333333,-10.919,-0.1819833333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_10,16,wide_layered,lognormal,tied,10,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_10,16,wide_layered,lognormal,tied,10,equal_alternating,4,,,,,,,,,-0.129,-0.001387096774193548387096774194,-1.861,-0.02001075268817204301075268817,-0.886,-0.009526881720430107526881720430
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_10,16,wide_layered,lognormal,tied,10,equal_alternating,8,,,,,,,,,4.160,0.06933333333333333333333333333,-4.093,-0.06821666666666666666666666667,-4.953,-0.08255
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_10,16,wide_layered,lognormal,tied,10,io,4,true,t01->t11->t16 => t01->t11->t16,5.3568,0.05559845559845559845559845560,5.3568,0.0000,5.356800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_11,16,wide_layered,lognormal,unique,11,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_11,16,wide_layered,lognormal,unique,11,io,4,,,,,,,,,10.241,0.09482407407407407407407407407,25.418,0.2353518518518518518518518519,11.732,0.1086296296296296296296296296
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_11,16,wide_layered,lognormal,unique,11,io,8,,,,,,,,,2.823,0.02940625,22.390,0.2332291666666666666666666667,-1.827,-0.01903125
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_11,16,wide_layered,lognormal,unique,11,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_11,16,wide_layered,lognormal,unique,11,equal_alternating,4,,,,,,,,,5.096,0.04718518518518518518518518519,19.223,0.1779907407407407407407407407,8.231,0.07621296296296296296296296296
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_11,16,wide_layered,lognormal,unique,11,equal_alternating,8,,,,,,,,,5.782,0.06022916666666666666666666667,25.171,0.2621979166666666666666666667,1.283,0.01336458333333333333333333333
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_11,16,wide_layered,lognormal,unique,11,io,4,true,t01->t02->t16 => t01->t02->t16,6.2208,0.05559845559845559845559845560,6.2208,0.0000,6.220800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_12,16,wide_layered,lognormal,unique,12,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_12,16,wide_layered,lognormal,unique,12,io,4,,,,,,,,,-3.720,-0.03024390243902439024390243902,-2.928,-0.02380487804878048780487804878,-8.793,-0.07148780487804878048780487805
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_12,16,wide_layered,lognormal,unique,12,io,8,,,,,,,,,8.656,0.08014814814814814814814814815,21.525,0.1993055555555555555555555556,-6.362,-0.05890740740740740740740740741
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_12,16,wide_layered,lognormal,unique,12,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_12,16,wide_layered,lognormal,unique,12,equal_alternating,4,,,,,,,,,1.789,0.01454471544715447154471544715,23.438,0.1905528455284552845528455285,4.470,0.03634146341463414634146341463
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_12,16,wide_layered,lognormal,unique,12,equal_alternating,8,,,,,,,,,2.780,0.02574074074074074074074074074,20.549,0.1902685185185185185185185185,-3.014,-0.02790740740740740740740740741
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_12,16,wide_layered,lognormal,unique,12,io,4,true,t01->t04->t16 => t01->t04->t16,7.0848,0.05559845559845559845559845560,7.0848,0.0000,7.084800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_13,16,wide_layered,lognormal,unique,13,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_13,16,wide_layered,lognormal,unique,13,io,4,,,,,,,,,3.456,0.036,19.749,0.20571875,4.774,0.04972916666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_13,16,wide_layered,lognormal,unique,13,io,8,,,,,,,,,-1.092,-0.013,0.687,0.008178571428571428571428571429,-4.226,-0.05030952380952380952380952381
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_13,16,wide_layered,lognormal,unique,13,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_13,16,wide_layered,lognormal,unique,13,equal_alternating,4,,,,,,,,,-0.358,-0.003729166666666666666666666667,25.603,0.2666979166666666666666666667,9.924,0.103375
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_13,16,wide_layered,lognormal,unique,13,equal_alternating,8,,,,,,,,,5.413,0.06444047619047619047619047619,48.290,0.5748809523809523809523809524,-0.013,-0.0001547619047619047619047619048
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_13,16,wide_layered,lognormal,unique,13,io,4,true,t01->t05->t16 => t01->t05->t16,5.5296,0.05559845559845559845559845560,5.5296,0.0000,5.529600,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_14,16,wide_layered,lognormal,tied,14,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_14,16,wide_layered,lognormal,tied,14,io,4,,,,,,,,,-7.028,-0.04685333333333333333333333333,-32.313,-0.21542,-18.599,-0.1239933333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_14,16,wide_layered,lognormal,tied,14,io,8,,,,,,,,,-8.997,-0.09371875,-29.818,-0.3106041666666666666666666667,-10.499,-0.1093645833333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_14,16,wide_layered,lognormal,tied,14,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_14,16,wide_layered,lognormal,tied,14,equal_alternating,4,,,,,,,,,-4.735,-0.03156666666666666666666666667,-18.914,-0.1260933333333333333333333333,-14.150,-0.09433333333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_14,16,wide_layered,lognormal,tied,14,equal_alternating,8,,,,,,,,,-1.583,-0.01648958333333333333333333333,8.539,0.08894791666666666666666666667,-2.309,-0.02405208333333333333333333333
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_14,16,wide_layered,lognormal,tied,14,io,4,true,t01->t08->t16 => t01->t08->t16,8.6400,0.05559845559845559845559845560,8.6400,0.0000,8.640000,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_15,16,wide_layered,lognormal,unique,15,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_15,16,wide_layered,lognormal,unique,15,io,4,,,,,,,,,3.834,0.03195,27.031,0.2252583333333333333333333333,4.639,0.03865833333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_15,16,wide_layered,lognormal,unique,15,io,8,,,,,,,,,-0.294,-0.00245,-8.729,-0.07274166666666666666666666667,-7.759,-0.06465833333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_15,16,wide_layered,lognormal,unique,15,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_15,16,wide_layered,lognormal,unique,15,equal_alternating,4,,,,,,,,,0.605,0.005041666666666666666666666667,27.371,0.2280916666666666666666666667,6.478,0.05398333333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_15,16,wide_layered,lognormal,unique,15,equal_alternating,8,,,,,,,,,5.661,0.047175,26.711,0.2225916666666666666666666667,-4.252,-0.03543333333333333333333333333
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_15,16,wide_layered,lognormal,unique,15,io,4,true,t01->t12->t16 => t01->t12->t16,6.0480,0.04856427057236461746001156292,6.0480,6.0480,6.048000,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_16,16,wide_layered,lognormal,unique,16,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_16,16,wide_layered,lognormal,unique,16,io,4,,,,,,,,,3.795,0.02875,6.001,0.04546212121212121212121212121,-3.442,-0.02607575757575757575757575758
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_16,16,wide_layered,lognormal,unique,16,io,8,,,,,,,,,1.539,0.01165909090909090909090909091,49.704,0.3765454545454545454545454545,-0.323,-0.002446969696969696969696969697
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_16,16,wide_layered,lognormal,unique,16,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_16,16,wide_layered,lognormal,unique,16,equal_alternating,4,,,,,,,,,1.960,0.01484848484848484848484848485,7.608,0.05763636363636363636363636364,0.221,0.001674242424242424242424242424
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_16,16,wide_layered,lognormal,unique,16,equal_alternating,8,,,,,,,,,-0.061,-0.0004621212121212121212121212121,12.022,0.09107575757575757575757575758,-6.803,-0.05153787878787878787878787879
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_16,16,wide_layered,lognormal,unique,16,io,4,true,t01->t11->t16 => t01->t11->t16,6.7392,0.04917171575666304766574440514,6.7392,6.7392,6.739200,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_17,16,wide_layered,lognormal,unique,17,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_17,16,wide_layered,lognormal,unique,17,io,4,,,,,,,,,10.593,0.08025,27.194,0.2060151515151515151515151515,6.400,0.04848484848484848484848484848
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_17,16,wide_layered,lognormal,unique,17,io,8,,,,,,,,,12.152,0.09206060606060606060606060606,44.684,0.3385151515151515151515151515,-5.408,-0.04096969696969696969696969697
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_17,16,wide_layered,lognormal,unique,17,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_17,16,wide_layered,lognormal,unique,17,equal_alternating,4,,,,,,,,,0.277,0.002098484848484848484848484848,23.592,0.1787272727272727272727272727,7.940,0.06015151515151515151515151515
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_17,16,wide_layered,lognormal,unique,17,equal_alternating,8,,,,,,,,,2.035,0.01541666666666666666666666667,30.764,0.2330606060606060606060606061,-2.139,-0.01620454545454545454545454545
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_17,16,wide_layered,lognormal,unique,17,io,4,true,t01->t08->t16 => t01->t08->t16,7.2576,0.05280435845498358594677655934,7.2576,7.2576,7.257600,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_18,16,wide_layered,lognormal,unique,18,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_18,16,wide_layered,lognormal,unique,18,io,4,,,,,,,,,6.343,0.07551190476190476190476190476,16.958,0.2018809523809523809523809524,1.072,0.01276190476190476190476190476
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_18,16,wide_layered,lognormal,unique,18,io,8,,,,,,,,,0.000,0,10.401,0.1238214285714285714285714286,-5.257,-0.06258333333333333333333333333
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_18,16,wide_layered,lognormal,unique,18,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_18,16,wide_layered,lognormal,unique,18,equal_alternating,4,,,,,,,,,7.363,0.08765476190476190476190476190,23.436,0.279,5.802,0.06907142857142857142857142857
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_18,16,wide_layered,lognormal,unique,18,equal_alternating,8,,,,,,,,,-1.642,-0.01954761904761904761904761905,12.167,0.1448452380952380952380952381,-5.688,-0.06771428571428571428571428571
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_18,16,wide_layered,lognormal,unique,18,io,4,true,t01->t07->t16 => t01->t07->t16,4.3200,0.04951856946354883081155433287,4.3200,4.3200,4.320000,true,,,,,,
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_19,16,wide_layered,lognormal,unique,19,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_19,16,wide_layered,lognormal,unique,19,io,4,,,,,,,,,12.267,0.09086666666666666666666666667,38.776,0.2872296296296296296296296296,3.195,0.02366666666666666666666666667
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_19,16,wide_layered,lognormal,unique,19,io,8,,,,,,,,,8.091,0.06129545454545454545454545455,28.975,0.2195075757575757575757575758,-3.065,-0.02321969696969696969696969697
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_19,16,wide_layered,lognormal,unique,19,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_19,16,wide_layered,lognormal,unique,19,equal_alternating,4,,,,,,,,,16.633,0.1232074074074074074074074074,60.107,0.4452370370370370370370370370,17.358,0.1285777777777777777777777778
schedule_policy,exp08_confirmatory_n16_wide_layered_lognormal_19,16,wide_layered,lognormal,unique,19,equal_alternating,8,,,,,,,,,20.939,0.1586287878787878787878787879,97.539,0.7389318181818181818181818182,1.844,0.01396969696969696969696969697
differentiated_slowdown,exp08_confirmatory_n16_wide_layered_lognormal_19,16,wide_layered,lognormal,unique,19,io,4,true,t01->t14->t16 => t01->t14->t16,7.7760,0.05559845559845559845559845560,7.7760,5.7480,7.776000,true,,,,,,
schedule_policy,exp08_confirmatory_n16_mixed_homogeneous_00,16,mixed,homogeneous,tied,0,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_mixed_homogeneous_00,16,mixed,homogeneous,tied,0,io,4,,,,,,,,,-1.390,-0.01654761904761904761904761905,-4.444,-0.05290476190476190476190476190,-4.353,-0.05182142857142857142857142857
schedule_policy,exp08_confirmatory_n16_mixed_homogeneous_00,16,mixed,homogeneous,tied,0,io,8,,,,,,,,,-1.390,-0.01654761904761904761904761905,-4.444,-0.05290476190476190476190476190,-4.353,-0.05182142857142857142857142857
schedule_policy,exp08_confirmatory_n16_mixed_homogeneous_00,16,mixed,homogeneous,tied,0,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_mixed_homogeneous_00,16,mixed,homogeneous,tied,0,equal_alternating,4,,,,,,,,,-0.493,-0.005869047619047619047619047619,-1.571,-0.01870238095238095238095238095,-1.661,-0.01977380952380952380952380952
schedule_policy,exp08_confirmatory_n16_mixed_homogeneous_00,16,mixed,homogeneous,tied,0,equal_alternating,8,,,,,,,,,-0.493,-0.005869047619047619047619047619,-1.571,-0.01870238095238095238095238095,-1.661,-0.01977380952380952380952380952
differentiated_slowdown,exp08_confirmatory_n16_mixed_homogeneous_00,16,mixed,homogeneous,tied,0,io,4,false,t01->t03->t07->t09->t12->t14->t16 => t01->t02->t06->t10->t13->t15->t16,2.7648,0.03167717875126746524137693987,1.5579,1.5579,2.764800,true,,,,,,
