experiment_id,scenario_id,scenario_sha256,object_id,phase_profile,regime_id,slice_id,policy_id,agent_count,human_share,c_model,C,gamma_model,gamma,W4,L4,W4_over_P,gamma_H,B4,active_branches,critical_path,solver_status,exact_makespan,T_star,solver_best_bound,solver_gap,solver_wall_time_seconds,exact_gap_to_B4,exact_relative_gap_to_B4,exact_queue,exact_blocked_any,exact_max_human_queue,exact_agent_productive_utilization,exact_agent_slot_utilization,exact_human_utilization,baseline_makespan,baseline_gap_to_optimum,baseline_relative_gap,baseline_queue,baseline_blocked_any,baseline_max_human_queue,baseline_agent_productive_utilization,baseline_agent_slot_utilization,baseline_human_utilization,delta_T_star_to_next_P,delta_baseline_to_next_P
EXP-02,exp02_fork_join_n4_c0_g0_rh25_p02,e4375547bf6fbfeb6be2c20fd0d44e4eb343c4a4d4246baa25ce66d66a7b3cda,fork_join_n4,alternating_sync,c0_g0_rh25,pure_parallelism_and_human_share,bottom_level_fcfs_v1,2,0.25,C0,1,gamma0,1,60.00,48.00,30.00,15.00,48.00,critical_path,t01->t03->t04,OPTIMAL,48.00000,48.00000,48.000000,0.0,0.002703,0.00000,0.000000,0,0,0,0.468750,0.625000,0.312500,48.000,0.00000,0.000000,1.125,1.125,1,0.468750,0.636719,0.312500,0.00000,0.000
EXP-02,exp02_fork_join_n4_c0_g0_rh25_p03,5d46bc53926fa2d51c4da56c05eaa47b607e3d05266cb1997e0f4e1bd8356a31,fork_join_n4,alternating_sync,c0_g0_rh25,pure_parallelism_and_human_share,bottom_level_fcfs_v1,3,0.25,C0,1,gamma0,1,60.00,48.00,20.00,15.00,48.00,critical_path,t01->t03->t04,OPTIMAL,48.00000,48.00000,48.000000,0.0,0.003060,0.00000,0.000000,0,0,0,0.312500,0.416667,0.312500,48.000,0.00000,0.000000,1.125,1.125,1,0.312500,0.424479,0.312500,0.00000,0.000
EXP-02,exp02_fork_join_n4_c0_g0_rh25_p04,33039204d0781ff38f0315ffd074669922b371b5d34d1735328098f00d956419,fork_join_n4,alternating_sync,c0_g0_rh25,pure_parallelism_and_human_share,bottom_level_fcfs_v1,4,0.25,C0,1,gamma0,1,60.00,48.00,15.00,15.00,48.00,critical_path,t01->t03->t04,OPTIMAL,48.00000,48.00000,48.000000,0.0,0.002795,0.00000,0.000000,0,0,0,0.234375,0.312500,0.312500,48.000,0.00000,0.000000,1.125,1.125,1,0.234375,0.318359,0.312500,0.00000,0.000
EXP-02,exp02_fork_join_n4_c0_g0_rh25_p06,a2fcc448769f4951267f5a6de9eea38e5b9b8338e55b8ce73721ff284a69f994,fork_join_n4,alternating_sync,c0_g0_rh25,pure_parallelism_and_human_share,bottom_level_fcfs_v1,6,0.25,C0,1,gamma0,1,60.00,48.00,10.00,15.00,48.00,critical_path,t01->t03->t04,OPTIMAL,48.00000,48.00000,48.000000,0.0,0.003357,0.00000,0.000000,0,0,0,0.156250,0.208333,0.312500,48.000,0.00000,0.000000,1.125,1.125,1,0.156250,0.212240,0.312500,0.00000,0.000
EXP-02,exp02_fork_join_n4_c0_g0_rh25_p08,ffb808627ca1ce7e6bfc8b2a9c1d9a3193f9218cce01f42d643c3df2d8b207da,fork_join_n4,alternating_sync,c0_g0_rh25,pure_parallelism_and_human_share,bottom_level_fcfs_v1,8,0.25,C0,1,gamma0,1,60.00,48.00,7.50,15.00,48.00,critical_path,t01->t03->t04,OPTIMAL,48.00000,48.00000,48.000000,0.0,0.003171,0.00000,0.000000,0,0,0,0.117188,0.156250,0.312500,48.000,0.00000,0.000000,1.125,1.125,1,0.117188,0.159180,0.312500,0.00000,0.000
EXP-02,exp02_fork_join_n4_c0_g0_rh25_p12,8d8b79b16f9e2881a45b5009300ef3dc54b0882a814891e15f4a33c366aec7f9,fork_join_n4,alternating_sync,c0_g0_rh25,pure_parallelism_and_human_share,bottom_level_fcfs_v1,12,0.25,C0,1,gamma0,1,60.00,48.00,5.00,15.00,48.00,critical_path,t01->t03->t04,OPTIMAL,48.00000,48.00000,48.000000,0.0,0.003375,0.00000,0.000000,0,0,0,0.078125,0.104167,0.312500,48.000,0.00000,0.000000,1.125,1.125,1,0.078125,0.106120,0.312500,,
EXP-02,exp02_fork_join_n4_c0_g0_rh50_p01,35ba119bddd0eb411eb91daba1ff2ee88bc44b7a3e2811d16f3dc80411d191d9,fork_join_n4,alternating_sync,c0_g0_rh50,human_share,bottom_level_fcfs_v1,1,0.50,C0,1,gamma0,1,60.00,48.00,60.00,30.00,60.00,work,t01->t03->t04,OPTIMAL,60.00000,60.00000,60.000000,0.0,0.001374,0.00000,0.000000,0,0,0,0.500000,1.000000,0.500000,60.00,0.00000,0.000000,0,0,0,0.500000,1.000000,0.500000,10.50000,10.50
EXP-02,exp02_fork_join_n4_c0_g0_rh50_p02,450901c269defd0c7083eeaaca5ed68ae4d396d11c8004cd36461fc82dfac370,fork_join_n4,alternating_sync,c0_g0_rh50,human_share,bottom_level_fcfs_v1,2,0.50,C0,1,gamma0,1,60.00,48.00,30.00,30.00,48.00,critical_path,t01->t03->t04,OPTIMAL,49.50000,49.50000,49.500000,0.0,0.004267,1.50000,0.031250,3.75000,3.75000,1,0.303030,0.643939,0.606061,49.50,0.00000,0.000000,7.50,7.50,1,0.303030,0.681818,0.606061,0.00000,0.00
EXP-02,exp02_fork_join_n4_c0_g0_rh50_p03,6155acc721b986d12f8d049a8bac9d84bbe11e24183fa6c5faa53e4a1591bbdf,fork_join_n4,alternating_sync,c0_g0_rh50,human_share,bottom_level_fcfs_v1,3,0.50,C0,1,gamma0,1,60.00,48.00,20.00,30.00,48.00,critical_path,t01->t03->t04,OPTIMAL,49.50000,49.50000,49.500000,0.0,0.342096,1.50000,0.031250,3.75000,3.75000,1,0.202020,0.429293,0.606061,49.50,0.00000,0.000000,7.50,7.50,1,0.202020,0.454545,0.606061,0.00000,0.00
EXP-02,exp02_fork_join_n4_c0_g0_rh50_p04,8faeedf3b77ac1d378bc68a0fa9772e0ebe23b41328940a8c525a521e0b80557,fork_join_n4,alternating_sync,c0_g0_rh50,human_share,bottom_level_fcfs_v1,4,0.50,C0,1,gamma0,1,60.00,48.00,15.00,30.00,48.00,critical_path,t01->t03->t04,OPTIMAL,49.50000,49.50000,49.500000,0.0,0.345862,1.50000,0.031250,3.75000,3.75000,1,0.151515,0.321970,0.606061,49.50,0.00000,0.000000,7.50,7.50,1,0.151515,0.340909,0.606061,0.00000,0.00
EXP-02,exp02_fork_join_n4_c0_g0_rh50_p06,6b2ef5181879ca70217a75c69ba3616ed60f10baeba42688c98ddfc089bacb85,fork_join_n4,alternating_sync,c0_g0_rh50,human_share,bottom_level_fcfs_v1,6,0.50,C0,1,gamma0,1,60.00,48.00,10.00,30.00,48.00,critical_path,t01->t03->t04,OPTIMAL,49.50000,49.50000,49.500000,0.0,0.344814,1.50000,0.031250,3.75000,3.75000,1,0.101010,0.214646,0.606061,49.50,0.00000,0.000000,7.50,7.50,1,0.101010,0.227273,0.606061,0.00000,0.00
EXP-02,exp02_fork_join_n4_c0_g0_rh50_p08,0caaecb67b1cb36c9d752e7c8dd6ecd81bb09211212b5981e27639f68b8d9c8c,fork_join_n4,alternating_sync,c0_g0_rh50,human_share,bottom_level_fcfs_v1,8,0.50,C0,1,gamma0,1,60.00,48.00,7.50,30.00,48.00,critical_path,t01->t03->t04,OPTIMAL,49.50000,49.50000,49.500000,0.0,0.340181,1.50000,0.031250,3.75000,3.75000,1,0.075758,0.160985,0.606061,49.50,0.00000,0.000000,7.50,7.50,1,0.075758,0.170455,0.606061,0.00000,0.00
EXP-02,exp02_fork_join_n4_c0_g0_rh50_p12,6a52b7c55ad4113dd5d4e4b45050643607c80db853990d5176c7bd87fb823a20,fork_join_n4,alternating_sync,c0_g0_rh50,human_share,bottom_level_fcfs_v1,12,0.50,C0,1,gamma0,1,60.00,48.00,5.00,30.00,48.00,critical_path,t01->t03->t04,OPTIMAL,49.50000,49.50000,49.500000,0.0,0.343153,1.50000,0.031250,3.75000,3.75000,1,0.050505,0.107323,0.606061,49.50,0.00000,0.000000,7.50,7.50,1,0.050505,0.113636,0.606061,,
EXP-02,exp02_fork_join_n4_c1_g0_rh25_p01,8f634c1c78315de0b31558dbef27cf90de97d79901f9f36c3466d5d4a6d714a3,fork_join_n4,alternating_sync,c1_g0_rh25,interagent_overhead,bottom_level_fcfs_v1,1,0.25,C1,1.000,gamma0,1,60.00000,48.00000,60.00000,15.00,60.00000,work,t01->t03->t04,OPTIMAL,60.00000,60.00000,60.000000,0.0,0.001561,0.00000,0.000000,0,0,0,0.750000,1.000000,0.250000,60.00000,0.00000,0.000000,0,0,0,0.750000,1.000000,0.250000,9.84000,9.84000
EXP-02,exp02_fork_join_n4_c1_g0_rh25_p02,ea3a1f1edbd516f7b9e568dfc91b8a84b0866bfa03d46349384ec76ef1e070df,fork_join_n4,alternating_sync,c1_g0_rh25,interagent_overhead,bottom_level_fcfs_v1,2,0.25,C1,1.060,gamma0,1,62.70000,50.16000,31.35000,15.00,50.16000,critical_path,t01->t03->t04,OPTIMAL,50.16000,50.16000,50.160000,0.0,0.002888,0.00000,0.000000,0,0,0,0.475478,0.625000,0.299043,50.16000,0.00000,0.000000,1.12500,1.12500,1,0.475478,0.636214,0.299043,-2.52000,-2.52000
EXP-02,exp02_fork_join_n4_c1_g0_rh25_p03,c954ece332b068aa050cad630b67b3e2fdd7d05704ed3c3998c6151f64c0f0cd,fork_join_n4,alternating_sync,c1_g0_rh25,interagent_overhead,bottom_level_fcfs_v1,3,0.25,C1,1.130,gamma0,1,65.85000,52.68000,21.95000,15.00,52.68000,critical_path,t01->t03->t04,OPTIMAL,52.68000,52.68000,52.680000,0.0,0.003092,0.00000,0.000000,0,0,0,0.321754,0.416667,0.284738,52.68000,0.00000,0.000000,1.12500,1.12500,1,0.321754,0.423785,0.284738,-2.88000,-2.88000
EXP-02,exp02_fork_join_n4_c1_g0_rh25_p04,2c6e1db0947f3fd8ee0350817c00c473542235e08f96254287c98d480ffbbcf2,fork_join_n4,alternating_sync,c1_g0_rh25,interagent_overhead,bottom_level_fcfs_v1,4,0.25,C1,1.210,gamma0,1,69.45000,55.56000,17.36250,15.00,55.56000,critical_path,t01->t03->t04,OPTIMAL,55.56000,55.56000,55.560000,0.0,0.002813,0.00000,0.000000,0,0,0,0.245005,0.312500,0.269978,55.56000,0.00000,0.000000,1.12500,1.12500,1,0.245005,0.317562,0.269978,-6.84000,-6.84000
EXP-02,exp02_fork_join_n4_c1_g0_rh25_p06,61ad1a68163e9c2e4054d583524a6d749a52f1e9e6908d5dcfb61b756e59ca0b,fork_join_n4,alternating_sync,c1_g0_rh25,interagent_overhead,bottom_level_fcfs_v1,6,0.25,C1,1.400,gamma0,1,78.00000,62.40000,13.00000,15.00,62.40000,critical_path,t01->t03->t04,OPTIMAL,62.40000,62.40000,62.400000,0.0,0.003008,0.00000,0.000000,0,0,0,0.168269,0.208333,0.240385,62.40000,0.00000,0.000000,1.12500,1.12500,1,0.168269,0.211338,0.240385,-8.28000,-8.28000
EXP-02,exp02_fork_join_n4_c1_g0_rh25_p08,a9bab95965aa97a88ff031a62921a850845ecd934081a7fa7e7b6d39e52e7aa8,fork_join_n4,alternating_sync,c1_g0_rh25,interagent_overhead,bottom_level_fcfs_v1,8,0.25,C1,1.630,gamma0,1,88.35000,70.68000,11.04375,15.00,70.68000,critical_path,t01->t03->t04,OPTIMAL,70.68000,70.68000,70.680000,0.0,0.003234,0.00000,0.000000,0,0,0,0.129722,0.156250,0.212224,70.68000,0.00000,0.000000,1.12500,1.12500,1,0.129722,0.158240,0.212224,-20.88000,-20.88000
EXP-02,exp02_fork_join_n4_c1_g0_rh25_p12,1e6681715b535eae12258a0ddd3f5f1875707fa8409a872cab46854e9eb640fb,fork_join_n4,alternating_sync,c1_g0_rh25,interagent_overhead,bottom_level_fcfs_v1,12,0.25,C1,2.210,gamma0,1,114.45000,91.56000,9.53750,15.00,91.56000,critical_path,t01->t03->t04,OPTIMAL,91.56000,91.56000,91.560000,0.0,0.003363,0.00000,0.000000,0,0,0,0.090514,0.104167,0.163827,91.56000,0.00000,0.000000,1.12500,1.12500,1,0.090514,0.105191,0.163827,,
EXP-02,exp02_fork_join_n4_c0_g1_rh25_p01,0f4d801baffb69761c33d965a1a9fced599360e1844022e78e2eb6a2a640680b,fork_join_n4,alternating_sync,c0_g1_rh25,human_switching,bottom_level_fcfs_v1,1,0.25,C0,1,gamma1,1.00,60.0000,48.0000,60.0000,15.0000,60.0000,work,t01->t03->t04,OPTIMAL,60.00000,60.00000,60.000000,0.0,0.001318,0.00000,0.000000,0,0,0,0.750000,1.000000,0.250000,60.00000,0.00000,0.000000,0,0,0,0.750000,1.000000,0.250000,10.65000,10.65000
EXP-02,exp02_fork_join_n4_c0_g1_rh25_p02,6004ff7c791d24d912e24f587b4304949cf48630a329210e8ac5565b48b6f300,fork_join_n4,alternating_sync,c0_g1_rh25,human_switching,bottom_level_fcfs_v1,2,0.25,C0,1,gamma1,1.10,61.5000,49.2000,30.7500,16.5000,49.2000,critical_path,t01->t03->t04,OPTIMAL,49.35000,49.35000,49.350000,0.0,0.003778,0.15000,0.003049,2.06250,2.06250,1,0.455927,0.643997,0.334347,49.35000,0.00000,0.000000,1.53750,1.53750,1,0.455927,0.638678,0.334347,-1.35000,-1.35000
EXP-02,exp02_fork_join_n4_c0_g1_rh25_p03,a142eaf992d24abbc163e3a65ab2164385039c2ec39527643bb49834deb9492c,fork_join_n4,alternating_sync,c0_g1_rh25,human_switching,bottom_level_fcfs_v1,3,0.25,C0,1,gamma1,1.20,63.0000,50.4000,21.0000,18.0000,50.4000,critical_path,t01->t03->t04,OPTIMAL,50.70000,50.70000,50.700000,0.0,0.003631,0.30000,0.005952,0.30000,0.30000,1,0.295858,0.418146,0.355030,50.70000,0.00000,0.000000,1.95000,1.95000,1,0.295858,0.427022,0.355030,-1.35000,-1.35000
EXP-02,exp02_fork_join_n4_c0_g1_rh25_p04,f7f73fb760a0ec596104b360b5f22fb66a830593e047c1e185e639194a679ffd,fork_join_n4,alternating_sync,c0_g1_rh25,human_switching,bottom_level_fcfs_v1,4,0.25,C0,1,gamma1,1.30,64.5000,51.6000,16.1250,19.5000,51.6000,critical_path,t01->t03->t04,OPTIMAL,52.05000,52.05000,52.050000,0.0,0.003160,0.45000,0.008721,2.43750,2.43750,1,0.216138,0.321506,0.374640,52.05000,0.00000,0.000000,2.36250,2.36250,1,0.216138,0.321146,0.374640,-2.70000,-2.70000
EXP-02,exp02_fork_join_n4_c0_g1_rh25_p06,12ec999fb6fde700a52331bcc7e1788eff432e9e26399c917803bbefeebfe1f9,fork_join_n4,alternating_sync,c0_g1_rh25,human_switching,bottom_level_fcfs_v1,6,0.25,C0,1,gamma1,1.50,67.5000,54.0000,11.2500,22.5000,54.0000,critical_path,t01->t03->t04,OPTIMAL,54.75000,54.75000,54.750000,0.0,0.003417,0.75000,0.013889,2.81250,2.81250,1,0.136986,0.214041,0.410959,54.75000,0.00000,0.000000,3.18750,3.18750,1,0.136986,0.215183,0.410959,-2.70000,-2.70000
EXP-02,exp02_fork_join_n4_c0_g1_rh25_p08,625a2be85a51d59dcc8c81e179291282983e72429c71895e06691020202b5f5e,fork_join_n4,alternating_sync,c0_g1_rh25,human_switching,bottom_level_fcfs_v1,8,0.25,C0,1,gamma1,1.70,70.5000,56.4000,8.8125,25.5000,56.4000,critical_path,t01->t03->t04,OPTIMAL,57.45000,57.45000,57.450000,0.0,0.003480,1.05000,0.018617,3.18750,3.18750,1,0.097911,0.160330,0.443864,57.45000,0.00000,0.000000,4.01250,4.01250,1,0.097911,0.162125,0.443864,-5.32500,-5.32500
EXP-02,exp02_fork_join_n4_c0_g1_rh25_p12,a10c6f5c62e07a059bda97721a6ae4da5f7b1e99550025ba3aba66df69b4e190,fork_join_n4,alternating_sync,c0_g1_rh25,human_switching,bottom_level_fcfs_v1,12,0.25,C0,1,gamma1,2.10,76.5000,61.2000,6.3750,31.5000,61.2000,critical_path,t01->t03->t04,OPTIMAL,62.77500,62.77500,62.775000,0.0,0.309133,1.57500,0.025735,6.86250,6.86250,1,0.059737,0.110663,0.501792,62.77500,0.00000,0.000000,9.22500,9.22500,1,0.059737,0.113799,0.501792,,
