experiment_id,scenario_id,scenario_sha256,topology,task_count,agent_count,human_share,phase_profile,time_unit,T_h,A,H,W4,L4,W4_over_P,gamma_H,B4,active_branches,critical_path,baseline_makespan,baseline_queue,baseline_blocked_any,baseline_gap_to_optimum,baseline_relative_gap,solver_status,solver_objective,solver_best_bound,solver_gap,solver_wall_time_seconds,exact_queue,exact_blocked_any,tightness_gap,tightness_relative_gap
EXP-01,exp01_diamond_n4_p4_rh25_alternating_staggered,4f72e100e95ad2a8964ddc27e72d07c4f8654196528584dcde0a2d154ff0f9e4,diamond,4,4,0.25,alternating_staggered,0.025,60,45.00,15.00,60.00,48.00,15.00,15.00,48.00,critical_path,t01->t03->t04,48.000,1.125,1.125,0.000,0,OPTIMAL,48.000,48.0000,0.0,0.003319,0,0,0.000,0.0
EXP-01,exp01_diamond_n4_p4_rh50_io,b87c61aa2ff3b43c14e8cf5b721d8bbf12953bb8b889e4717c37c8d4ce402529,diamond,4,4,0.50,io,0.025,60,30.00,30.00,60.00,48.00,15.00,30.00,48.00,critical_path,t01->t03->t04,51.00,9.00,9.00,0.000,0,OPTIMAL,51.000,51.0000,0.0,0.001615,0,0,3.000,0.0625
EXP-01,exp01_diamond_n4_p4_rh50_alternating_sync,4f095eedb3ff4bf14b6a81566f01408dc37917a7b97691d0eba01cca6e9d33a3,diamond,4,4,0.50,alternating_sync,0.025,60,30.00,30.00,60.00,48.00,15.00,30.00,48.00,critical_path,t01->t03->t04,49.50,7.50,7.50,0.000,0,OPTIMAL,49.500,49.5000,0.0,0.004141,3.750,3.750,1.500,0.03125
EXP-01,exp01_diamond_n4_p4_rh50_alternating_staggered,85e42206ba5f920b31b8c906758c0a95eff45fc7105ed1059be20e89c138a5b0,diamond,4,4,0.50,alternating_staggered,0.025,60,30.00,30.00,60.00,48.00,15.00,30.00,48.00,critical_path,t01->t03->t04,49.25,4.75,4.75,0.000,0,OPTIMAL,49.250,49.2500,0.0,0.004052,2.000,2.000,1.250,0.02604166666666666666666666667
EXP-01,exp01_two_layer_n4_p2_rh10_io,21e98b49a27aa994d16d646b0f76d4ff22f34e19a9cf67ec0de6da2be1e072f6,two_layer,4,2,0.10,io,0.025,60,54.00,6.00,60.00,36.00,30.00,6.00,36.00,critical_path,t02->t04,36.00,1.80,1.80,0.000,0,OPTIMAL,36.000,36.0000,0.0,0.001361,0,0,0.000,0.0
EXP-01,exp01_two_layer_n4_p2_rh10_alternating_sync,78d4b4b4f550fb3e7a80fbc5dfd93dea2ea923c485f007148a1b54f47a8b50eb,two_layer,4,2,0.10,alternating_sync,0.025,60,54.00,6.00,60.00,36.00,30.00,6.00,36.00,critical_path,t02->t04,36.00,0.90,0.90,0.000,0,OPTIMAL,36.000,36.0000,0.0,0.002689,0,0,0.000,0.0
EXP-01,exp01_two_layer_n4_p2_rh10_alternating_staggered,7a6859bb1c54c5c9c2992227c705fc60bf24c21bd3049c9824f506aea3bac3cb,two_layer,4,2,0.10,alternating_staggered,0.025,60,54.00,6.00,60.00,36.00,30.00,6.00,36.00,critical_path,t02->t04,36.00,1.20,1.20,0.000,0,OPTIMAL,36.000,36.0000,0.0,0.002272,0.300,0.300,0.000,0.0
EXP-01,exp01_two_layer_n4_p2_rh25_io,a50c4d4f42ae01d7276eefb9829df5343ed41a39e79df8b5256d98d8b15bd15d,two_layer,4,2,0.25,io,0.025,60,45.00,15.00,60.00,36.00,30.00,15.00,36.00,critical_path,t02->t04,36.00,4.50,4.50,0.000,0,OPTIMAL,36.000,36.0000,0.0,0.001309,0,0,0.000,0.0
EXP-01,exp01_two_layer_n4_p2_rh25_alternating_sync,e29cd014ea3721ed828a604a5bcc896aff806bc8b836facf1ed36cc244a6eb76,two_layer,4,2,0.25,alternating_sync,0.025,60,45.00,15.00,60.00,36.00,30.00,15.00,36.00,critical_path,t02->t04,36.750,3.000,3.000,0.000,0,OPTIMAL,36.750,36.7500,0.0,0.002605,0.750,0.750,0.750,0.02083333333333333333333333333
EXP-01,exp01_two_layer_n4_p2_rh25_alternating_staggered,4e0bddec62adc55ec7d7069169c5457ed68defcef7a0681cdc4c9eea7ab9fa8e,two_layer,4,2,0.25,alternating_staggered,0.025,60,45.00,15.00,60.00,36.00,30.00,15.00,36.00,critical_path,t02->t04,36.00,3.750,3.750,0.000,0,OPTIMAL,36.000,36.0000,0.0,0.002552,1.500,1.500,0.000,0.0
EXP-01,exp01_two_layer_n4_p2_rh50_io,6eedafe06e3049ba92212a54899e4edd9952e23c4e7428a19aad2819b113b77f,two_layer,4,2,0.50,io,0.025,60,30.00,30.00,60.00,36.00,30.00,30.00,36.00,critical_path,t02->t04,40.50,13.50,13.50,0.000,0,OPTIMAL,40.500,40.5000,0.0,0.001337,4.500,4.500,4.500,0.125
EXP-01,exp01_two_layer_n4_p2_rh50_alternating_sync,bc073d2e6e4f16e335fd3660efd4a18ca990d659fdce17068488f8c4aa8f896f,two_layer,4,2,0.50,alternating_sync,0.025,60,30.00,30.00,60.00,36.00,30.00,30.00,36.00,critical_path,t02->t04,39.25,11.25,11.25,0.500,0.01290322580645161290322580645,OPTIMAL,38.750,38.7500,0.0,0.021442,6.250,6.250,2.750,0.07638888888888888888888888889
EXP-01,exp01_two_layer_n4_p2_rh50_alternating_staggered,08744ef42c9768b1140000c6651985d4b76971654d00ef81c442bb2e5fbc8a32,two_layer,4,2,0.50,alternating_staggered,0.025,60,30.00,30.00,60.00,36.00,30.00,30.00,36.00,critical_path,t02->t04,37.75,8.50,8.50,0.000,0,OPTIMAL,37.750,37.7500,0.0,0.004012,4.000,4.000,1.750,0.04861111111111111111111111111
EXP-01,exp01_two_layer_n4_p4_rh10_io,79d519869648cae3448d92c168a049c92d9d752741e9f57f3d51f7aab530f25f,two_layer,4,4,0.10,io,0.025,60,54.00,6.00,60.00,36.00,15.00,6.00,36.00,critical_path,t02->t04,36.00,1.80,1.80,0.000,0,OPTIMAL,36.000,36.0000,0.0,0.001256,0,0,0.000,0.0
EXP-01,exp01_two_layer_n4_p4_rh10_alternating_sync,647a4ea26f533a421b01f22d716f39b27dac974cd4cb064ccdf9e78492a80dc3,two_layer,4,4,0.10,alternating_sync,0.025,60,54.00,6.00,60.00,36.00,15.00,6.00,36.00,critical_path,t02->t04,36.00,0.90,0.90,0.000,0,OPTIMAL,36.000,36.0000,0.0,0.001885,0,0,0.000,0.0
EXP-01,exp01_two_layer_n4_p4_rh10_alternating_staggered,7d29ca36d05314278a4e85d091b8af8f8edb2323db7f7d6c6f54ca8206dfcc4c,two_layer,4,4,0.10,alternating_staggered,0.025,60,54.00,6.00,60.00,36.00,15.00,6.00,36.00,critical_path,t02->t04,36.00,1.20,1.20,0.000,0,OPTIMAL,36.000,36.0000,0.0,0.002399,0.300,0.300,0.000,0.0
EXP-01,exp01_two_layer_n4_p4_rh25_io,50897e73bf0d582d70bd88c6b70977a6ccf6ce280689160291579433c1062434,two_layer,4,4,0.25,io,0.025,60,45.00,15.00,60.00,36.00,15.00,15.00,36.00,critical_path,t02->t04,36.00,4.50,4.50,0.000,0,OPTIMAL,36.000,36.0000,0.0,0.001263,0,0,0.000,0.0
EXP-01,exp01_two_layer_n4_p4_rh25_alternating_sync,36c46b06e06bc07a10e88fd141f56055b158618071fa56d879844be5e4f3e615,two_layer,4,4,0.25,alternating_sync,0.025,60,45.00,15.00,60.00,36.00,15.00,15.00,36.00,critical_path,t02->t04,36.750,3.000,3.000,0.000,0,OPTIMAL,36.750,36.7500,0.0,0.002489,0.750,0.750,0.750,0.02083333333333333333333333333
EXP-01,exp01_two_layer_n4_p4_rh25_alternating_staggered,2fd1e5e96fde4ec88ad45511b40a71235806da26c0ccf7f2dd34d7706d3442e9,two_layer,4,4,0.25,alternating_staggered,0.025,60,45.00,15.00,60.00,36.00,15.00,15.00,36.00,critical_path,t02->t04,36.00,3.750,3.750,0.000,0,OPTIMAL,36.000,36.0000,0.0,0.002277,1.500,1.500,0.000,0.0
EXP-01,exp01_two_layer_n4_p4_rh50_io,c037a303692a6d6d07eab99c4c12e9e3eabb73729cc20bc61eac6a17373ce8f7,two_layer,4,4,0.50,io,0.025,60,30.00,30.00,60.00,36.00,15.00,30.00,36.00,critical_path,t02->t04,40.50,13.50,13.50,0.000,0,OPTIMAL,40.500,40.5000,0.0,0.001474,4.500,4.500,4.500,0.125
EXP-01,exp01_two_layer_n4_p4_rh50_alternating_sync,78bf3cb36ec5c665ea4d1237578d5927854ab4387a7eaa83dcafffb6a7833446,two_layer,4,4,0.50,alternating_sync,0.025,60,30.00,30.00,60.00,36.00,15.00,30.00,36.00,critical_path,t02->t04,39.25,11.25,11.25,0.500,0.01290322580645161290322580645,OPTIMAL,38.750,38.7500,0.0,0.007912,8.000,8.000,2.750,0.07638888888888888888888888889
EXP-01,exp01_two_layer_n4_p4_rh50_alternating_staggered,7e004955baef1188c7a900c8d6269d4234dec2ba0441c86cbd14cf1e10f5ce9b,two_layer,4,4,0.50,alternating_staggered,0.025,60,30.00,30.00,60.00,36.00,15.00,30.00,36.00,critical_path,t02->t04,37.75,8.50,8.50,0.000,0,OPTIMAL,37.750,37.7500,0.0,0.002577,4.000,4.000,1.750,0.04861111111111111111111111111
